,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,11131153,2020-09-02,18501.01,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55455042,2020-09-15,3476.00,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,55453062,2020-07-30,1911.68,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS PENSIONS,11131141,2020-09-02,3772.46,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,11131137,2020-09-02,16827.60,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,STANDARD LIFE,11131140,2020-09-02,1180.86,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,THE DARLINGTON LABOUR GROUP,11131157,2020-09-02,1188.60,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNISON L04007,11131156,2020-09-02,5684.98,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNITE,11131154,2020-09-02,520.55,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,DTA CONSULTING ENGINEERS LLP,55455683,2020-09-21,501.63,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,DTA CONSULTING ENGINEERS LLP,55453724,2020-08-24,501.63,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,THOMPSON TIMBERWORKS LTD,1098574,2020-08-14,8795.00,Dfc - Acq Of Land & Existing Buildings,Capital Expenditure,Capital Acquisitions
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,WESTWOOD TIMBER & FENCING,1098769,2020-09-01,1500.00,"Dfc - New Const, Conver & Renovation",Capital Expenditure,Capital Construction
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,EASIBATHE LTD,11131231,2020-09-09,3901.82,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11131232,2020-09-09,4457.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11131233,2020-09-09,2872.37,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11131226,2020-09-09,2830.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11131228,2020-09-09,5160.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,HES GROUP UK LTD,11131230,2020-09-09,5250.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11131224,2020-09-09,5031.50,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,55452096,2020-07-21,1875.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,DENNIS EAGLE LTD,55453183,2020-07-02,2137.50,Accruals - New Construction,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,NORTH EAST TRUCK & VAN LTD,55452108,2020-07-31,59319.00,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,NORTH EAST TRUCK & VAN LTD,55455428,2020-07-31,71402.80,Vehicles,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,ARNET LTD,55455192,2020-09-15,1172.00,Direct Payment Sub Contractor,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,BARRETT ENVIRONMENTAL,55453706,2020-08-24,610,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,BT TELEPHONE PAYMENT CENTRE,55453465,2020-09-02,2344.84,Direct Payment Sub Contractor,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,DARLINGTON ARENA LTD,55454751,2020-07-23,49549.70,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,ELECTRONIC SECURITY SOLUTIONS LTD,55454094,2020-08-31,5776.20,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,GRANT THORNTON UK LLP,55453988,2020-06-10,9000.00,Building Purchase,Capital Expenditure,Capital Acquisitions
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,NOR-DEM LTD,55453755,2020-08-25,7405.00,Direct Payment Sub Contractor,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,NORTHERN GAS NETWORKS LIMITED,55454950,2020-09-15,801.6,Electrical,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SINE,55453176,2020-06-20,1680.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SOUTHERN GREEN LIMITED,55453839,2020-08-31,802.5,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,THOMPSONS OF PRUDHOE LIMITED,55454091,2020-08-31,5750.00,Demolition,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,THOMPSONS OF PRUDHOE LIMITED,55454093,2020-08-31,1450.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,THOMPSONS OF PRUDHOE LIMITED,55454092,2020-08-31,5895.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,WILLMOTT DIXON CONSTRUCTION LTD,55454341,2020-09-10,86431.00,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,BNP PARIBAS REAL ESTATE ADVISORY & PROPERTY,55453983,2020-06-30,6000.00,Valuation & Estates Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,DWF LLP,55453297,2020-08-05,1832.40,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,MTL SCAFFOLDING LTD,55455552,2020-08-31,1740.00,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,NEWSQUEST MEDIA GROUP,55454099,2020-08-31,645.75,Advertising,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,NEWSQUEST MEDIA GROUP,55454499,2020-09-07,645.75,Advertising,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,QUEENSBERRY DESIGN LIMITD,55456036,2020-06-30,4875.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,QUEENSBERRY DESIGN LIMITD,55456037,2020-08-30,1477.50,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,SANDERSON WEATHERALL LLP,55455434,2020-08-06,750,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,ECONOMIC INITIATIVE,STEEL RIVER CONSULTANTS,55453242,2020-08-17,800,Consultants - Other,Capital Expenditure,Capital Fees
