,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,ALBANY OFFICE FURNITURE SOLUTIONS,2142.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),792.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),546.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),775.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),2170.50,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,CACI LIMITED,12723.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,DR URSULA CAWTHORNE,501.50,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,ELECTORAL REFORM SERVICES,2739.46,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,EVERYDAY LANGUAGE SOLUTIONS,730.24,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,JOHN JACKSON,1450.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,LINDSAY WEBSTER,1950.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1176.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1416.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,992.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1088.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1176.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MISS FIONA MCREDDIE,3350.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS FIONA MCREDDIE,675.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS FIONA MCREDDIE,3050.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MRS ELAINE AVERIS,1300.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MRS ELAINE AVERIS,4050.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MRS ELAINE AVERIS,700.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1884.50,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,4705.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,4705.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,4705.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,1928.16,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,2777.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,1160.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,5180.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,3100.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,3740.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,2970.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,3350.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,RD PSYCHOLOGICAL SERVICES LIMITED,1160.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,2600.10,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1362.99,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1876.77,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1329.97,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,2408.26,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1386.91,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,SAPPHIRE GB LTD,1285.61,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,THE NATIONAL ASSOC OF COUNCILLORS,832.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1428.37,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,10518.24,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2693.82,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,621.27,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,586.88,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,637.53,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,764.96,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TRIMEGALABS,588.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,2750.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,CABLE & WIRELESS,2906.06,HOSPITALITY & ROOM HIRE
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1179.70,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,Finance,THE FEDERATION OF ABBEY SCHOOLS ACADEMY TRUST,660.14,OTHER INCOME(OUTSIDE SCOPE VAT)
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,772.75,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,16750.05,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10076.79,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,2250.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1320.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,CRB SOLUTIONS,4240.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,7787.49,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,4240.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,HARTLEPOOL BOROUGH COUNCIL,12652.00,OTHER LOCAL AUTHORITIES
INSERTED DETAIL,,Resources Group,Human resources management,HAY GROUP LTD,1600.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,8497.41,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,P & A MEDICAL LTD,519.00,MEDICAL
INSERTED DETAIL,,Resources Group,Human resources management,SKILLGATE LTD,800.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,750.31,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,3009.33,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,40537.96,GAS
INSERTED DETAIL,,Resources Group,Transformation,LORD TECHNICAL LTD,529.25,EQUIPMENT
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1066.97,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,1778.09,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,5112.44,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,849.22,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,53805.92,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3930.21,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2883.95,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2437.49,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,573.74,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4090.53,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3530.34,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,667.82,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1480.30,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3745.39,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3570.78,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,644.87,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,964.64,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3266.60,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN LTD,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,PHS GROUP,542.04,HYGIENE SERVICES
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,1250.20,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,578.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1032.91,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,729.19,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,VIRGIN MEDIA BUSINESS LIMITED,1532.25,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Transformation,WORKERS EDUCATIONAL ASSOCIATION NE,3400.00,RENT OF FACILITIES
INSERTED DETAIL,,Place,Building Design Services,BENTLEY SYSTEMS INTERNATIONAL,870.00,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,1060.50,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,830.93,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,640.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,3832.50,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,5481.23,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,928.97,CONSULTANCY FEES
INSERTED DETAIL,,Place,Economic Regeneration,CS JOINERY & BUILDING SERVICES,750.00,GRANTS
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Economic Regeneration,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3138.22,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Economic Regeneration,NORTHGATE INFORMATION SOLUTIONS,2000.00,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Commercial Services,AIRWAVE SOLUTIONS LTD,1523.40,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,CSL DUALCOM LIMITED,540.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,ELECTRONIC SECURITY SOLUTIONS LTD,863.31,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,NATIONAL SECURITY INSPECTORATE,1760.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,PHS GROUP,653.38,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,ROYSTON MARINE LTD,1798.40,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ADEM LIMITED,830.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,807.50,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ANDREA RAPER,504.00,Artist payments
INSERTED DETAIL,,Place,Culture,AQUA SPHERE UK LTD,2627.93,ITEMS FOR RESALE
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,1962.77,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,3420.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,670.00,BOOKS
INSERTED DETAIL,,Place,Culture,ASKEWS & HOLTS LIBRARY SERVICES LTD,635.00,BOOKS
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1800.00,Artist payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,544.32,EQUIPMENT
INSERTED DETAIL,,Place,Culture,CLOVER,780.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2268.61,ELECTRICITY
INSERTED DETAIL,,Place,Culture,ELITE ARTISTE MANAGEMENT LTD,4350.52,Artist payments
INSERTED DETAIL,,Place,Culture,FIERYLIGHT 2010 LIMITED,17750.95,Artist payments
INSERTED DETAIL,,Place,Culture,FOOLS PARADISE LTD,690.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,HILARITY BITES COMEDY CLUB,16599.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Place,Culture,I-KAN GC LTD,888.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,JULIAN SMITH,1500.00,Artist payments
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2239.05,WATER CHARGES
INSERTED DETAIL,,Place,Culture,PERFORMING RIGHT SOCIETY LIMITED,622.01,LICENCES
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,1632.90,Artist payments
INSERTED DETAIL,,Place,Culture,QDOS PANTOMIMES,25000.00,Artist payments
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,2867.87,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,RIGBY TAYLOR LTD,2577.10,EQUIPMENT
INSERTED DETAIL,,Place,Culture,RIGBY TAYLOR LTD,2006.32,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ROY LAWSON,660.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,2778.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,SCREENTECH,1262.80,EQUIPMENT
INSERTED DETAIL,,Place,Culture,SCREENTECH,960.80,EQUIPMENT
INSERTED DETAIL,,Place,Culture,SINGALONGA PRODUCTIONS LIMITED,3830.76,Artist payments
INSERTED DETAIL,,Place,Culture,SPORT SYSTEMS LIMITED,3091.40,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,STAR RADIO,1000.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Place,Culture,STARLIGHT FESTIVAL TOUR,10000.00,Artist payments
INSERTED DETAIL,,Place,Culture,STONEGRAVE AGGREGATES LTD,1025.45,WASTE DISPOSAL
INSERTED DETAIL,,Place,Culture,STONEGRAVE AGGREGATES LTD,945.40,WASTE DISPOSAL
INSERTED DETAIL,,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,TYNESIDE PIANO COMPANY,625.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,VIGLEN LTD,528.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Place,Culture,WILDCHILDS (PARTIES) LTD,500.00,Other Supplies & Services
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,17604.76,DIRECT CHARGES - CONTRACTORS
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1078.00,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1084.60,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,9492.83,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,758.83,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1291.83,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,755.81,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,763.35,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,760.33,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,754.30,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGGREGATE INDUSTRIES UK LTD,1513.13,DIRECT CHARGES - MATERIALS (DLO)
INSERTED DETAIL,,Place,DLO Services,AGRICULTURE  AND HORTICULTURAL DEVELOPMENT BOARD,1097.07,Other Supplies & Services
INSERTED DETAIL,,Place,DLO Services,AIRCON REFRIGERATION LTD,3620.00,DIRECT CHARGES - CONTRACTORS
