Darlington Borough Council - Analysis of Transactions Over £500,,,,,
Feb-15,,,,,
,,,,,
,,,,,
text description,text servdesc,apar_name,order_id,amount,accdesc
Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Resources,ADARE LIMITED,3062053,"2,715.60",Stationery
Resources Group,Resources,ADARE LIMITED,3062053,"12,203.94",Stationery
Resources Group,Resources,ADARE LIMITED,3062053,"12,203.94",Stationery
Resources Group,Resources,COMMUNICORP UK,3062737,"1,300.00",Marketing & Advertising
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,610.28,Agency Staff Costs - Non Teaching
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,589.38,Agency Staff Costs - Non Teaching
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3062390,615.18,Agency Staff Costs - Non Teaching
Resources Group,Resources,DX NETWORK SERVICES LTD,0,"2,211.62",Postages
Resources Group,Resources,FLOWERS BY NATTRASS,0,540,Materials
Resources Group,Resources,ISAPPHIRE LTD,3062866,549.2,Marketing & Advertising
Resources Group,Resources,KOMODO DESIGN LTD,3063273,531.09,Marketing & Advertising
Resources Group,Resources,LOCAL GOVERNMENT ASSOCIATION,3060676,"1,291.66",Professional Fees & Consultancy
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,"1,470.00",Agency Staff Costs - Non Teaching
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,"1,417.50",Agency Staff Costs - Non Teaching
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,"1,391.25",Agency Staff Costs - Non Teaching
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060864,"1,400.00",Agency Staff Costs - Non Teaching
Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,3060970,544,Agency Staff Costs - Non Teaching
Resources Group,Resources,NEIL COOKSON,3035690,547,Consultancy Fees
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3056956,523.3,Marketing & Advertising
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3061271,525.3,Marketing & Advertising
Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,3051005,699.2,Other Supplies & Services
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,988.72,Postages
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,638.62,Postages
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,"1,011.16",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,650.76,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,343.04",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,509.46,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,024.39",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,517.05",Postages
