,,Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
INSERTED DETAIL,,Balance Sheet,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,11119813,2018-08-01,14418.47,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,KIDDIVOUCHERS LTD,55386206,2018-08-21,11943.07,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,NHS PENSIONS,11119792,2018-08-01,3772.46,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,11119788,2018-08-01,22827.89,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,STANDARD LIFE,11119791,2018-08-01,1790.86,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,THE DARLINGTON LABOUR GROUP,11119816,2018-08-01,1741.36,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNISON L04007,11119812,2018-08-01,6488.52,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,UNITE,11119814,2018-08-01,550,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,Balance Sheet,Balance Sheet,ZURICH INSURANCE COMPANY,55386201,2018-07-31,4482.50,General Debits,NON-BUDGETED,NON BUDGETED
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,BGP CONSULTING LIMITED,55386441,2018-07-31,898.81,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,FINDLAY SURVEYS,55384014,2018-08-01,975,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,HEATHFIELD ACADEMY TRUST,55385221,2018-07-19,9404.73,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,ST GEORGES CHURCH OF ENGLAND ACADEMY,55377481,2018-05-04,680.95,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,CHILDREN'S SERVICES,EDUCATION,THRILLS  AND SKILLS FOR LIFE,1089852,2018-07-09,12050.00,Sce(R) - Education,Capital Income,Capital Borrowing
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,FRANK TIFFEN BUILDING SERVICES,11120023,2018-08-20,15000.00,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,SUNTER LTD,11120021,2018-08-20,3013.80,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,COMMISSIONING,DISABLED FACILITIES GRANT,THYSSENKRUPP ENCASA LIMITED,55384572,2018-06-28,2407.92,Capital Grants,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,Balance Sheet,INSIGHT DIRECT (UK) LTD,55384053,2018-07-06,1325.97,Furniture Equipment,Capital Expenditure,Capital Equipment
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,BGP CONSULTING LIMITED,55383386,2018-06-30,650,Consultant Civil Engineer,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,GROUND IMPROVEMENTS LTD,55385442,2018-08-08,11335.05,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,GROUND IMPROVEMENTS LTD,55385441,2018-08-08,11335.05,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,NORTHUMBRIAN WATER,55383436,2018-07-16,2199.00,Direct Payments N.W.A.,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,PARSONS BRINCKERHOFF,55384891,2018-07-17,1000.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SANDERSON WEATHERALL LLP,55385901,2018-07-27,9000.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SLC RAIL,55384521,2018-05-29,45108.39,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SPARTA STREET SAFE LTD,55386124,2018-08-13,1200.00,Security,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,CAPITAL PROJECTS,SYSTRA LTD,55382968,2018-06-28,9102.52,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,FWS CONSULTANTS LTD,55385949,2018-07-27,2371.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,GARDINER & THEOBALD LLP,55386557,2018-08-01,1500.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,NHBC,55386733,2018-07-30,4500.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,CORPORATE LANDLORD,WILLMOTT DIXON CONSTRUCTION LTD,55385463,2018-08-09,70574.37,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,RENNYCO LTD,55383254,2018-06-30,2800.00,Security,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55386475,2018-06-28,6003.00,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55386727,2018-07-31,4524.00,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55386728,2018-07-31,2500.00,Legal Fees,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,ARRIVA NORTH EAST LIMITED,55385578,2018-07-25,2400.95,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,DURHAM COUNTY COUNCIL,55385302,2018-07-24,49619.68,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,MRC ROADS LIMITED,55383855,2018-07-04,3646.21,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,MRC ROADS LIMITED,55383855,2018-07-04,1647.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,NEWSQUEST MEDIA GROUP,55385701,2018-07-25,525.6,Advertising,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,NEWSQUEST MEDIA GROUP,55385768,2018-07-26,525.6,Advertising,Capital Expenditure,Capital Other
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,SWARCO TRAFFIC LTD,55383060,2018-06-28,3959.10,Traffic Signals,Capital Expenditure,Capital Construction
INSERTED DETAIL,,ECONOMIC GROWTH,TRANSPORT,WS ATKINS (SERVICES) LTD,55384455,2018-07-12,2000.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,COMMUNITY SERVICES,AXIELL LIMITED,55384898,2018-07-17,793.88,Fees - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,COMMUNITY SERVICES,RLF BUILDING FUTURES,55384551,2018-07-01,1540.00,Consultants - Other,Capital Expenditure,Capital Fees
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,A S CROCKER (PLASTERERS) LIMITED,55386347,2018-07-31,1476.00,Other Contractor Payments,Capital Expenditure,Capital Construction
INSERTED DETAIL,,NEIGHBOURHOOD SERVICES & RESOURCES,HOUSING,A S CROCKER (PLASTERERS) LIMITED,55386348,2018-07-31,3521.00,Other Contractor Payments,Capital Expenditure,Capital Construction
