,Darlington Borough Council - Analysis of Transactions Over £500,,,,
,October 2010 to December 2010,,,,
,,,,,
,,,,,
,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
,Corporate Services,Accountancy & Local Taxation,CIPFA,978.53,BOOKS
,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,"4,202.00",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Accountancy & Local Taxation,LEXIS NEXIS,819.00,BOOKS
,Corporate Services,Accountancy & Local Taxation,PRICE WATERHOUSE COOPERS,"21,760.00",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,"1,379.59",SECURITY SERVICES
,Corporate Services,Accountancy & Local Taxation,SECURICOR CASH SERVICES LTD,615.86,SECURITY SERVICES
,Corporate Services,Corporate Assurance,RMS BENTLEY JENNISON,"2,000.00",ICT SOFTWARE SUPPORT & MAINTENANCE
,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,634.00,BURGLAR ALARMS
,Corporate Services,Corporate Services,BOURTON GROUP,"11,615.00",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,"3,888.72",GAS
,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,"2,435.32",GAS
,Corporate Services,Corporate Services,BRITISH GAS TRADING LIMITED (ELECTRICITY,"10,179.61",GAS
,Corporate Services,Corporate Services,CHG MERIDAN COMPUTER LEASING UK LTD,"1,316.21",EQUIPMENT
,Corporate Services,Corporate Services,EVOLUTION,"1,377.40",HOSPITALITY & ROOM HIRE
,Corporate Services,Corporate Services,LATIMER HINKS,"3,625.00",RENT OF FACILITIES
,Corporate Services,Corporate Services,MOTT MACDONALD,"16,000.00",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Corporate Services,NEIL WHELPTON ASSOCIATES LTD,"4,250.00",RENT OF FACILITIES
,Corporate Services,Corporate Services,NORTHUMBRIAN WATER,"3,407.32",WATER CHARGES
,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"5,196.99",ELECTRICITY
,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"12,047.20",ELECTRICITY
,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,588.04,ELECTRICITY
,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,805.62,ELECTRICITY
,Corporate Services,Corporate Services,NPOWER NORTHERN FINANCE,"3,871.00",ELECTRICITY
,Corporate Services,Human Resources,BODY 2 FIT LTD,"2,100.00",PHYSIOTHERAPY RECHARGE
,Corporate Services,Human Resources,SYD STRIKE TRAINING SOLUTIONS,670.00,TRAINING
,Corporate Services,ICT & Printing,VIRGIN MEDIA BUSINESS LIMITED,"13,805.44",TELEPHONE COSTS
,Corporate Services,Legal & Democratic,ADT FIRE & SECURITY PLC,"6,912.67",FIRE EXTINGUISHERS & EQUIPMENT
,Corporate Services,Legal & Democratic,IAN ROSS VIDEO & AUDIO VISUAL,"2,175.00",FIXTURES AND FITTINGS
,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,523.29",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,714.21",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Legal & Democratic,MICHAEL PAGE INTERNATIONAL,"1,773.04",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Legal & Democratic,NEIL COOKSON,"2,284.75",PROFESSIONAL FEES & CONSULTANCY
,Corporate Services,Legal & Democratic,NEOPOST LTD (FRANKING ONLY),"2,000.00",POSTAGES
,Corporate Services,Legal & Democratic,OTIS PLC,"2,092.16",REPAIRS AND MAINTENANCE
,Corporate Services,Legal & Democratic,ROYAL MAIL NORTH EAST,"1,830.03",POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,"1,472.34",POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,558.95,POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,"1,385.01",POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,519.13,POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,659.26,POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,673.25,POSTAGES
,Corporate Services,Legal & Democratic,TNT POST LTD,572.41,POSTAGES
,Corporate Services,Legal & Democratic,WATERSTONS,"1,785.00",ICT HARDWARE PURCHASE
,Corporate Services,Legal & Democratic,WATERSTONS,"4,125.00",Other Supplies & Services
,Corporate Services,Public Protection,CRB SOLUTIONS,828.00,FEES & CHARGES GENERAL (OUTSIDE SCOPE VAT)
,Corporate Services,Public Protection,METRIC GROUP LIMITED,"2,376.36",EQUIPMENT
,Corporate Services,Public Protection,NPOWER NORTHERN LTD,"2,228.00",ELECTRICITY
,Corporate Services,Public Protection,NSL LIMITED,"3,752.35",SECURITY SERVICES
,Corporate Services,Public Protection,NSL LIMITED,"3,951.15",SECURITY SERVICES
,Community Services,Adult Social Care and Health,ADULT PLACEMENT SERVICES T/A AVALON,"6,116.32",Adult Placement Schemes
,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"2,559.13",PRIVATE CONTRACTORS
,Community Services,Adult Social Care and Health,AGE CONCERN DARLINGTON,"15,000.00",PRIVATE CONTRACTORS
,Community Services,Adult Social Care and Health,BENFIELD HALL CARE HOME,"1,771.92",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"2,264.40",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"11,200.70",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,BROADACRES HOUSING ASSOC. LTD,"4,392.51",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"54,167.24",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"7,749.05",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE CONCERN (DARLINGTON) LTD,"11,939.73",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE UK,"6,060.07",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE UK,746.47,Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARE UK,"13,273.41",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CARELINE LIFESTYLES,500.00,Nursing - Private Contractor
,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"2,944.00",Residential
,Community Services,Adult Social Care and Health,CARESTREAM LIMITED (in administration),"5,888.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,CAREWATCH (DRS),"2,536.64",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"3,488.00",Residential
,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"15,416.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Residential
,Community Services,Adult Social Care and Health,CEDAR LODGE NURSING HOME(ST GEORGE HALL),"1,704.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"2,362.00",EQUIPMENT
,Community Services,Adult Social Care and Health,COUNTY DURHAM AND DARLINGTON COMMUNITY HEALTH SERVICES,"7,670.85",PRIVATE CONTRACTORS
,Community Services,Adult Social Care and Health,COURTADE HOME CARE,"2,228.06",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CREATIVE SUPPORT LIMITED,"5,059.16",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,CRUSE BEREAVEMENT CARE,"1,884.51",GRANTS
,Community Services,Adult Social Care and Health,DARLINGTON ASSOCIATION ON DISABILITY LTD,"4,097.63",GRANTS
,Community Services,Adult Social Care and Health,DARLINGTON MIND,"29,440.34",PRIVATE CONTRACTORS
,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,"3,099.60",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DARLINGTON SUPPORTED HOUSING,"1,476.00",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,"19,835.59",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DIMENSIONS (UK) LTD,"119,198.00",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,"9,257.64",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,523.20,Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DIRECT CARE CO-OPERATIVE LTD,"2,862.89",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,042.86",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,200.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,200.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,200.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"4,400.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,200.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"2,200.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,DURHAM CARELINE LTD,"3,978.80",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"18,347.43",Residential
,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"10,304.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"11,876.28",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"3,433.43",Residential
,Community Services,Adult Social Care and Health,EASTBOURNE NURSING HOME,"14,184.00",Residential
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE (RIVERSIDE VIEW),"57,356.86",Residential
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE (RIVERSIDE VIEW),"1,804.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE (THE GRANGE) LTD USE FO1026,"1,764.00",Residential
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE (THE GRANGE) LTD USE FO1026,"84,201.00",Residential
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE (THE GRANGE) LTD USE FO1026,"1,764.00",Residential
,Community Services,Adult Social Care and Health,ETON SQUARE HEALTH CARE(GROVENOR PARK) USE FO1025,"40,721.00",Residential
,Community Services,Adult Social Care and Health,GREEN LINK (NORTH EAST),823.36,ENVIRONMENTAL
,Community Services,Adult Social Care and Health,HARROWGATE HILL METHODIST CHURCH,750.00,RENT OF FACILITIES
,Community Services,Adult Social Care and Health,HELEN GELDARD,650.00,TRAINING
,Community Services,Adult Social Care and Health,J & R FARRAGHER T/A POTENS,"5,872.72",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,LAKESIDE LODGE,"5,089.14",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,LAKESIDE LODGE,"18,832.00",Residential
,Community Services,Adult Social Care and Health,LEWIS'S MEDICAL SUPPLIES,"1,121.51",Protective Clothing
,Community Services,Adult Social Care and Health,MANGAR INTERNATIONAL LIMITED,520.21,EQUIPMENT
,Community Services,Adult Social Care and Health,MANOR CARE HOME GROUP,"95,786.00",Residential
,Community Services,Adult Social Care and Health,MENCAP,"2,690.64",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,MENCAP,532.80,Home Care - Private Contractor
,Community Services,Adult Social Care and Health,MENCAP,"47,176.56",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,MENCAP,"6,003.82",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,"12,159.00",Residential
,Community Services,Adult Social Care and Health,MIDDLETON HALL NURSING HOME,"1,764.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,MOORLANDS,"1,957.72",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,MOORLANDS,"13,630.03",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,NCC SERVICES LIMITED,600.00,ICT HARDWARE PURCHASE
,Community Services,Adult Social Care and Health,NORTH REGIONAL ASSOCIATION FOR SENSORY SUPPORT,701.24,PRIVATE CONTRACTORS
,Community Services,Adult Social Care and Health,NORTHERN LIFE CARE LTD,"36,651.43",Home Care - Private Contractor
,Community Services,Adult Social Care and Health,PENDLETON CARE LIMITED,"6,120.00",Residential
,Community Services,Adult Social Care and Health,PERCY HEDLEY FOUNDATION,"2,691.40",Residential
,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),"15,696.00",Nursing - Private Contractor
,Community Services,Adult Social Care and Health,POPLAR LODGE(ST GEORGES LODGE),"12,208.00",Residential
,Community Services,Adult Social Care and Health,POTENS,"14,880.60",Residential
,Community Services,Adult Social Care and Health,POTENS,"18,433.80",Residential
,Community Services,Adult Social Care and Health,POTENSIAL LIMITED,"2,968.00",Residential
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,182.00",AGENCY STAFF COSTS - NON TEACHING
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,150.48",AGENCY STAFF COSTS - NON TEACHING
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,197.76",AGENCY STAFF COSTS - NON TEACHING
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
,Community Services,Adult Social Care and Health,RANDSTAD CARE LIMITED,"1,569.91",AGENCY STAFF COSTS - NON TEACHING
