,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,BLACK & WHITE ADVERTISING (URWIN GARTON),693.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,ELECTORAL REFORM SERVICES,1192.10,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,IDOX SOFTWARE LTD,3740.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,530.50,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,JOHN GOOD LTD,648.00,PRINTING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1400.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1440.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1304.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1360.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MISS MARGARET SWEETING,800.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MISS MICHELLE TEMPLE,1000.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,MS RACHEL SMITH,2250.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,528.50,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,500.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,OFFSTONE PUBLISHING,650.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,PARSONS DOWD PSYCHOLOGICAL LTD,6184.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1653.19,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1504.21,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1515.59,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,798.15,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,988.74,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1390.10,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1673.33,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,SHAW AND SONS LTD,504.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Resources,SHAW AND SONS LTD,812.70,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,SHAW AND SONS LTD,805.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Resources,THOMSON REUTERS,3102.48,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1734.62,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,804.66,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,517.70,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,651.27,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1201.28,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1557.08,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3563.08,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,882.28,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1404.01,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,636.43,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,DURHAM COUNTY COUNCIL,66159.91,GRANTS
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,642.30,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,654.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,15000.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,2471.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,2832.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,718.83,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1000.00,COUNSELLING RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1215.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1765.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,2446.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,MEDACS HEALTHCARE PLC,7961.13,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,708.21,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,4203.00,Repairs - Electrical
INSERTED DETAIL,,Resources Group,Transformation,BUILDING AUTOMATION SOLUTIONS LTD,974.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,9948.06,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CANON (UK) LIMITED,916.76,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,CIPFA,500.00,CONFERENCES & SEMINARS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,22331.70,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,27949.33,GAS
INSERTED DETAIL,,Resources Group,Transformation,DYNO-ROD,1010.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,600.00,Cyclical - Building Surveys
INSERTED DETAIL,,Resources Group,Transformation,LYTESTREAM ELECTRICAL CONTRACTORS,1851.78,Alterations & Improvements - Electrical
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,572.72,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2982.82,WATER CHARGES
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4864.68,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,592.97,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,5979.34,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2129.58,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,843.50,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,666.34,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,52812.46,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,906.73,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,690.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3293.48,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,541.27,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1160.40,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3140.29,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1144.22,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,979.08,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2507.00,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,804.67,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,510.00,EQUIPMENT
INSERTED DETAIL,,Resources Group,Transformation,SCHOTT REMOVALS TRANSPORT LTD,544.00,REMOVAL COSTS - STAFF MOVES
INSERTED DETAIL,,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,2163.26,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,3261.19,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,1001.75,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Transformation,SIEMENS FINANCIAL SERVICES LTD,1112.60,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,724.43,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,STOREYS:SSP,1001.18,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,TRU-LINE (SUSPENDED CEILINGS) LTD,2244.60,Repairs - Building Fabric
INSERTED DETAIL,,Resources Group,Transformation,ULTIMATE COMMUNICATION SYSTEMS,606.35,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,URS SCOTT WILSON LTD,600.00,CONSULTANCY FEES
INSERTED DETAIL,,Chief Executive,Chief Executive,NE CHAMBER OF COMMERCE TRADE & INDTY,600.00,HOSPITALITY
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,820.35,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,873.28,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,873.28,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,820.34,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,HAYS SPECIALIST SERVICES,857.40,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Building Design Services,MASTERBILL MICRO SYSTEMS LTD,3026.40,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Place,Building Design Services,SPACEWORKS,549.25,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,2907.80,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,736.50,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,2498.00,CONSULTANCY FEES
INSERTED DETAIL,,Place,Building Design Services,URS SCOTT WILSON LTD,803.29,CONSULTANCY FEES
INSERTED DETAIL,,Place,Economic Regeneration,NE CHAMBER OF COMMERCE TRADE & INDTY,1792.00,SUBSCRIPTIONS
INSERTED DETAIL,,Place,Commercial Services,CSL DUALCOM LIMITED,630.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,JONTEK LTD,12917.00,EQUIPMENT
INSERTED DETAIL,,Place,Commercial Services,MATTHEW CLARK WHOLESALE LTD,622.35,BAR PROVISIONS FOR RESALE
INSERTED DETAIL,,Place,Commercial Services,SCREENTECH,2940.00,DECORATION
INSERTED DETAIL,,Place,Culture,ADT FIRE & SECURITY PLC,606.84,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,ALL EVENTS SECURITY,773.50,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,AMANDA ADAMS,5876.61,Artist payments
INSERTED DETAIL,,Place,Culture,AMENITY TECHNOLOGY,888.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,ANITA DOOLEY,545.50,Artist payments
INSERTED DETAIL,,Place,Culture,AQUA SPHERE UK LTD,1508.09,ITEMS FOR RESALE
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,1835.15,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,6660.19,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,3159.50,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTES INTERNATIONAL MANAGEMENT,2099.71,Artist payments
INSERTED DETAIL,,Place,Culture,ARTISTIC SOLUTIONS LIMITED,1270.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Place,Culture,ARTIZANI LTD,525.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,BONNIE DAVIES,1440.00,Artist payments
INSERTED DETAIL,,Place,Culture,BRENNTAG UK & IRELAND,2581.32,CHEMICALS
INSERTED DETAIL,,Place,Culture,CARPETTIME LIMITED,3600.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,CHARTER FUELS LTD,1426.22,FUEL OIL FOR HEATING
INSERTED DETAIL,,Place,Culture,CHIMES INTERNATIONAL ENTERTAINMENTS LTD,2969.07,Artist payments
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2256.84,ELECTRICITY
INSERTED DETAIL,,Place,Culture,COMBINED POWER (SOUTH) LTD,2258.53,ELECTRICITY
INSERTED DETAIL,,Place,Culture,CROWCON DETECTION INST LTD,504.90,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,DARLINGTON DANCE FESTIVAL ASSOCIATION,3013.00,Ticket Sales Paid to Others
INSERTED DETAIL,,Place,Culture,DARLINGTON RHYTHM & BLUES CLUB,780.00,Production Costs
INSERTED DETAIL,,Place,Culture,ELECTRIC CENTRE,628.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,ELECTRONIC SECURITY SOLUTIONS LTD,4058.00,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,ENTERTAINERS PROMOTIONS LTD,4545.68,Artist payments
INSERTED DETAIL,,Place,Culture,HYGIENE SUPPLIES DIRECT LTD,542.66,EQUIPMENT
INSERTED DETAIL,,Place,Culture,INITIAL WASHROOM SOLUTIONS,844.21,HYGIENE SERVICES
INSERTED DETAIL,,Place,Culture,JOE BROWN PRODUCTIONS LTD,3500.00,Artist payments
INSERTED DETAIL,,Place,Culture,JOE BROWN PRODUCTIONS LTD,5069.79,Artist payments
INSERTED DETAIL,,Place,Culture,LLOYDS BRITISH TESTING CO LTD,560.00,Cyclical-Lift Maintenance
INSERTED DETAIL,,Place,Culture,LONGFIELD ACADEMY OF SPORT,7500.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,M T AUDIO SYSTEMS,1155.00,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,MARK DOBINSON,1320.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,MOWDEN PARK RUGBY CLUB,540.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,NEW WRITING NORTH LTD,1000.00,BOOKS
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2651.35,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2494.22,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,763.45,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,2065.60,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NORTHUMBRIAN WATER,1241.94,WATER CHARGES
INSERTED DETAIL,,Place,Culture,NTL BUSINESS SOLUTIONS (b/ness accs only,1644.15,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Place,Culture,PARKRUN LTD,2500.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Place,Culture,PETRA LLOYD,1268.49,Artist payments
INSERTED DETAIL,,Place,Culture,PPL,3521.41,LICENCES
INSERTED DETAIL,,Place,Culture,PROMOACTIVE,2215.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,PROSPEC LTD,2145.00,EQUIPMENT
INSERTED DETAIL,,Place,Culture,RALPH GIVENS,3369.91,GOLF PROFESSIONALS RETAINER
INSERTED DETAIL,,Place,Culture,RIGBY TAYLOR LTD,2860.26,EQUIPMENT
INSERTED DETAIL,,Place,Culture,SCHOTT REMOVALS TRANSPORT LTD,1313.50,BUILDING REPAIRS AND MAINTENANCE
INSERTED DETAIL,,Place,Culture,STONEGRAVE AGGREGATES LTD,673.31,WASTE DISPOSAL
INSERTED DETAIL,,Place,Culture,TECHNOGYM LTD,515.05,Other Supplies & Services
INSERTED DETAIL,,Place,Culture,THE CLORE LEADERSHIP PROGRAMME,1800.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Place,Culture,THE ORIGINAL THEATRE COMPANY,4800.38,Artist payments
