Darlington Borough Council - Analysis of Transactions Over œ500,,,,,
Oct-14,,,,,
,,,,,
,,,,,
text description,text servdesc,apar_name,order_id,amount,accdesc
Directotate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
Resources Group,Resources,ADARE LIMITED,3058931,"1,066.90",Stationery
Resources Group,Resources,ADARE LIMITED,3058931,983.62,Stationery
Resources Group,Resources,ADARE LIMITED,3058932,"2,442.14",Postages
Resources Group,Resources,APHA BIO LABS,3058246,525,Professional Fees & Consultancy
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3054832,556.92,Agency Staff Costs - Non Teaching
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3054832,617.25,Agency Staff Costs - Non Teaching
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3054832,608.44,Agency Staff Costs - Non Teaching
Resources Group,Resources,COREPEOPLE RECRUITMENT LTD,3054832,634.27,Agency Staff Costs - Non Teaching
Resources Group,Resources,ISAPPHIRE LTD,3059085,563.85,Marketing & Advertising
Resources Group,Resources,MANNING LIMITED,3059196,"1,117.08",Agency Staff Costs - Non Teaching
Resources Group,Resources,MANNING LIMITED,3059196,"1,218.87",Agency Staff Costs - Non Teaching
Resources Group,Resources,MISS FIONA MCCRAE,3058258,575,Professional Fees & Consultancy
Resources Group,Resources,MR STEPHEN AINSLEY,3057713,"6,500.00",Professional Fees & Consultancy
Resources Group,Resources,NEIL COOKSON,3035690,547,Consultancy Fees
Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,3056956,515,Marketing & Advertising
Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,3058598,"1,100.00",Other Supplies & Services
Resources Group,Resources,NORTHGATE INFORMATION SOLUTIONS,3051005,"1,140.80",Other Supplies & Services
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,"1,270.75",Postages
Resources Group,Resources,ROYAL MAIL NORTH EAST,0,"1,095.47",Postages
Resources Group,Resources,VIGLEN LTD,3058086,588,Ict Hardware Purchase
Resources Group,Resources,WHISTL UK LIMITED,0,842.05,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,612.28",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"3,181.60",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,468.64",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,542.05",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,490.76",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"1,119.13",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,610.9,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,540.13,Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"2,850.19",Postages
Resources Group,Resources,WHISTL UK LIMITED,0,"3,242.68",Postages
Resources Group,Finance,AUDIT COMMISSION,3056324,"3,650.00",Professional Fees & Consultancy
Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,"1,059.16",Security Services
Resources Group,Finance,SECURICOR CASH SERVICES LTD,0,958.18,Security Services
Resources Group,Finance,THE COPYRIGHT LICENSING AGENCY LTD,3058910,"4,094.31",Professional Fees & Consultancy
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,569,Telephone Costs
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,553.22,Telephone Costs
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,"9,653.99",Telephone Costs
Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,0,569,Telephone Costs
Resources Group,ICT,CISILION LTD,3057106,"2,672.97",Ict Hardware Purchase
Resources Group,ICT,DAISY COMMUNICATIONS LTD,0,"9,745.87",Telephone Costs
Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,0,"1,550.78",Telephone Costs
Resources Group,ICT,VODAFONE LTD,0,"2,698.54",Telephone Costs
Resources Group,Human resources management,BODY 2 FIT LTD,3051374,"1,380.00",Physiotherapy Recharge
Resources Group,Human resources management,BODY 2 FIT LTD,3051374,"1,380.00",Physiotherapy Recharge
Resources Group,Human resources management,BOND DICKINSON,3051100,"5,193.50",Professional Fees & Consultancy
Resources Group,Human resources management,BOND DICKINSON,3051099,"2,458.33",Professional Fees & Consultancy
Resources Group,Human resources management,DISCLOSURE & BARRING SERVICE,0,"3,212.00",DBS Checks
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3058307,"1,700.00",Employee Related Health Schemes
Resources Group,Human resources management,MEDACS HEALTHCARE PLC,3051383,"7,066.37",Professional Fees & Consultancy
Resources Group,Human resources management,MH SAFETY SOLUTIONS,3058747,"3,100.00",Employee Training Course Costs
Resources Group,Human resources management,SKILLGATE LTD,3057973,"3,995.00",Employee Training Course Costs
Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,3056385,530,Employee Training Course Costs
Resources Group,Transformation,BODY 2 FIT LTD,0,600,Rent Of Facilities
Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,0,"2,421.09",Electricity
Resources Group,Transformation,CORONA ENERGY LTD,0,"3,079.58",Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,"23,078.97",Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,"3,974.64",Gas
Resources Group,Transformation,CORONA ENERGY LTD,0,"21,182.55",Gas
Resources Group,Transformation,EASBY FLOORING LTD,3059168,"3,846.00",Repairs - Building Fabric
Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,3058001,699.94,Repairs - Fire Alarms
Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3054379,"3,650.00",Cyclical - Electrical Installation Test
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058737,"3,644.37",Hygiene Services
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058937,925.05,Waste Disposal
Resources Group,Transformation,INITIAL WASHROOM HYGIENE,3058737,"4,365.68",Hygiene Services
Resources Group,Transformation,MAINTEL HOLDINGS PLC,3058709,906.91,Ict Hardware Support & Maintenance
Resources Group,Transformation,MAVAL ELECTRICAL ENGINEERING CO LTD,3058229,550.91,Equipment
Resources Group,Transformation,MAVAL ELECTRICAL ENGINEERING CO LTD,3058550,568.48,Repairs - Electrical
Resources Group,Transformation,MGL (DEMOLITION) LTD,3057077,660,Ground Maintenance
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3057097,592,Alterations & Improvements - Decoration
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3056184,725,Repairs - Building Fabric
Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3055958,645,Repairs - Building Fabric
