,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Resources,CBS OUTDOOR LTD,1200.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,DURHAM BUSINESSWEAR LTD,1596.85,Purchase Of Clothing
INSERTED DETAIL,,Resources Group,Resources,ENTA TICKETING SOLUTIONS,940.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,F C PARRY,944.10,Equipment
INSERTED DETAIL,,Resources Group,Resources,ISAPPHIRE LTD,921.10,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,KANA,3300.00,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Resources,MISS MARGARET SWEETING,3600.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,Equipment
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1001.50,Consultancy Fees
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,4705.16,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,NORTHERN ROUND DELIVERY SERVICES,1160.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,SPIRIT PRODUCTIONS (WORLDWIDE) LIMITED,583.00,Marketing & Advertising
INSERTED DETAIL,,Resources Group,Resources,THE NATIONAL ASSOC OF COUNCILLORS,832.00,Subscriptions
INSERTED DETAIL,,Resources Group,Resources,THOMAS FINCH,3650.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1297.77,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3921.66,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4103.14,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4172.25,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3057.24,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1008.85,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4061.12,Postages
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1637.00,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Resources Group,Finance,OXFORD COMPUTER CONSULTANTS,1094.12,Ict Software Purchase
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1219.51,Security Services
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,12326.29,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,C-TECH SOLUTIONS LTD,510.14,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10720.28,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DATA TRACK TECHNOLOGY PLC,2169.43,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,27261.70,Ict Hardware Support & Maintenance
INSERTED DETAIL,,Resources Group,ICT,VALUE POWER SYSTEMS LTD,3075.00,Ict Hardware Purchase
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,843.76,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,974.50,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,906.47,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1780.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,2160.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,11306.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,21735.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,3333.32,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,1000.00,Employee Compensation
