,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
INSERTED DETAIL,,Resources Group,Directorate,CIPFA,6765.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Directorate,CIPFA,4900.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Resources,DURHAM BUSINESSWEAR LTD,598.60,PURCHASE OF CLOTHING
INSERTED DETAIL,,Resources Group,Resources,JOHN GOOD LTD,683.00,PRINTING
INSERTED DETAIL,,Resources Group,Resources,KANA,37933.27,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Resources,LEAFLET DISTRIBUTION SERVICES LIMITED,4319.76,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,MERCEDES BENZ OF TEESSIDE,1370.96,MATERIALS
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,512.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1152.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1248.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1184.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MICHAEL PAGE INTERNATIONAL,1208.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,FIXTURES AND FITTINGS
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,FIXTURES AND FITTINGS
INSERTED DETAIL,,Resources Group,Resources,NDL-METASCYBE LIMITED,5048.40,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1339.75,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,570.00,MARKETING & ADVERTISING
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,1132.12,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,1214.87,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,735.68,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,2276.04,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL,1274.83,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1227.56,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,1379.29,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,500.00,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2364.45,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2430.99,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1455.59,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1604.41,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,740.43,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1120.57,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,2234.52,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1588.32,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1346.75,POSTAGES
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1190.00,ICT HARDWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,8250.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,2255.00,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1650.00,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,11275.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,825.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,4165.00,INTERNET COSTS
INSERTED DETAIL,,Resources Group,Finance,CIPFA,2903.75,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,Finance,CIPFA,3530.00,SUBSCRIPTIONS
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,651.60,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,EDEN BROWN,660.00,AGENCY STAFF COSTS - NON TEACHING
INSERTED DETAIL,,Resources Group,Finance,INSTITUTE OF PUBLIC FINANCE LTD,695.00,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,Finance,KBC LEASE,2681.43,LEASING CHARGES
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1290.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,MDNX ENTERPRISE SERVICES LTD,1290.00,MATERIALS
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,20547.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Finance,SECURICOR CASH SERVICES LTD,1327.45,SECURITY SERVICES
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,2703.85,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,20443.99,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10397.35,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10797.89,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10740.46,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,EUROPEAN ELECTRONIQUE,5414.73,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,ICT,EUROPEAN ELECTRONIQUE,27073.67,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,5861.95,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,ICT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,29309.76,EQUIPMENT
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,6598.50,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,6580.00,PURCHASES  VAT
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,32992.49,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,ULTIMATE COMMUNICATION SYSTEMS,32900.00,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,801.38,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,950.61,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,ICT,VIRGIN MEDIA BUSINESS LIMITED,867.79,TELEPHONE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1780.00,PHYSIOTHERAPY RECHARGE
INSERTED DETAIL,,Resources Group,Human resources management,CRIMINAL RECORDS BUREAU,2420.00,CRB CHECKS
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,16001.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,DICKINSON DEES LAW FIRM,30734.47,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,HAY GROUP LTD,800.00,PROFESSIONAL FEES & CONSULTANCY
INSERTED DETAIL,,Resources Group,Human resources management,PILAT EUROPE LTD,1100.00,ICT SOFTWARE PURCHASE
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,500.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,500.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Human resources management,SYD STRIKE TRAINING SOLUTIONS,500.00,EMPLOYEE TRAINING COURSE COSTS
INSERTED DETAIL,,Resources Group,Transformation,CIPFA,4103.75,ICT SOFTWARE SUPPORT & MAINTENANCE
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,3081.12,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,154293.22,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,874.39,GAS
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,18002.60,GAS
INSERTED DETAIL,,Resources Group,Transformation,GATENBY SANDERSON,4800.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,GATENBY SANDERSON,4800.00,CONSULTANCY FEES
INSERTED DETAIL,,Resources Group,Transformation,HARTLEPOOL BOROUGH COUNCIL,20000.00,Cyclical - Building Surveys
INSERTED DETAIL,,Resources Group,Transformation,LATIMER HINKS,3625.00,RENT OF FACILITIES
INSERTED DETAIL,,Resources Group,Transformation,MAINTEL HOLDINGS PLC,2372.50,ICT HARDWARE PURCHASE
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,682.94,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,928.38,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1020.83,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,829.47,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,840.01,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,847.36,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,788.76,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3521.12,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2713.81,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2377.35,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2315.20,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2672.07,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2293.36,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,44807.08,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,811.92,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2210.59,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,647.18,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,2473.72,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,4040.23,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,896.24,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,1924.07,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,6272.54,ELECTRICITY
INSERTED DETAIL,,Resources Group,Transformation,NPOWER NORTHERN FINANCE,3343.52,ELECTRICITY
