Payment Date,Transaction Number,Amount,Supplier Name,Supplier ID,Organisational Unit,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
01/04/2014,834024,7360.50,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
01/04/2014,834024,10164.66,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
01/04/2014,834025,28286.07,ISOS HOUSING LIMITED,105505,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834026,14988.33,HARBOUR SUPPORT SERVICES,384545,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834027,9764.02,ST ANNE'S COMMUNITY SERVICES,366247,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
01/04/2014,834028,37000.00,INLINE,321443,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834029,2930.83,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834029,3189.96,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834029,5538.80,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834030,8625.00,PLACES FOR PEOPLE INDIVIDUAL SUPPORT,014730,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834031,2699.23,NORCARE LTD,334347,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834031,2699.24,NORCARE LTD,334347,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834032,5250.75,TYNE HOUSING ASSOCIATION LTD (337319),337319,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
01/04/2014,834033,3469.39,COQUET TRUST,347369,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
01/04/2014,834034,698.10,NORTECH,307941,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
01/04/2014,834034,812.41,NORTECH,307941,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
