Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2015-07-01,3564,300.00,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3573,325.94,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3574,913.81,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3575,363.60,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3576,1621.56,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3577,360.00,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3579,414.24,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3580,319.20,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3582,414.24,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3583,363.60,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3584,414.24,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3586,363.60,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3587,302.50,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3589,414.24,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3590,318.80,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3591,1554.80,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3592,369.84,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3594,340.00,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,3615,1500.00,NORTH TYNESIDE COUNCIL,102767,Environment & Leisure and Housing General Fund,Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
2015-07-01,1077558,1000.00,CABINET OFFICE,392460,Law & Governance,Environmental & Regulatory Services,105,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,LEGAL.ELECTION SERVICES
2015-07-01,1077558,2000.00,CABINET OFFICE,392460,Law & Governance,Environmental & Regulatory Services,105,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,LEGAL.ELECTION SERVICES
2015-07-01,1077560,7290.00,INGENIOUS INFLATABLES LTD,392357,Environment & Leisure and Housing General Fund,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
2015-07-01,1077561,275.20,Redacted Personal Data,392314,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,SOCIAL CARE.CARE SERVICES
2015-07-01,1077562,70000.00,ZURICH INSURANCE PLC,354172,General Fund Financing,General Fund,N/A,Balance Sheet,Balance Sheet,Balance Sheet,Balance Sheet,Revenue,FINANCIAL SERVICES.FINANCIAL SERVICES
2015-07-01,1077563,37151.00,HEALTHWATCH NORTHTYNESIDE,392152,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Voluntary Associations,5040,Revenue,SOCIAL CARE.CARE SERVICES
2015-07-01,1077565,489.00,Redacted Personal Data,382148,Environment & Leisure and Housing General Fund,Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,EDUCATIONAL SUPPLIES.TUITION
2015-07-01,1077571,1925.00,SINGISETTI SRINIVAS LIMITED,391324,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.DOCTORS/MEDICAL FEES
2015-07-01,1077571,2625.00,SINGISETTI SRINIVAS LIMITED,391324,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.DOCTORS/MEDICAL FEES
2015-07-01,1077572,9301.68,RIVERSIDE PRIMARY SCHOOL,338722,Commissioning & Investment,Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NT SCHOOLS
2015-07-01,1077573,450.14,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,1077574,450.14,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,1077575,450.14,HOUSING BENEFIT,299992,Chief Executive Office,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,1077577,1358.00,GENERAL BACS PAYMENTS - BSS ONLY,381148,Central Items,Holding A/C,N/A,Control Accounts,N/A,Control Accounts,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
2015-07-01,1077581,31496.85,BRETT FUELS,369651,Environment & Leisure and Housing General Fund,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.FUEL
2015-07-01,1077581,31498.95,BRETT FUELS,369651,Environment & Leisure and Housing General Fund,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.FUEL
