Payment Date,Transaction Number,Amount,Supplier Name,Supplier ID,Organisational Unit,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2014-04-01,834024,7360.50,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
2014-04-01,834024,10164.66,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
2014-04-01,834025,28286.07,ISOS HOUSING LIMITED,105505,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834026,14988.33,HARBOUR SUPPORT SERVICES,384545,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834027,9764.02,ST ANNE'S COMMUNITY SERVICES,366247,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
2014-04-01,834028,37000.00,INLINE,321443,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834029,2930.83,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834029,3189.96,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834029,5538.80,MENCAP,276682,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834030,8625.00,PLACES FOR PEOPLE INDIVIDUAL SUPPORT,014730,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834031,2699.23,NORCARE LTD,334347,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834031,2699.24,NORCARE LTD,334347,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834032,5250.75,TYNE HOUSING ASSOCIATION LTD (337319),337319,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
2014-04-01,834033,3469.39,COQUET TRUST,347369,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
2014-04-01,834034,698.10,NORTECH,307941,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834034,812.41,NORTECH,307941,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834035,1004.76,MILBURY  CARE  SERVICES,338622,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
2014-04-01,834036,45583.00,CREATIVE SUPPORT LTD,359340,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.HOMECARE
2014-04-01,834037,7249.92,RICHMOND FELLOWSHIP LTD,018025,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.RESIDENTIAL
2014-04-01,834038,2626.26,TURNING POINT SERVICES LTD,311310,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834038,2626.26,TURNING POINT SERVICES LTD,311310,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834039,2095.08,HANOVER HOUSING ASSOCIATION,305759,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834040,2083.33,HOME HOUSING ASSOCIATION LTD,277767,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.SUPPORT SERVICES
2014-04-01,834041,7617.83,MENTAL HEALTH MATTERS,306456,Adult Social Care,Third Party Payments,505,Voluntary Associations,5040,Revenue,22.DAY CARE SERVICES
2014-04-02,518426,300.00,INCOME MANAGEMENT,310239,"Children, Young People & Learning",Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,00.IMPRESTS
2014-04-02,834065,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
2014-04-02,834066,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
2014-04-02,834066,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
