Payment Date,Amount,Benificiary Name,Organisational Unit
2014-12-01,33831.39,AGE UK NORTH TYNESIDE,Adult Social Care
2014-12-01,22540.00,DH HOMECARE LTD,Adult Social Care
2014-12-01,22540.00,AGE UK NORTH TYNESIDE,Adult Social Care
2014-12-01,22540.00,ALLIED HEALTHCARE GROUP LTD,Adult Social Care
2014-12-01,22540.00,NORTH TYNESIDE HOMECARE ASSOCIATES LTD,Adult Social Care
2014-12-01,22540.00,HOUSING 21,Adult Social Care
2014-12-01,22540.00,MEARS GROUP PLC,Adult Social Care
2014-12-01,22991.42,AGE UK NORTH TYNESIDE,Adult Social Care
2014-12-01,15192.67,HOUSING 21,Adult Social Care
2014-12-01,150000.00,BALFOUR BEATTY WORKPLACE LIMITED,Capital
2014-12-01,6775.67,NORTH TYNESIDE CARERS CENTRE,Adult Social Care
2014-12-01,22680.00,JUST LEARNING LTD,Children's & Education Services
2014-12-01,20406.05,HAWTHORN NURSERIES,Cultural & Related Services
2014-12-01,19642.75,NNDR,Holding A/C
2014-12-01,1450.41,Redacted Personal Data,Adult Social Care
2014-12-01,15593.20,KIDS 1ST DAY NURSERIES,Children's & Education Services
2014-12-01,13440.50,TYNEMOUTH LILLIPUT NURSERY,Children's & Education Services
2014-12-01,12596.80,4CHILDREN (DIRECT) LTD,Children's & Education Services
2014-12-01,9848.50,FIELD HOUSE DAY NURSERY,Children's & Education Services
2014-12-01,9246.00,CHILDRENS CHOICE NURSERY,Children's & Education Services
2014-12-01,8627.00,FOREST HALL DAY NURSERY,Children's & Education Services
2014-12-01,5902.70,LITTLE TWISTERS LTD,Children's & Education Services
2014-12-01,5806.20,INTERSERVE FM (STEPPING STONES),Children's & Education Services
2014-12-01,5704.50,SCHOOLS OUT (NORTHERN) LTD,Children's & Education Services
2014-12-01,5672.40,APPLETREE GARDENS OUT OF SCHOOL CLUB,Children's & Education Services
2014-12-01,5413.00,TYNEMOUTH NURSERY AT THE ACADEMY,Children's & Education Services
2014-12-01,5327.50,SWIFT - PREPAID CARDS,Adult Social Care
2014-12-01,5253.33,EUROPEAN CARE UK - DOVECOTE,Adult Social Care
2014-12-01,5252.80,KINDER CASTLE  LTD,Children's & Education Services
2014-12-01,5000.00,BALFOUR BEATTY WORKPLACE LIMITED,Environmental & Regulatory Services
2014-12-01,400.00,THE TRUSTEES OF THE DIOCESE OF HEXHAM & NEWCASTLE,Children's & Education Services
2014-12-01,4698.22,CARE UK COMMUNITY PARTNERSHIPS LIMITED,Adult Social Care
2014-12-01,4583.34,BALFOUR BEATTY WORKPLACE LIMITED,Children's & Education Services
2014-12-01,4540.03,UNITED RESPONSE,Adult Social Care
2014-12-01,4500.00,SCS COUNSELLING & THERAPY SERVICES,Children's & Education Services
2014-12-01,4104.49,UNITED RESPONSE,Adult Social Care
2014-12-01,4000.00,CAPITA SYMONDS LTD,Planning Services
2014-12-01,3616.67,QUALITY CARE HOMES PLC (264596),Adult Social Care
2014-12-01,3577.00,NEW BEGINNINGS (N.E.) LTD,Adult Social Care
2014-12-01,3577.00,NEW BEGINNINGS (N.E.) LTD,Adult Social Care
2014-12-01,3401.58,PETER BRETT ASSOCIATES LLP T/A ROGER TYM AND PARTNERS,Housing Services
2014-12-01,3306.00,UNITED RESPONSE,Adult Social Care
2014-12-01,3048.57,CARE UK LEARNING DISABILITIES SERVICES LTD,Adult Social Care
2014-12-01,3000.00,GENERAL INVOICES - BSS ONLY,Holding A/C
2014-12-01,2876.60,UNITED RESPONSE,Adult Social Care
2014-12-01,2846.15,NORTH EAST AUTISM SOCIETY,Adult Social Care
2014-12-01,2605.30,CARE HOMES FOR ADULTS WITH DISABILITIES,Adult Social Care
2014-12-01,2581.00,AUTISM CARE (UK) LIMITED,Adult Social Care
2014-12-01,2579.50,AUTISM CARE (UK) LIMITED,Adult Social Care
2014-12-01,2554.17,SWIFT - PREPAID CARDS,Adult Social Care
2014-12-01,2517.00,HAWTHORN NURSERIES,Cultural & Related Services
2014-12-01,2514.81,AUTISM NORTH LIMITED,Adult Social Care
2014-12-01,2501.51,COQUET TRUST,Adult Social Care
2014-12-01,2470.50,LEIGH'S NURSERIES,Children's & Education Services
2014-12-01,2457.00,AUTISM CARE (UK) LIMITED,Adult Social Care
2014-12-01,2442.30,NORTH EAST AUTISM SOCIETY,Adult Social Care
2014-12-01,2426.03,UNITED RESPONSE,Adult Social Care
2014-12-01,2341.00,LIFEWAYS COMMUNITY CARE LTD,Adult Social Care
2014-12-01,2323.22,Redacted Personal Data,Adult Social Care
2014-12-01,2237.88,HOUSING BENEFIT,Housing Services
2014-12-01,2218.82,PERCY HEDLEY FOUNDATION,Adult Social Care
2014-12-01,2184.00,NEW PROSPECTS ASSOCIATION LIMITED,Adult Social Care
2014-12-01,2174.74,CARE MANAGEMENT GROUP LIMITED,Adult Social Care
2014-12-01,2145.57,UNITED RESPONSE,Adult Social Care
2014-12-01,2133.00,RISE AND SHINE PLAYGROUP LTD,Children's & Education Services
2014-12-01,2117.42,NEW BEGINNINGS (N.E.) LTD,Adult Social Care
2014-12-01,2107.00,Redacted Personal Data,Adult Social Care
2014-12-01,2102.87,NEW PROSPECTS ASSOCIATION LIMITED,Adult Social Care
2014-12-01,2100.00,NORTHERN LIFE CARE LTD T/A UBU LTD,Adult Social Care
2014-12-01,2067.10,GROSVENOR COMMUNITY PRE-SCHOOL,Children's & Education Services
2014-12-01,2039.50,NEW PROSPECTS ASSOCIATION LIMITED,Adult Social Care
2014-12-01,2026.85,Redacted Personal Data,Adult Social Care
2014-12-01,2001.55,RESOLVE CARE NORTHERN LIMITED,Adult Social Care
2014-12-01,1937.00,HAWTHORN NURSERIES,Cultural & Related Services
2014-12-01,1903.00,LINSKILL & NORTH TYNESIDE COMMUNITY DEVELOPMENT TRUST,Children's & Education Services
2014-12-01,1899.67,ASPIRE HEALTHCARE,Adult Social Care
2014-12-01,1893.00,NNDR,Holding A/C
