Payment Date,Transaction Number,Amount,Supplier Name,Supplier ID,Organisational Unit,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
02/06/2014,519888,770.00,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
02/06/2014,519890,310.00,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
02/06/2014,519891,538.18,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
02/06/2014,519898,340.22,COUNCIL TAX REFUND,299993,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519906,312.11,COUNCIL TAX REFUND,299993,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519909,880.46,COUNCIL TAX REFUND,299993,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519933,410.50,COUNCIL TAX REFUND,299993,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519943,265.67,NNDR,299990,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519945,7065.00,NNDR,299990,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519946,6870.00,NNDR,299990,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519947,6495.00,NNDR,299990,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,519948,4984.07,NNDR,299990,General Fund Financing,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
02/06/2014,865049,377.14,HOUSING BENEFIT,299992,Finance & Commercial Services,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
02/06/2014,865050,689.44,HOUSING BENEFIT,299992,Finance & Commercial Services,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
