Payment Date,Amount,Benificiary Name,Organisational Unit
2017-03-07,12178.17,ST JOSEPHS RC PRIMARY SCHOOL,Children's & Education Services
2017-03-15,400.00,ST BARTHOLOMEWS PRIMARY SCHOOL,Children's & Education Services
2017-03-15,400.00,GREENFIELDS COMMUNITY PRIMARY SCHOOL,Children's & Education Services
2017-03-15,400.00,FORDLEY COMMUNITY PRIMARY SCHOOL,Children's & Education Services
2017-03-15,400.00,CHURCHILL COMMUNITY COLLEGE,Children's & Education Services
2017-03-16,400.00,CHURCHILL COMMUNITY COLLEGE,Children's & Education Services
2017-03-16,400.00,MARINE PARK FIRST SCHOOL,Children's & Education Services
2017-03-16,800.00,WATERVILLE PRIMARY SCHOOL,Children's & Education Services
2017-03-16,1200.00,ST STEPHENS PRIMARY SCHOOL,Children's & Education Services
2017-03-16,400.00,ST BARTHOLOMEWS PRIMARY SCHOOL,Children's & Education Services
2017-03-16,1600.00,GREENFIELDS COMMUNITY PRIMARY SCHOOL,Children's & Education Services
2017-03-16,1200.00,BENTON DENE PRIMARY SCHOOL,Children's & Education Services
2017-03-16,800.00,COLLINGWOOD PRIMARY SCHOOL,Children's & Education Services
2017-03-20,400.00,STEPHENSON MEMORIAL PRIMARY SCHOOL,Children's & Education Services
2017-03-23,9.17,MIMEO,Children's & Education Services
2017-03-23,424.40,MIMEO,Children's & Education Services
2017-03-27,800.00,LANGLEY FIRST SCHOOL,Children's & Education Services
2017-03-29,80.00,WATERSTONES BOOKSELLERS LTD,Children's & Education Services
2017-03-29,150.00,WATERSTONES BOOKSELLERS LTD,Children's & Education Services
2017-03-29,40.00,WATERSTONES BOOKSELLERS LTD,Children's & Education Services
2017-03-28,1654.28,TYNE TEES SECURITY LTD,Children's & Education Services
2017-03-08,6882.00,COOPERS TOURMASTER TRAVEL LIMITED,Children's & Education Services
2017-03-15,4994.00,COOPERS TOURMASTER TRAVEL LIMITED,Children's & Education Services
2017-03-15,9142.00,COOPERS TOURMASTER TRAVEL LIMITED,Children's & Education Services
