Payment Date,Amount,Benificiary Name,Organisational Unit
2016-05-03,351.55,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,358.46,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,332.13,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,287.04,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,457.78,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,326.66,NNDR,General Fund Financing
2016-05-03,1095.08,NNDR,General Fund Financing
2016-05-03,1116.00,NNDR,General Fund Financing
2016-05-03,389.97,NNDR,General Fund Financing
2016-05-03,541.25,NNDR,General Fund Financing
2016-05-03,562.50,NNDR,General Fund Financing
2016-05-03,577.50,NNDR,General Fund Financing
2016-05-03,347.64,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,407.65,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,261.44,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,9322.39,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,1072.81,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,421.63,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,372.08,COUNCIL TAX REFUND,General Fund Financing
2016-05-03,299.98,HOUSING BENEFIT,Finance
2016-05-03,412.56,HOUSING BENEFIT,Finance
2016-05-03,412.56,HOUSING BENEFIT,Finance
2016-05-03,1083.60,HOUSING BENEFIT,Finance
2016-05-03,1641.80,HOUSING BENEFIT,Finance
2016-05-03,323.04,HOUSING BENEFIT,Finance
2016-05-03,605.40,HOUSING BENEFIT,Finance
2016-05-03,368.59,HOUSING BENEFIT,Finance
2016-05-03,447.68,HOUSING BENEFIT,Finance
2016-05-03,813.84,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,328.00,HOUSING BENEFIT,Finance
2016-05-03,620.48,HOUSING BENEFIT,Finance
2016-05-03,460.00,HOUSING BENEFIT,Finance
2016-05-03,402.48,HOUSING BENEFIT,Finance
2016-05-03,426.52,HOUSING BENEFIT,Finance
2016-05-03,411.36,HOUSING BENEFIT,Finance
2016-05-03,340.00,HOUSING BENEFIT,Finance
2016-05-03,355.64,HOUSING BENEFIT,Finance
2016-05-03,1036.56,HOUSING BENEFIT,Finance
2016-05-03,650.20,HOUSING BENEFIT,Finance
2016-05-03,456.42,HOUSING BENEFIT,Finance
2016-05-03,62184.36,HOUSING BENEFIT,Finance
2016-05-03,316.00,HOUSING BENEFIT,Finance
2016-05-03,2870.20,HOUSING BENEFIT,Finance
2016-05-03,414.24,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,412.56,HOUSING BENEFIT,Finance
2016-05-03,460.28,HOUSING BENEFIT,Finance
2016-05-03,414.24,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,356.60,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,330.55,HOUSING BENEFIT,Finance
2016-05-03,363.60,HOUSING BENEFIT,Finance
2016-05-03,289.62,HOUSING BENEFIT,Finance
2016-05-03,366.96,HOUSING BENEFIT,Finance
2016-05-03,414.24,HOUSING BENEFIT,Finance
