Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2016-12-01,13985,925.00,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,00.NON INFLUENCIBLE
2016-12-01,13986,695.82,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,00.NON INFLUENCIBLE
2016-12-01,13987,298.00,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,00.NON INFLUENCIBLE
2016-12-01,13988,263.20,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,00.NON INFLUENCIBLE
2016-12-01,13990,1150.00,NORTH TYNESIDE COUNCIL,102767,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,00.PUBLIC SECTOR
2016-12-01,13990,834.00,NORTH TYNESIDE COUNCIL,102767,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,00.PUBLIC SECTOR
2016-12-01,13990,350.00,NORTH TYNESIDE COUNCIL,102767,"Health, Education, Care and Safeguarding",Adult Social Care,101,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.PUBLIC SECTOR
2016-12-01,13991,295.00,CIPFA,003597,Chief Executive Office,Central Services,102,Employees,501,Indirect Employee Expenses,5002,Revenue,09.ACCOUNTANCY
2016-12-01,1350640,1708.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350642,310.68,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350643,1841.12,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350647,321.40,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350648,374.29,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350649,456.92,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350650,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350652,350.72,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350653,842.51,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350655,540.00,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350656,2249.14,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350657,632.01,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350659,1599.41,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350660,250.41,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350662,402.56,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350663,756.16,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350665,457.30,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350668,433.20,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350672,355.04,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350674,376.20,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350676,291.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350677,453.70,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350680,387.93,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350687,363.60,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350689,542.40,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350691,454.50,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350694,291.27,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350695,691.34,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2016-12-01,1350699,69.60,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350699,49.56,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,23.STATIONERY
2016-12-01,1350699,27.67,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,23.STATIONERY
2016-12-01,1350699,27.67,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,23.STATIONERY
2016-12-01,1350699,27.67,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,23.STATIONERY
2016-12-01,1350699,4.47,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350699,1.44,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350699,1.44,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350699,1.32,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350699,1.24,SUPPLIES TEAM,372378,"Health, Education, Care and Safeguarding",Children's & Education Services,103,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,23.STATIONERY
2016-12-01,1350702,292.10,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,171.01,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,93.86,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,50.40,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,45.84,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,45.12,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,42.55,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,40.84,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,13.14,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,7.26,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
2016-12-01,1350702,4.84,HEATON CATERING EQUIPMENT LIMITED,328474,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.CROCKERY
