Payment Date,Amount,Benificiary Name,Organisational Unit
2015-12-01,265.38,HOUSING BENEFIT,Housing Services
2015-12-01,299.98,HOUSING BENEFIT,Housing Services
2015-12-01,299.98,HOUSING BENEFIT,Housing Services
2015-12-01,283.82,HOUSING BENEFIT,Housing Services
2015-12-01,305.34,HOUSING BENEFIT,Housing Services
2015-12-01,299.18,HOUSING BENEFIT,Housing Services
2015-12-01,299.18,HOUSING BENEFIT,Housing Services
2015-12-01,252.18,HOUSING BENEFIT,Housing Services
2015-12-01,299.18,HOUSING BENEFIT,Housing Services
2015-12-01,252.32,HOUSING BENEFIT,Housing Services
2015-12-01,267.70,HOUSING BENEFIT,Housing Services
2015-12-01,262.24,HOUSING BENEFIT,Housing Services
2015-12-01,253.84,HOUSING BENEFIT,Housing Services
2015-12-01,298.24,HOUSING BENEFIT,Housing Services
2015-12-01,297.84,HOUSING BENEFIT,Housing Services
2015-12-01,267.44,HOUSING BENEFIT,Housing Services
2015-12-01,299.98,HOUSING BENEFIT,Housing Services
2015-12-01,274.62,HOUSING BENEFIT,Housing Services
2015-12-01,253.14,HOUSING BENEFIT,Housing Services
2015-12-01,401.42,HOUSING BENEFIT,Housing Services
2015-12-01,283.74,HOUSING BENEFIT,Housing Services
2015-12-01,287.06,HOUSING BENEFIT,Housing Services
2015-12-01,411.09,HOUSING BENEFIT,Housing Services
2015-12-01,258.65,HOUSING BENEFIT,Housing Services
2015-12-01,7113.33,HOUSING BENEFIT,Housing Services
2015-12-01,2138.02,HOUSING BENEFIT,Housing Services
2015-12-01,1208.83,HOUSING BENEFIT,Housing Services
2015-12-01,3177.85,HOUSING BENEFIT,Housing Services
2015-12-01,267.44,HOUSING BENEFIT,Housing Services
2015-12-01,331.68,HOUSING BENEFIT,Housing Services
2015-12-01,292.52,HOUSING BENEFIT,Housing Services
2015-12-01,278.46,HOUSING BENEFIT,Housing Services
2015-12-01,267.44,HOUSING BENEFIT,Housing Services
2015-12-01,285.16,HOUSING BENEFIT,Housing Services
2015-12-01,265.38,HOUSING BENEFIT,Housing Services
2015-12-01,342.34,HOUSING BENEFIT,Housing Services
2015-12-01,259.28,HOUSING BENEFIT,Housing Services
2015-12-01,392.30,HOUSING BENEFIT,Housing Services
