Payment Date,Transaction Number,Amount,Supplier Name,Supplier ID,Organisational Unit,SeRCOP Expenditure Category,SeRCOP Expenditure Code,SeRCOP Detailed Expenditure Type,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
01/10/2014,522711,989.75,HOUSING BENEFIT,299992,Finance & Commercial Services,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
01/10/2014,522712,356.32,HOUSING BENEFIT,299992,Finance & Commercial Services,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
01/10/2014,522724,-336.00,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,-240.00,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,200.00,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,226.67,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,240.00,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,279.99,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522724,336.00,STUARTS SPORTS,332343,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,06.SPORTS EQUIPMENT
01/10/2014,522727,396.80,Redacted Personal Data,380281,Law & Governance,Third Party Payments,505,Government Departments,5039,Revenue,00.NON INFLUENCIBLE
01/10/2014,522728,625.00,SHIREMOOR CARPET CENTRE,320462,Capital,Premises-Related Expenditure,502,Fixtures & Fittings,5010,Capital,10.HOUSEHOLD
01/10/2014,522728,825.00,SHIREMOOR CARPET CENTRE,320462,Capital,Premises-Related Expenditure,502,Fixtures & Fittings,5010,Capital,10.HOUSEHOLD
01/10/2014,522729,278.62,GENERAL INVOICES - BSS ONLY,379831,"Children, Young People & Learning",Income,509,Customer and Client Receipts,5064,Revenue,00.NON INFLUENCIBLE
01/10/2014,931663,100.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Voluntary Associations,5040,Revenue,00.WELFARE
01/10/2014,931663,120.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931663,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931663,368.10,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931664,31.70,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931664,84.74,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931664,100.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Voluntary Associations,5040,Revenue,00.WELFARE
01/10/2014,931664,120.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931664,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931664,283.36,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931665,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931665,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931665,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931666,102.39,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931666,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931666,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931666,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931667,84.74,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931667,283.36,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931667,368.10,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931667,400.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931667,1000.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931669,100.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Voluntary Associations,5040,Revenue,00.WELFARE
01/10/2014,931669,283.36,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931669,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931669,731.56,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931670,53.89,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931670,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931670,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931671,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931671,228.38,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931671,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931673,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931673,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931675,77.14,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931675,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931675,236.64,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931676,-32.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931676,368.10,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931677,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931677,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931677,538.64,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931678,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931679,72.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931679,72.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931679,87.99,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Supplies and Services,504,Equipment,5023,Revenue,00.WELFARE
01/10/2014,931679,268.98,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931680,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931680,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931681,120.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931681,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931681,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931681,368.10,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931682,120.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931682,180.00,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931682,295.68,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931682,368.10,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931683,3.80,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
01/10/2014,931683,19.33,SWIFT - FOSTER CARER PAYMENTS,299981,"Children, Young People & Learning",Third Party Payments,505,Other Establishments,5041,Revenue,00.WELFARE
