Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
03/01/2017,14376,453.18,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.WELFARE
03/01/2017,14377,460.00,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.WELFARE
03/01/2017,14379,516.00,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.WELFARE
03/01/2017,14380,1040.58,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.WELFARE
03/01/2017,14381,408.15,HOUSING REFUND PAYMENTS - BSS ONLY,379825,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.WELFARE
03/01/2017,1364951,269.54,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1364990,6261.93,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1364991,1873.82,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1364992,1546.75,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1364993,2922.59,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1365001,341.21,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1365007,310.13,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1365011,270.15,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1365014,257.86,HOUSING BENEFIT,299992,Finance,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
03/01/2017,1365021,332.01,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365024,809.90,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365025,311.61,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365027,260.70,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365028,309.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365029,308.36,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365030,298.29,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365031,922.46,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365032,280.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365033,329.70,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365040,8559.96,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365041,538.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365048,442.68,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365053,362.07,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365055,1488.50,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365058,1945.44,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365059,275.00,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365072,301.62,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365073,257.59,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365081,961.88,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365085,586.92,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
03/01/2017,1365089,492.92,SWIFT - PREPAID CARDS,299980,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
