Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2017-12-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,RUSSELLS KIRBYMOORSIDE LTD,Redacted,00178738,N/A,Not yet available,2017-11-08,23430658,1,642.82,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Purchase of Fleet Replacements,SUBCAT1007,Agricultural Machinery - Sales & Service,02600,Not yet available
Wakefield MDC,E08000036,2017-12-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,RUSSELLS KIRBYMOORSIDE LTD,Redacted,00178738,N/A,Not yet available,2017-12-07,23451211,1,658.40,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Purchase of Fleet Replacements,SUBCAT1007,Agricultural Machinery - Sales & Service,02600,Not yet available
Wakefield MDC,E08000036,2017-12-31,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,RUSSELLS KIRBYMOORSIDE LTD,Redacted,00178738,N/A,Not yet available,2017-11-08,23430659,1,749.73,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Purchase of Fleet Replacements,SUBCAT1007,Agricultural Machinery - Sales & Service,02600,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,CAIR (UK) LTD,Redacted,08652937,N/A,Not yet available,2017-12-04,23447162,1,900.00,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Electronic Component Mnfrs & Distributors,30710,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,CAIR (UK) LTD,Redacted,08652937,N/A,Not yet available,2017-12-20,23464585,1,1075.00,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Electronic Component Mnfrs & Distributors,30710,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2017-12-06,23451061,1,1875.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,ITS DESIGNS LTD T/A ALERT-IT CARE ALARMS,Redacted,04628666,N/A,Not yet available,2017-12-14,23458904,1,2053.60,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Medical Equipment Manufacturers,50348,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,00115834,N/A,Not yet available,2017-12-04,23445539,1,2347.50,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,00115834,N/A,Not yet available,2017-12-04,23445537,1,2347.50,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2017-12-31,ADULTS,7,Adult Social Care,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2017-10-18,23420687,1,2560.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
