Wakefield Council Supplier Spend Greater Than �500 for Quarter 4 - 1st January 2018 to 31st March 2018.,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,31/03/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,LEEDS COMMERCIAL LTD,Redacted,587618,N/A,Not yet available,01/02/2018,23488716,1,892.41,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,31/03/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,LEEDS COMMERCIAL LTD,Redacted,587618,N/A,Not yet available,01/02/2018,23488717,1,1135.6,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Van & Truck & Car Hire,82050,Not yet available
Wakefield MDC,E08000036,31/03/2018,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,ACCESS HIRE NATIONWIDE LTD,Redacted,6327334,N/A,Not yet available,31/01/2018,23487896,1,4176,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,09/02/2018,23482823,1,560.4,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,20/03/2018,23506399,1,573,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,12/03/2018,23503053,1,621.8,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,08/03/2018,23506400,1,672,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,11/01/2018,23462802,1,1396,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,9055079,N/A,Not yet available,21/02/2018,23506043,1,7752,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,2307259,N/A,Not yet available,04/01/2018,23458666,1,660,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,2307259,N/A,Not yet available,04/01/2018,23458677,1,850,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,CAULTON CONSTRUCTION,Redacted,2307259,N/A,Not yet available,26/02/2018,23500901,1,920,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Construction,SUBCAT0150,Construction Contractors - General,21555,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,SAFESPACES CORNHOLME LTD,Redacted,5733564,N/A,Not yet available,02/03/2018,23506370,1,650,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability & Special Needs - Services,25820,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,19/01/2018,23482742,1,560,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,08/03/2018,23506672,1,610,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,10/01/2018,23476738,1,635,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,15/01/2018,23479830,1,635,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,19/01/2018,23482736,1,709,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,07/02/2018,23498936,1,785,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,06/02/2018,23486671,1,890,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,24/01/2018,23479833,1,898,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,21/02/2018,23503048,1,951,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,01/03/2018,23506669,1,973,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,28/03/2018,23534091,1,975,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,19/01/2018,23482740,1,1039,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,08/03/2018,23517918,1,1102,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,10/01/2018,23476737,1,1134,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,15/01/2018,23479824,1,1660,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,31/03/2018,ADULTS,7,Adult Social Care,HANDICARE ACCESSIBILITY LTD,Redacted,4109393,N/A,Not yet available,28/02/2018,23505347,1,2004,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Stairlifts - Mnfrs & Installers,73190,Not yet available
