Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,2013-10-30,1310-00001,1466.64,R,A E Speight
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-30,1310-00002,478,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-18,1310-00003,750,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-03,1310-00004,885,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-11,1310-00005,1704,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-01,1310-00006,1850,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-28,1310-00007,2124,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-28,1310-00008,5055,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,2013-10-01,1310-00009,5960,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2013-10-23,1310-00010,1260,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2013-10-01,1310-00011,970,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2013-10-23,1310-00012,1260,R,A J H  Pump Supply & Repair Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Resaleable Materials,204,2013-10-25,1310-00013,1058,R,A J Promotions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Operational Furniture And Equipment,203,2013-10-18,1310-00014,425,R,A J Promotions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Resaleable Materials,204,2013-10-02,1310-00015,720.68,R,A J Promotions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,2013-10-31,1310-00016,500,R,A Kollakowski
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,2013-10-11,1310-00017,425,R,A Little Something Extra Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,2013-10-03,1310-00018,460.75,R,A Namaki
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Parks & Countryside,Supplies and Services,Other Hired And Contracted Services,265,2013-10-17,1310-00019,1305.6,R,A Nicholls
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,2013-10-23,1310-00020,1006.92,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Residence Order,557,2013-10-07,1310-00021,1382.5,R,A Walding
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,2013-10-23,1310-00022,1384.16,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Employees,Central Training,79,2013-10-18,1310-00023,765,R,Aaa Training Co Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,2013-10-23,1310-00024,822.4,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Dementia,571,2013-10-23,1310-00025,1142.2,R,Abbey Lea Residential Care Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Public Transport Expenses,310,2013-10-31,1310-00026,480,R,Abbey Taxis (Boston) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2013-10-30,1310-00027,1512,R,Abc Daycare
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2013-10-30,1310-00028,2444.4,R,Abc Nursery At Lufc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2013-10-23,1310-00029,10974.68,R,Aberford Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2013-10-23,1310-00030,6704.29,R,Aberford Hall
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Personal Budgets,627,2013-10-23,1310-00031,913,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00032,427.5,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-31,1310-00033,1488.69,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-17,1310-00034,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-07,1310-00035,2890,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-17,1310-00036,3200.2,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00037,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00038,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-21,1310-00039,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-04,1310-00040,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-07,1310-00041,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-04,1310-00042,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-31,1310-00043,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-16,1310-00044,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-04,1310-00045,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-16,1310-00046,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00047,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-31,1310-00048,4150,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-02,1310-00049,4413.75,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-02,1310-00050,4435,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-02,1310-00051,4437.5,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-11,1310-00052,4437.5,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-09,1310-00053,4437.5,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-10,1310-00054,4720,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00055,4720,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-23,1310-00056,5202.6,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Housing,Environmental Health,Capital,Construction,3,2013-10-09,1310-00057,6777.58,C,Able Bathing & Building Contractors Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Publication And Promotion,267,2013-10-10,1310-00058,750,R,Absolute Design And Print Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2013-10-31,1310-00059,732,R,Academic Appointments Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,2013-10-14,1310-00060,4368.85,R,Academic Appointments Ltd
