Newcastle City Council Invoices over 250 paid in August 2017
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-22,18 SEA VIEW VILLAS,7299234,Revenue,1MK34,Shared Lives - Adult LD,1540.00
Adult and Culture,Libraries/Galaxy Payments,Revenue Expenditure,2017-08-14,220 SOFT LIMITED,7274872,Revenue,1EJ13,Stock Services,2250.00
Environment & Regeneration,Cityworks Clean E/C,Revenue Expenditure,2017-08-18,A & C WEBER UK,7259960,Revenue,1KE41,Domestic Refuse Collection,9598.40
Environment & Regeneration,E&R Fairer Housing,Capital Expenditure,2017-08-21,A & P BULIDING AND PAVING,7298148,Capital,2N101,Capital Grants,4289.84
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-15,A&J KEITH LTD,7294378,Revenue,1KVWC,Minor Works Contracts,33006.50
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303408,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303410,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303413,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303418,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303415,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303409,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303412,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-29,A&J KEITH LTD,7303414,Revenue,1KVEE,Electrical Stand Alone Works,520.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-23,A&J KEITH LTD,7300392,Revenue,1KVEE,Electrical Stand Alone Works,12000.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-09,A&J KEITH LTD,7290825,Revenue,1KVEE,Electrical Stand Alone Works,815.00
Environment & Regeneration,NS: D&CS Support Services,Revenue Expenditure,2017-08-08,A&J KEITH LTD,7289783,Revenue,1KBRM,Sub Contractors R & M,133402.61
Environment & Regeneration,NS: D&CS Support Services,Revenue Expenditure,2017-08-14,A&J KEITH LTD,7293345,Revenue,1KBRM,Sub Contractors R & M,24494.70
Environment & Regeneration,NS: Repairs & Maintenance,Revenue Expenditure,2017-08-31,A&J KEITH LTD,7305906,Revenue,1KVEE,Electrical Stand Alone Works,1555.20
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-16,AA GLOBAL LANGUAGES SERVICES LTD,7295759,Revenue,1MD62,Support to LAC,410.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-16,AA GLOBAL LANGUAGES SERVICES LTD,7295759,Revenue,1MB04,Childrens Standards Unit,140.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-16,AA GLOBAL LANGUAGES SERVICES LTD,7295759,Revenue,1MD67,S17 Children in Need,65.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-16,AA GLOBAL LANGUAGES SERVICES LTD,7295759,Revenue,1FT08,Translation Unit,545.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-25,AA GLOBAL LANGUAGES SERVICES LTD,7299310,Revenue,1CR01,Revs and Bens Supp&Svs,85.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-25,AA GLOBAL LANGUAGES SERVICES LTD,7299310,Revenue,1MD67,S17 Children in Need,82.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-25,AA GLOBAL LANGUAGES SERVICES LTD,7299310,Revenue,1FT08,Translation Unit,47.00
Chief Executive's,CD-Communications and Marketing,Revenue Expenditure,2017-08-25,AA GLOBAL LANGUAGES SERVICES LTD,7299310,Revenue,1E320,Special Education Needs Admin,190.00
Environment & Regeneration,Fleet Management System,Revenue Expenditure,2017-08-21,AAA CHEMICALS LTD,7283939,Revenue,3KES1,Fleetmaster Stores Account,726.00
HRA,HRA Property Maint,Revenue Expenditure,2017-08-18,AARAN BUILDERS (NE) LTD,7297601,Revenue,1HBTC,Planned Tech Maintenance,728.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-31,ABB LTD,7291394,Revenue,1KVEE,Electrical Stand Alone Works,4402.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYFIELD CASTLE FARM,7289134,Revenue,1MG20,Residential Care OP,4498.88
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYFIELD THE GROVE,7289121,Revenue,1MG20,Residential Care OP,935.47
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-08-08,ABBEYFIELD THE GROVE,7289121,Revenue,1MG20,Residential Care OP,142.26
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYMOOR,7289135,Revenue,1MH10,Nursing Care PD,3565.71
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-08-08,ABBEYMOOR,7289135,Revenue,1MH10,Nursing Care PD,387.43
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-08-08,ABBEYMOOR,7289135,Revenue,1MM10,Nursing Care MH,37.26
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYMOOR LIFEWAYS,7289196,Revenue,1MG10,Nursing Care OP,3020.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYMOOR LIFEWAYS,7289196,Revenue,1MH10,Nursing Care PD,2044.20
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-08,ABBEYMOOR LIFEWAYS,7289196,Revenue,1MM10,Nursing Care MH,13808.00
Adult and Culture,Social Services-Carefirst,Revenue Income,2017-08-08,ABBEYMOOR LIFEWAYS,7289196,Revenue,1MM10,Nursing Care MH,868.36
Adult and Culture,Social Services-Carefirst,Long Term Assets,2017-08-08,ABBEYMOOR LIFEWAYS,7289196,Revenue,4WX13,Ind Sector Client Loan Fund,763.92
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-01,ABSOLUTE QUALITY CARE,7282081,Revenue,1MG50,Home Care-Spot Purchased OP,19017.80
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-01,ABSOLUTE QUALITY CARE,7282081,Revenue,1MG51,Home Care-Personal OP,1125.90
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-01,ABSOLUTE QUALITY CARE,7282081,Revenue,1MH50,Home Care PD,10265.13
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-30,ABSOLUTE QUALITY CARE,7304802,Revenue,1MG50,Home Care-Spot Purchased OP,18526.42
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-30,ABSOLUTE QUALITY CARE,7304802,Revenue,1MG51,Home Care-Personal OP,799.25
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-30,ABSOLUTE QUALITY CARE,7304802,Revenue,1MH50,Home Care PD,9973.27
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-30,ABSOLUTE QUALITY CARE,7304802,Revenue,1MM50,Home Care MH,389.20
Children's Services,Educ School Planning,Revenue Expenditure,2017-08-16,ABSOLUTE QUALITY CARE,7293517,Revenue,1MD66,CWD Care Packages,1232.00
Children's Services,Int Childhood Services,Revenue Expenditure,2017-08-16,ACAS,7295689,Revenue,1MB20,Workforce Reform,735.00
Adult and Culture,Adult Serv Castledene,Revenue Expenditure,2017-08-14,ACCORA LTD,7277205,Revenue,1MG27,General Resource Centres,1546.00
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2017-08-07,ACCOUNTABILITY,7287019,Revenue,1MH40,Direct Payments PD,2782.00
Environment & Regeneration,CW Services to Schools,Revenue Expenditure,2017-08-22,ACORN DAIRY,7283909,Revenue,1KFX2,School Meals Overhead,12180.50
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-08-21,ACORN HOUSE,7298416,Revenue,1MC22,IND Sector Foster Carer Costs,2920.00
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1KE27,Bereavement Services Overhead,580.61
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1KKK1,Cleaning Direct O/H,580.61
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1KJ24,Street Wardens Support,1006.65
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1KKA9,Adult Catering Transport,580.61
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1EJ37,Library Caretaker Services,193.53
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261353,Revenue,1KKU4,Courier Service,580.61
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261352,Revenue,1KESW,Fleet SLA Costs & Income,3785.55
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-18,ACP,7261352,Revenue,1KSCD,External Vehicle Tracking,1596.70
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-11,ACP,7287776,Revenue,1KESW,Fleet SLA Costs & Income,3760.55
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-11,ACP,7287776,Revenue,1KSCD,External Vehicle Tracking,1557.60
Environment & Regeneration,NS: Resources,Revenue Expenditure,2017-08-24,ACP,7284853,Revenue,1KESW,Fleet SLA Costs & Income,3103.53
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2017-08-25,ACROL AIR CONDITIONING CO LTD,7299860,Revenue,1KVEM,Mechanical Stand Alone Works,1367.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-08-04,ACS LTD,7268321,Revenue,1CS00,Revs and Bens Staffing,1300.00
Chief Executive's,CD - Revenues & Benefits,Revenue Expenditure,2017-08-18,ACS LTD,7293427,Revenue,1CR01,Revs and Bens Supp&Svs,800.00
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-08-03,ACTION FOR CHILDREN,7284771,Revenue,1EEG3,CFH - Commission,93124.36
Adult and Culture,Social Services-Care Support,Revenue Expenditure,2017-08-31,ACTION FOR CHILDREN,7306061,Revenue,1EEG3,CFH - Commission,93124.36
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2017-08-21,ACTION FOR CHILDREN,7298432,Revenue,1MC22,IND Sector Foster Carer Costs,16447.43
Adult and Culture,Social Services,Revenue Expenditure,2017-08-21,ACTION ON HEARING LOSS,7298042,Revenue,1MH50,Home Care PD,1161.19
