Newcastle City Council Invoices over £250 paid in September 2018,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,E & R School Meals                     ,Revenue Expenditure,25-Sep-2018,3663,7602725,Revenue,1KF07,Banqueting Suite,572.42
Environment & Regeneration,E & R School Meals                     ,Revenue Expenditure,12-Sep-2018,3663,7588887,Revenue,1KF07,Banqueting Suite,439.60
Environment & Regeneration,E & R School Meals                     ,Revenue Expenditure,21-Sep-2018,3663,7600127,Revenue,1KF07,Banqueting Suite,323.76
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,18-Sep-2018,18 SEA VIEW VILLAS,7600504,Revenue,1MK34,Shared Lives - Adult LD,1540.00
Environment & Regeneration,Cityworks Clean E/C        ,Revenue Expenditure,04-Sep-2018,A & C WEBER UK,7572612,Revenue,1KE42,Trade Waste Collections,930.24
Chief Executive's,Newcastle City   ,Revenue Expenditure,05-Sep-2018,A LIVING TRADITION CIC,7592094,Revenue,1DF66,Holocaust Memorial Day,720.00
Environment & Regeneration,Blacksmiths                            ,Revenue Expenditure,05-Sep-2018,A S PNEUMATICS,7567680,Revenue,1KENB,Fleet Workshops OH,320.00
Chief Executive's,CD - SPAM Trading Account        ,Revenue Expenditure,25-Sep-2018,A T F RETAIL LTD,7591458,Revenue,1DF32,NGI Visitor Info Ctr,1500.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,11-Sep-2018,A&J KEITH LTD,7594593,Revenue,1KVWC,Minor Works Contracts,57588.28
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,11-Sep-2018,A&J KEITH LTD,7594592,Revenue,1KVWC,Minor Works Contracts,17078.87
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,27-Sep-2018,A&J KEITH LTD,7596542,Revenue,1KVEE,Electrical Stand Alone Works,350.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,27-Sep-2018,A&J KEITH LTD,7598561,Revenue,1KVWC,Minor Works Contracts,1315.00
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,11-Sep-2018,A&J KEITH LTD,7595319,Revenue,1KBRM,Sub Contractors R & M,179183.74
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,11-Sep-2018,A&J KEITH LTD,7595315,Revenue,1KBRM,Sub Contractors R & M,29235.55
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,11-Sep-2018,A&J KEITH LTD,7595333,Revenue,1KBRM,Sub Contractors R & M,27500.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1MD68,Legal Fees Care,265.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1VH26,Housing Advice Centre,17.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1MD62,Support to LAC,530.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1MB04,Childrens Standards Unit,140.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1MM01,Assess & Care Management MH,65.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,13-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7592524,Revenue,1E320,SEND APR Team,270.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1MD68,Legal Fees Care,55.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1MF10,Adoption Payments,85.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1MD62,Support to LAC,330.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1MG01,Care Management OP,180.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1FT08,Translation Unit,37.00
Chief Executive's,CD-Communications and Marketing  ,Revenue Expenditure,26-Sep-2018,AA GLOBAL LANGUAGES SERVICES LTD,7600303,Revenue,1E320,SEND APR Team,510.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,06-Sep-2018,AAA CHEMICALS LTD,7592401,Revenue,3KES1,Fleetmaster Stores Account,726.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,06-Sep-2018,AAA CHEMICALS LTD,7592403,Revenue,3KES1,Fleetmaster Stores Account,847.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,04-Sep-2018,ABBEYFIELD CASTLE FARM,7591280,Revenue,1MG20,Residential Care OP,5417.96
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,04-Sep-2018,ABBEYFIELD THE GROVE,7591271,Revenue,1MG20,Residential Care OP,4740.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,04-Sep-2018,ABBEYMOOR LIFEWAYS,7591325,Revenue,1MH10,Nursing Care PD,5176.64
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,04-Sep-2018,ABBEYMOOR LIFEWAYS,7591325,Revenue,1MM10,Nursing Care MH,10392.64
Adult and Culture,Social Services-Carefirst              ,Revenue Income,04-Sep-2018,ABBEYMOOR LIFEWAYS,7591325,Revenue,1MH10,Nursing Care PD,-343.40
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,04-Sep-2018,ABBEYMOOR LIFEWAYS,7591325,Revenue,4WX13,Ind Sector Client Loan Fund,751.08
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,25-Sep-2018,ABSOLUTE QUALITY CARE,7604214,Revenue,1MG51,Home Care-Personal OP,20520.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,25-Sep-2018,ABSOLUTE QUALITY CARE,7604214,Revenue,1MH50,Home Care PD,9654.25
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,25-Sep-2018,ABSOLUTE QUALITY CARE,7604214,Revenue,1MK51,Home Care LD,1127.85
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,25-Sep-2018,ABSOLUTE QUALITY CARE,7604214,Revenue,1MM50,Home Care MH,328.50
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,25-Sep-2018,ABSOLUTE QUALITY CARE,7604179,Revenue,1MK50,Supported Living LD,1897.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,03-Sep-2018,ACCOUNTABILITY,7590062,Revenue,1MH40,Direct Payments PD,2782.00
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,17-Sep-2018,ACP,7588970,Revenue,1KENB,Fleet Workshops OH,486.21
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,12-Sep-2018,ACP,7579394,Revenue,1KSCD,External Vehicle Tracking,461.10
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,19-Sep-2018,ACP,7598148,Revenue,1KESW,Fleet SLA Costs & Income,3832.70
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,19-Sep-2018,ACP,7598148,Revenue,1KSCD,External Vehicle Tracking,1388.40
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,13-Sep-2018,ACROL AIR CONDITIONING CO LTD,7582952,Revenue,1KVEM,Mechanical Stand Alone Works,1151.25
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,10-Sep-2018,ACS LTD,7589713,Revenue,1CS00,Revs and Bens Staffing,1050.00
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,28-Sep-2018,ACTION FOR CHILDREN,7607631,Revenue,1EEG3,CFH - Commission,103103.59
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,17-Sep-2018,ACTION FOR CHILDREN,7599301,Revenue,1MC22,IND Sector Foster Carer Costs,14000.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,17-Sep-2018,ACTIVE ARK,7599327,Revenue,1MC02,Ind Sector Placements,27930.00
Children's Services,Invoice,Revenue Expenditure,07-Sep-2018,ADARE LTD,7593137,Revenue,1FL01,Electoral Registration Unit,3826.49
Children's Services,Invoice,Revenue Expenditure,07-Sep-2018,ADARE LTD,7593139,Revenue,1FL01,Electoral Registration Unit,3924.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,18-Sep-2018,ADEN HOUSE,7600419,Revenue,1MG10,Nursing Care OP,2012.16
Adult and Culture,Social Services-Carefirst              ,Revenue Income,18-Sep-2018,ADEN HOUSE,7600419,Revenue,1MG10,Nursing Care OP,-1083.36
Chief Executive's,Accountancy  ,Revenue Expenditure,10-Sep-2018,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7593787,Revenue,1FF51,Finance,2500.00
Chief Executive's,Newcastle City   ,Revenue Expenditure,06-Sep-2018,ADVANCED CLEANING & MAINTENANCE LTD,7592412,Revenue,1MK50,Supported Living LD,400.00
Children's Services,Invoice,Revenue Expenditure,27-Sep-2018,ADVANCED CLEANING & MAINTENANCE LTD,7599191,Revenue,1MG01,Care Management OP,3080.00
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,19-Sep-2018,ADVANCED LEGAL LTD,7601715,Revenue,1FA51,Coroner,1579.50
