Newcastle City Council Invoices over 250 paid in July 2018
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst,Revenue Expenditure,2018-07-24,18 SEA VIEW VILLAS,7559195,Revenue,1MK34,Shared Lives - Adult LD,1540.00
Environment & Regeneration,Cityworks Cems & Crems,Revenue Expenditure,2018-07-04,A S PNEUMATICS,7539971,Revenue,1KE27,Bereavement Services Overhead,621.80
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2018-07-25,A WILDERNESS WAY,7560323,Revenue,1MC02,Ind Sector Placements,25780.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2018-07-25,A WILDERNESS WAY,7560322,Revenue,1MC02,Ind Sector Placements,13074.29
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,2018-07-25,A WILDERNESS WAY,7560321,Revenue,1MC02,Ind Sector Placements,17550.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-05,A&J KEITH LTD,7546044,Revenue,1KVWC,Minor Works Contracts,29266.07
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-05,A&J KEITH LTD,7545640,Revenue,1KVWC,Minor Works Contracts,2200.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-05,A&J KEITH LTD,7545660,Revenue,1KVWC,Minor Works Contracts,24579.92
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-09,A&J KEITH LTD,7545639,Revenue,1KVWC,Minor Works Contracts,3100.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551468,Revenue,1KVEE,Electrical Stand Alone Works,624.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551467,Revenue,1KVEE,Electrical Stand Alone Works,624.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551469,Revenue,1KVEE,Electrical Stand Alone Works,978.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551473,Revenue,1KVEE,Electrical Stand Alone Works,748.80
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551466,Revenue,1KVEE,Electrical Stand Alone Works,660.00
Environment & Regeneration,NS: Capital Works,Revenue Expenditure,2018-07-27,A&J KEITH LTD,7551472,Revenue,1KVEE,Electrical Stand Alone Works,748.80
