Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2018-10-01,601226954,1066.51,177.75,888.76,Orbis Protect Ltd,Capital Works,Demolition
Salford City Council,2018-10-01,1600614091,537.21,0,537.21,Greater Manchester Combined,Capital Works,Ext Fees-Consult Eng
Salford City Council,2018-10-01,1600614092,28457.21,0,28457.21,Greater Manchester Combined,Capital Works,Miscellaneous Exes
Salford City Council,2018-10-01,1600613632,4250,0,4250,One69A Manchester Creative Educatio,Capital Works,Miscellaneous Exes
Salford City Council,2018-10-01,601226455,670.14,111.69,558.45,British Gas Business,Capital Works,Other Works
Salford City Council,2018-10-01,1600614116,502.2,83.7,418.5,Technical Surfaces Ltd,Capital Works,Other Works
Salford City Council,2018-10-01,1600614131,1148.2,191.37,956.83,British Telecommunications Plc,Capital Works,Purch of Comp Equip
Salford City Council,2018-10-01,1600614095,6897.64,1149.61,5748.03,Rm Education Plc,Capital Works,Purch of Comp Soft
Salford City Council,2018-10-01,1600614492,9349.67,1558.28,7791.39,Sure Maintenance,Capital Works,Works & Building
Salford City Council,2018-10-01,601227708,972.6,0,972.6,Icap Europe Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses
Salford City Council,2018-10-01,601227709,10504.11,0,10504.11,Tradition (Uk) Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses
Salford City Council,2018-10-01,601227710,9736.99,0,9736.99,Tullett Prebon (Uk) Ltd,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses
Salford City Council,2018-10-01,1600613706,988,0,988,First Manchester Buses,People (Adults) - CHSC,ClientTravel Expense
Salford City Council,2018-10-01,601226643,520,0,520,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601226648,990,0,990,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601226647,1050,0,1050,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601226641,1300,0,1300,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601226642,1300,0,1300,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601226644,2700,0,2700,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2018-10-01,601227578,2530.16,421.7,2108.46,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-10-01,601226951,750,125,625,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-10-01,601227594,1223.7,203.95,1019.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-10-01,601226950,1278,213,1065,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-10-01,601227544,1944,324,1620,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-10-01,601226671,1330,0,1330,Salford Community Leisure Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2018-10-01,601226650,2531.42,421.92,2109.5,Llaborate Uk Ltd,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2018-10-01,1600614575,1518.16,253.03,1265.13,Salford Supply Desk Ltd,People (Childrens) Service Group,Nursery Supply-Basic
Salford City Council,2018-10-01,1600614109,530,0,530,OCR,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-10-01,1600613852,2214.29,0,2214.29,Caritas Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-10-01,1600614088,114276.73,0,114276.73,Foundations Support & Care Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-10-01,1600613915,17670,0,17670,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-10-01,601227596,8132.56,1355.43,6777.13,British Telecommunications Plc,People (Childrens) Service Group,Telephones & Fax
Salford City Council,2018-10-01,usbhltywv,500.25,9.37,490.88,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-10-01,gwsqwkkhy,526.25,8.86,517.39,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-10-01,601226773,2203.2,367.2,1836,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2018-10-01,1600614094,835.2,139.2,696,Broxap Ltd,Place Directorate,Materials
Salford City Council,2018-10-01,1600614090,561.6,93.6,468,Ijm Electrical Contractors Ltd,Place Directorate,UV Day to Day
Salford City Council,2018-10-01,1600614283,2304,384,1920,Concept Oils Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-10-01,1600614334,2095.79,349.3,1746.49,Northern Commercials (Mirfield) Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-10-01,1600613964,33000,0,33000,Turning Point Services Limited,Public Health,Payts to Agencies
Salford City Council,2018-10-01,601227590,2217.38,364.56,1852.82,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire
Salford City Council,2018-10-01,1600613983,1509.95,251.66,1258.29,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-10-01,1600613961,2605.92,434.32,2171.6,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-10-01,601227585,913.57,152.26,761.31,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601227584,1382.15,230.36,1151.79,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601227583,1459.19,243.2,1215.99,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601226419,3411.27,568.55,2842.72,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601226418,5479.62,913.27,4566.35,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601226417,5586.58,931.1,4655.48,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2018-10-01,601227748,1500,0,1500,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-10-01,1600614565,1560,260,1300,Nla Media Access Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2018-10-01,601227706,1524,254,1270,Metropolitan Borough Of Wigan,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-10-01,601227705,4756,0,4756,Tbap New Horizons Ap Academy School,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-10-01,1600613813,1072.45,178.74,893.71,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-10-01,1600613814,5942.41,990.4,4952.01,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-10-01,601226668,4599.6,766.6,3833,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2018-10-01,601226416,631.08,105.18,525.9,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,2018-10-01,1600611822,558.02,93,465.02,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,2018-10-01,601227582,565.08,94.18,470.9,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,2018-10-02,1600613801,11802,1967,9835,Transport For Greater Manchester,Capital Works,Miscellaneous Exes
Salford City Council,2018-10-02,1600614294,30425.1,5070.85,25354.25,Redacted Data,Capital Works,Works & Building
Salford City Council,2018-10-02,blcsweght,1327.2,221.2,1106,Contact Photographic S,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,2018-10-02,601227476,867.56,144.59,722.97,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-10-02,601227469,1113.83,185.64,928.19,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-10-02,601227756,730,0,730,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2018-10-02,601227754,615,0,615,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Grants
Salford City Council,2018-10-02,601226083,714,119,595,The Nurture Group Network Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-10-02,6002635917,526.04,0,526.04,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-10-02,6002635857,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
