Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2018-06-01,601219196,682,0,682,Weightmans Llp,Service Reform,Other Professional Fees
Salford City Council,2018-06-01,601219175,609,101.5,507.5,G & A Taylors Hotels Ltd,Sustainable Regeneration,Rents
Salford City Council,2018-06-01,601219176,609,101.5,507.5,G & A Taylors Hotels Ltd,Sustainable Regeneration,Rents
Salford City Council,2018-06-01,601219181,609,101.5,507.5,G & A Taylors Hotels Ltd,Sustainable Regeneration,Rents
Salford City Council,2018-06-01,601219182,609,101.5,507.5,G & A Taylors Hotels Ltd,Sustainable Regeneration,Rents
Salford City Council,2018-06-01,1600608079,619.24,103.21,516.03,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2018-06-01,1600608088,661.2,110.2,551,Salford Supply Desk Ltd,Children's Services,Agency Fees
Salford City Council,2018-06-01,601218832,701.69,116.95,584.74,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-06-01,601219207,750,0,750,Jdp Educational Consultant Ltd,Children's Services,Consultants
Salford City Council,2018-06-01,601218833,754.5,125.75,628.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-06-01,vikzomuok,1283.89,12.68,1271.21,HN Nuttall Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-06-01,601219185,1396.8,232.8,1164,Weightmans Llp,Service Reform,Provision for Liability Insurance
Salford City Council,2018-06-01,1600607654,1446.64,241.11,1205.53,J Fletcher Engineers Ltd,Children's Services,UV Oil / Gas Programme
Salford City Council,2018-06-01,601219198,1605.69,0,1605.69,Esure,Service Reform,Other Professional Fees
Salford City Council,2018-06-01,1600607696,1980,330,1650,Rigby Taylor Ltd,Environment and Community Safety,Materials
Salford City Council,2018-06-01,601219197,2000,0,2000,Weightmans Llp,Service Reform,Provision for Liability Insurance
Salford City Council,2018-06-01,1600608057,2104.8,350.8,1754,J Fletcher Engineers Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-06-01,1600607561,2141.6,0,2141.6,Together Trust,Children's Services,Non-Maintained Special Schools
Salford City Council,2018-06-01,1600607731,3075.78,512.63,2563.15,Mawtec Systems Limited,Sustainable Regeneration,Equipment Repair
Salford City Council,2018-06-01,1600607689,3813.81,635.63,3178.18,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maintenance
Salford City Council,2018-06-01,1600607736,3933.33,0,3933.33,Tashbar Of Manchester,Children's Services,Pupil Assistance
Salford City Council,2018-06-01,oxohlqrpq,5141.83,0,5141.83,Oliver Kay Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-06-01,1600607724,5225,0,5225,Salford Community Leisure Ltd,Children's Services,Training of Others
Salford City Council,2018-06-01,1600607738,5366.66,0,5366.66,Tashbar Of Manchester,Children's Services,Pupil Assistance
Salford City Council,2018-06-01,irpcajhqw,7494,0,7494,Hmcourts-Service,Service Reform,Legal Fees
Salford City Council,2018-06-01,1600608081,9990,1665,8325,Socialsignin Ltd,Office of the Chief Executive,Subscriptions
Salford City Council,2018-06-01,1600607774,10320,1720,8600,Signis Group Ltd,Children's Services,Marketing & Publicity
Salford City Council,2018-06-01,1600607318,11691.67,0,11691.67,Together Trust,Children's Services,Non-Maintained Special Schools
Salford City Council,2018-06-01,601219192,43952.04,7325.41,36626.63,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-06-01,1600608059,60732.16,10122.03,50610.13,Nsl Ltd,Sustainable Regeneration,Contractors
Salford City Council,2018-06-01,601219193,63625.92,10604.37,53021.55,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-06-01,601219194,79674.71,13279.14,66395.57,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-06-01,601219191,90482.68,15080.72,75401.96,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-06-01,2204959434,6202650.16,0,6202650.16,NHS CCG,Service Reform,Payment to Lead Districts
Salford City Council,2018-06-04,1600607078,518.4,86.4,432,Door Repair Service  Ltd,Sustainable Regeneration,UV Minor Decoration and Flooring
Salford City Council,2018-06-04,1600608146,528,88,440,Horticon Limited,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,2018-06-04,1600607161,593.8,98.97,494.83,Xma Ltd,Office of the Chief Executive,Computer Equipment purchase
Salford City Council,2018-06-04,1600607752,620.82,103.47,517.35,Connevans Limited,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,2018-06-04,lcxzmdxfh,680.38,0,680.38,Advanced Domestic Serv,Children's Services,Housekeeping
Salford City Council,2018-06-04,1600607549,741.36,123.56,617.8,Ags Tech,Sustainable Regeneration,UV Minor Decoration and Flooring
Salford City Council,2018-06-04,601219208,778.41,0,778.41,United Utilities Water Limited,Children's Services,Water
Salford City Council,2018-06-04,1600607702,795.6,132.6,663,Ijm Electrical Contractors Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-06-04,601218390,1170.15,0,1170.15,Redacted Data,Children's Services,Training of Others
Salford City Council,2018-06-04,601219187,1259,0,1259,Alexander Care,Sustainable Regeneration,Rents
Salford City Council,2018-06-04,1600608110,1279.8,213.3,1066.5,Associated Cleaning Contractors Ltd,Sustainable Regeneration,Cleaning Services
Salford City Council,2018-06-04,601219188,1313,0,1313,Alexander Care,Sustainable Regeneration,Rents
Salford City Council,2018-06-04,601219186,1400,0,1400,Alexander Care,Sustainable Regeneration,Rents
Salford City Council,2018-06-04,1600608130,1419.95,0,1419.95,Mbmc Services Ltd,"Community, Health & Social Care",Consultants
Salford City Council,2018-06-04,1600607606,1428,238,1190,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2018-06-04,601219189,1540,0,1540,Alexander Care,Sustainable Regeneration,Rents
Salford City Council,2018-06-04,1600607755,1780.8,296.8,1484,Gbm Digital Technologies Ltd,Service Reform,Computer Equipment purchase
Salford City Council,2018-06-04,601219215,1800,300,1500,Bacs Payment Schemes Ltd,Service Reform,Bank Commission
Salford City Council,2018-06-04,1600608128,2073.6,345.6,1728,Ingeus Uk Limited,Service Reform,Payments to Agencies
Salford City Council,2018-06-04,601219093,2748,458,2290,Goodsense Training,Children's Services,Training expenses
Salford City Council,2018-06-04,1600607706,3128.7,521.45,2607.25,Softcat Limited,Service Reform,Computer Equipment purchase
Salford City Council,2018-06-04,1600607694,3164.86,527.48,2637.38,Softcat Limited,Service Reform,Computer Equipment purchase
Salford City Council,2018-06-04,1600607964,3192,532,2660,Teleshore Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-06-04,1600606096,3292.8,548.8,2744,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-06-04,1600607408,4032,672,3360,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2018-06-04,1600607407,4284,714,3570,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2018-06-04,1600608082,8303.61,0,8303.61,Delamere School,Children's Services,Pupil Assistance
Salford City Council,2018-06-04,1600608083,9751.57,0,9751.57,Delamere School,Children's Services,Pupil Assistance
Salford City Council,2018-06-04,1600607703,12519.84,2086.64,10433.2,Egbert H Taylor & Co Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,2018-06-04,1600607748,12773.59,2128.93,10644.66,Softcat Limited,Service Reform,Computer Equipment purchase
Salford City Council,2018-06-04,1600607754,97464,16244,81220,Phoenix Software Ltd,Service Reform,Computer Software (no annual fee)
Salford City Council,2018-06-05,601218383,502.04,83.67,418.37,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-06-05,1600607981,540,0,540,T/A Evolve,Children's Services,Consultants
Salford City Council,2018-06-05,601219131,557.66,92.94,464.72,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-06-05,601218473,566.8,94.47,472.33,Ashtead Plant Hire Co Ltd,Service Reform,Plant Hire
Salford City Council,2018-06-05,601218474,566.8,94.47,472.33,Ashtead Plant Hire Co Ltd,Service Reform,Plant Hire
Salford City Council,2018-06-05,601218476,566.8,94.47,472.33,Ashtead Plant Hire Co Ltd,Service Reform,Plant Hire
Salford City Council,2018-06-05,601219265,579.84,96.64,483.2,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-06-05,601219239,586.92,97.82,489.1,Forbes Solicitors,Service Reform,Provision for Liability Insurance
Salford City Council,2018-06-05,1600607404,591.49,98.58,492.91,Enterprise Flex E-Rent,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2018-06-05,601218756,643.2,107.2,536,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2018-06-05,1600608188,648,108,540,R H Smith Engineering Ltd,Sustainable Regeneration,non -UV Building Repairs & Maintenance
Salford City Council,2018-06-05,vyllsnmnr,652.5,0,652.5,Dvla Vehicle Tax,Environment and Community Safety,Road Fund Licence
Salford City Council,2018-06-05,wiukqszzr,667,0,667,Ao Retail Limited,Children's Services,Equipment Purchase
Salford City Council,2018-06-05,601218393,720,120,600,Randstad Public Services Limited,Children's Services,Agency Fees
Salford City Council,2018-06-05,601219263,724.8,120.8,604,Teaching Personnel Ltd,Children's Services,Agency Fees
