Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2018-02-01,601210608,2273,0,2273,Admiral Group Plc,Service Reform,Liability Insurance
Salford City Council,2018-02-01,1600599992,520,0,520,Amco Commercial,Children's Services,Rents
Salford City Council,2018-02-01,ddrmqklgs,550.49,4.23,546.26,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-02-01,fxcjffkmc,613.18,0,613.18,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-02-01,601210022,1032.8,0,1032.8,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-02-01,601210023,3894.65,0,3894.65,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-02-01,601210618,3586.36,0,3586.36,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601210622,8052.96,0,8052.96,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601209665,575.21,95.87,479.34,Dandara Living Manchester (A) Lp,Sustainable Regeneration,Servicing
Salford City Council,2018-02-01,601210626,6036.65,0,6036.65,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601210624,7000,0,7000,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601210620,9844.03,0,9844.03,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601209641,595.44,99.24,496.2,Equilibrium & Enablement Ltd,Children's Services,Training expenses
Salford City Council,2018-02-01,601210474,16088.88,2681.48,13407.4,Eversheds Sutherland (Inter) Llp,Capital Expenditure,Other Works
Salford City Council,2018-02-01,601210610,755,0,755,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-02-01,601210614,900,0,900,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-02-01,601210613,1800,0,1800,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-02-01,601210612,2000,0,2000,Forbes Solicitors,Service Reform,Other Prof Fees
Salford City Council,2018-02-01,601210617,3000,0,3000,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2018-02-01,601210611,6564,0,6564,Forbes Solicitors,Service Reform,Other Prof Fees
Salford City Council,2018-02-01,601210545,41108.4,6851.4,34257,Grant Thornton Uk Llp,Service Reform,District Audit Fees
Salford City Council,2018-02-01,1600599674,2000,0,2000,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2018-02-01,601210447,2015,0,2015,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-02-01,601209373,2275,0,2275,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-02-01,601209372,2635,0,2635,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-02-01,601209371,2790,0,2790,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-02-01,1600599388,68454.84,11409.14,57045.7,Indigo Park Services Uk Ltd,Sustainable Regeneration,Contractors
Salford City Council,2018-02-01,1600588659,1925,0,1925,Monton Church (Unitarian),Environment and Community Safety,Rents
Salford City Council,2018-02-01,1600594488,1925,0,1925,Monton Church (Unitarian),Environment and Community Safety,Rents
Salford City Council,2018-02-01,1600598844,1925,0,1925,Monton Church (Unitarian),Environment and Community Safety,Rents
Salford City Council,2018-02-01,2204842561,6202650.16,0,6202650.16,NHS CCG,"Community, Health & Social Care",Payments to Health Authority
Salford City Council,2018-02-01,601210615,1380,0,1380,Paypoint Plc,Sustainable Regeneration,Premises Insurance
Salford City Council,2018-02-01,1600600072,1533,0,1533,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2018-02-01,1600599550,1082.18,180.36,901.82,Rocom,Service Reform,Telephones & Fax
Salford City Council,2018-02-01,1600600278,1524,254,1270,Rosslee Construction,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2018-02-01,601210616,1850,0,1850,Scott Rees & Co,Service Reform,Liability Insurance
Salford City Council,2018-02-01,601210625,1047,0,1047,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2018-02-01,601209378,900,0,900,Step Ahead Resource Services Ltd,Children's Services,Rents
Salford City Council,2018-02-01,601209379,900,0,900,Step Ahead Resource Services Ltd,Children's Services,Rents
Salford City Council,2018-02-01,1600600257,1266,211,1055,Teaching Personnel Ltd,Children's Services,Other Prof Fees
Salford City Council,2018-02-01,1600599303,75000,12500,62500,Unique Improvements Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-02-01,1600599984,15712.8,2618.8,13094,Warrington Borough Council,Children's Services,Pupil Assistance
Salford City Council,2018-02-01,1600599675,19086,0,19086,Warrington Borough Council,Children's Services,Pupil Assistance
Salford City Council,2018-02-02,1600599202,23000,0,23000,Aea Consulting Worldwide Ltd,Capital Expenditure,Other Works
Salford City Council,2018-02-02,1600599990,2820,0,2820,Agricultural & Rural Centre Cic,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-02-02,wbnpgfdkz,562.53,4.7,557.83,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-02-02,buoqobzic,667.18,2.66,664.52,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
