Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2013-07-01,601092173,676.06,0.00,676.06,Dolphin Mobility Ltd,Environment and Community Safety,Other Prof Fees
Salford City Council,2013-07-01,601092202,530.82,0.00,530.82,Redacted Data,Capital Expenditure,Tenants Rental
Salford City Council,2013-07-01,1600476147,545.65,90.94,454.71,Specialist Computer Centres Plc,Children's Services,Computer Equipment
Salford City Council,2013-07-01,1600476148,545.65,90.94,454.71,Specialist Computer Centres Plc,"Community, Health & Social Care",Computer Equipment
Salford City Council,2013-07-01,1600473885,574.80,95.80,479.00,Viglen,Customer and Support Services,Computer Equipment
Salford City Council,2013-07-01,1600474987,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2013-07-01,601092275,603.16,0.00,603.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2013-07-01,1600476146,624.84,104.14,520.70,Specialist Computer Centres Plc,"Community, Health & Social Care",Computer Equipment
Salford City Council,2013-07-01,1600474193,641.45,106.91,534.54,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2013-07-01,601092237,654.75,0.00,654.75,Flutterbies Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2013-07-01,601092212,700.00,0.00,700.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2013-07-01,601092258,700.00,0.00,700.00,Redacted Data,"Community, Health & Social Care",Resid Care Home
Salford City Council,2013-07-01,1600473910,720.00,120.00,600.00,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2013-07-01,601092245,727.50,0.00,727.50,Smilies Out Of Hours Club,Children's Services,Payts to Agencies
Salford City Council,2013-07-01,1600475097,742.75,123.79,618.96,Redacted Data,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-07-01,49711042,544.77,3.40,541.37,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-07-01,49711044,625.62,21.77,603.85,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-07-01,1600473918,780.00,130.00,650.00,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2013-07-01,601092175,800.57,0.00,800.57,Schofield & Sons,Environment and Community Safety,Other Prof Fees
Salford City Council,2013-07-01,1600474367,804.00,134.00,670.00,Randstad Education Limited,Children's Services,Supply Teach-Basic
Salford City Council,2013-07-01,1600474368,804.00,134.00,670.00,Randstad Education Limited,Children's Services,Supply Teach-Basic
Salford City Council,2013-07-01,601092158,815.01,135.82,679.19,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-07-01,1600472389,831.19,138.53,692.66,G4S Cash Solutions Uk Ltd,Environment and Community Safety,Cash in Transit Serv
Salford City Council,2013-07-01,1600473912,840.00,140.00,700.00,Lisclare Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-07-01,601092171,918.51,0.00,918.51,C Owens Builders/Contractors,Environment and Community Safety,Other Prof Fees
Salford City Council,2013-07-01,601092185,996.00,166.00,830.00,Click Fire & Security Ltd,Children's Services,Security Sys R & Mnt
Salford City Council,2013-07-01,601092188,1000.00,0.00,1000.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2013-07-01,601092216,1000.00,0.00,1000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2013-07-01,601092226,1000.00,0.00,1000.00,Redacted Data,Customer and Support Services,Liability Insurance
