Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-09-01,1600543708,568.56,94.76,473.80,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2015-09-01,1600543712,568.56,94.76,473.80,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2015-09-01,1600543976,568.56,94.76,473.80,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2015-09-01,1600542408,630.00,105.00,525.00,Ezcctv.Com Limited,Sustainable Regeneration,Building Security Equipment
Salford City Council,2015-09-01,1600543061,630.00,105.00,525.00,Arjohuntleigh Uk,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-09-01,1600543051,650.45,108.41,542.04,Northgate Public Services (Uk) Ltd,Corporate Business,Computer Software (no annual fee)
Salford City Council,2015-09-01,1600542756,674.40,112.40,562.00,Ezcctv.Com Limited,Environment and Community Safety,Building Security Equipment
Salford City Council,2015-09-01,601149029,679.05,0.00,679.05,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2015-09-01,1600543839,745.20,124.20,621.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Vehicle annual contract Hire (vms)
Salford City Council,2015-09-01,1600543421,823.50,137.25,686.25,G Jones Builders,Sustainable Regeneration,UV Day to Day Repairs
Salford City Council,2015-09-01,1600543179,897.60,149.60,748.00,Ags Tech,Sustainable Regeneration,UV Day to Day Repairs
Salford City Council,2015-09-01,601147833,950.60,0.00,950.60,Sunny Bank (Prs) Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2015-09-01,1600544070,969.30,0.00,969.30,Hayley Kearns,Children's Services,Pupil Assistance
Salford City Council,2015-09-01,1600542879,999.00,0.00,999.00,Can Training,Children's Services,Training expenses
Salford City Council,2015-09-01,601148280,1028.50,0.00,1028.50,The National Fostering Agency,Children's Services,Payments to Agencies
Salford City Council,2015-09-01,1600542869,1100.00,0.00,1100.00,Rb Training Solutions,Environment and Community Safety,Training of Others
Salford City Council,2015-09-01,1600543293,1128.00,188.00,940.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-09-01,1600542878,1199.00,0.00,1199.00,Can Training,Children's Services,Training expenses
Salford City Council,2015-09-01,601149135,1214.44,202.41,1012.03,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2015-09-01,1600543750,1375.40,0.00,1375.40,Scope,Children's Services,Payments to Agencies
