Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-01-03,601035544,808.04,0.00,808.04,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035541,843.68,0.00,843.68,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035545,843.68,0.00,843.68,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035546,852.92,0.00,852.92,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035508,862.16,0.00,862.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035547,899.08,0.00,899.08,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035523,925.16,0.00,925.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035543,966.16,0.00,966.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035512,966.16,0.00,966.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035535,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035522,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035537,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035530,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035536,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035524,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035525,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035516,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035531,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035534,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035519,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035520,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035532,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035514,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035515,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035511,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035538,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035529,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035528,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035526,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035542,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035527,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035521,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035510,982.16,0.00,982.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035539,982.16,0.00,982.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035517,994.16,0.00,994.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035518,994.16,0.00,994.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035533,1066.16,0.00,1066.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035540,1222.16,0.00,1222.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035509,1222.88,0.00,1222.88,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035507,1378.44,0.00,1378.44,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601035513,1547.80,0.00,1547.80,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2012-01-03,601034885,909.00,151.50,757.50,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2012-01-03,601034886,1209.60,201.60,1008.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2012-01-03,601035579,648.00,0.00,648.00,Birtenshaw Hall,Children's Services,Contract Hire
Salford City Council,2012-01-03,1600429455,1746.00,291.00,1455.00,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2012-01-03,1600429373,651.72,108.62,543.10,Micron Electrical Contracting Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2012-01-03,1600429453,850.50,141.75,708.75,Prism Medical Uk,Community Health & Social Care,Disability Equipment
Salford City Council,2012-01-03,1600429586,1199.77,199.96,999.81,Prism Medical Uk,Community Health & Social Care,Disability Equipment
