Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2018-03-01,601211703,528,88,440,Argus Fire & Security Ltd,Children's Services,Security Services
Salford City Council,2018-03-01,pctfkswxu,595.28,1.17,594.11,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-03-01,601212424,1670.55,0,1670.55,Bridgewater Community Health Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-03-01,601212423,3104.85,0,3104.85,Bridgewater Community Health Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2018-03-01,601211956,805.9,0,805.9,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-03-01,601211718,4995.05,0,4995.05,Bristow & Sutor,Service Reform,VAT Adjustment
Salford City Council,2018-03-01,1600601117,554.88,92.48,462.4,Churches Fire Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2018-03-01,601211129,1056,176,880,Ee Ltd,"Community, Health & Social Care",Mobile Phones
Salford City Council,2018-03-01,601211130,1452,242,1210,Ee Ltd,"Community, Health & Social Care",Mobile Phones
Salford City Council,2018-03-01,1600601099,1500,0,1500,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2018-03-01,1600601100,5469.78,0,5469.78,Greater Manchester Combined,Capital Expenditure,Ext Fees-Consult Eng
Salford City Council,2018-03-01,1600601029,14338.64,0,14338.64,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2018-03-01,1600601028,37944.99,0,37944.99,Greater Manchester Combined,Capital Expenditure,External Fees-Other
Salford City Council,2018-03-01,601212186,720,0,720,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-03-01,601212187,1445,0,1445,Hawthorn Hotel,Children's Services,Rents
Salford City Council,2018-03-01,1600601160,149743.56,24957.26,124786.3,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-03-01,601212159,549.49,91.58,457.91,Jacobs,Service Reform,Debt Recoveries Agen
Salford City Council,2018-03-01,601211833,600,0,600,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-03-01,1600601268,2000,0,2000,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-03-01,2204864251,6202650.16,0,6202650.16,NHS CCG,"Community, Health & Social Care",Payments to Health Authority
Salford City Council,2018-03-01,1600601260,1470,245,1225,North West Local Authorities,Service Reform,Training of Others
Salford City Council,2018-03-01,1600601224,509.28,84.88,424.4,North West Timber Treatments,Environment and Community Safety,Materials
Salford City Council,2018-03-01,1600601177,2041.68,340.28,1701.4,Northgate Public Services (Uk) Ltd,"Community, Health & Social Care",Computer Software
Salford City Council,2018-03-01,1600594486,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-01,1600595738,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-01,1600597723,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-01,1600599297,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-01,1600600389,4326.39,721.06,3605.33,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-01,1600601230,762,127,635,Reach Publishing Services Ltd,Children's Services,Marketing/Publicity
Salford City Council,2018-03-01,601212200,1020,0,1020,Redacted Data,Children's Services,Refunds
Salford City Council,2018-03-01,601211834,562.38,93.73,468.65,Rm Education Plc,Children's Services,Computer Equipment
Salford City Council,2018-03-01,601211482,13191.5,0,13191.5,Swinton Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-03-01,1600602049,43705.75,0,43705.75,T/A Kedleston Schools (London) Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-03-01,1600601222,10500,1750,8750,Unlimited Potential,Children's Services,Payts to Agencies
Salford City Council,2018-03-01,1600601227,524.48,87.41,437.07,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2018-03-01,1600601257,2268,378,1890,Wainwright Stump Removal Ltd,Environment and Community Safety,Contractors
Salford City Council,2018-03-02,1600602126,8638.46,1439.74,7198.72,A E Yates Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2018-03-02,1600602096,2478.2,0,2478.2,Adoption Matters,Children's Services,Payts to Agencies
Salford City Council,2018-03-02,1600601514,598.8,99.8,499,Bilway Marine,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2018-03-02,1600601417,858,143,715,Compressor Engineering Norwest Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-03-02,1600601530,19874,0,19874,Cumberland School,Children's Services,Non-Maint Spec Schls
Salford City Council,2018-03-02,1600601375,8640,1440,7200,Direct Healthcare Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-03-02,1600602094,3288,548,2740,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-03-02,1600602092,525,0,525,Dunn And Co,Environment and Community Safety,Training expenses
Salford City Council,2018-03-02,1600601510,15871.32,2645.22,13226.1,Egbert H Taylor & Co Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2018-03-02,601212774,3814.16,635.69,3178.47,Equita Limited,Service Reform,Debt Recoveries Agen
Salford City Council,2018-03-02,1600602029,500.68,83.45,417.23,G Jones Builders Ltd,Environment and Community Safety,Equipment Repair
Salford City Council,2018-03-02,1600602007,1695.9,282.65,1413.25,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
