Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-02-01,601036724,5968.82,994.8,4974.02,Meridian Business Support,Environment and Comm,Agency Fees
Salford City Council,2012-02-01,601036756,7928.26,1321.38,6606.88,Meridian Business Support,Environment and Comm,Agency Fees
Salford City Council,2012-02-01,601036757,532.26,88.71,443.55,Meridian Business Support,Environment and Comm,Agency Fees
Salford City Council,2012-02-01,601036725,1169.30,194.88,974.42,Meridian Business Support,Environment and Comm,Agency Fees
Salford City Council,2012-02-01,601038946,7000.00,0,7000.00,Aim Habonim,Children's Services,Books & Periodicals
Salford City Council,2012-02-01,1600433127,2239.25,373.21,1866.04,Northgate Information Solutions,Customer and Support,Consult/Contractors
Salford City Council,2012-02-01,601040271,2592.37,0,2592.37,The White Room Consultancy Ltd,Chief Executives,Consult/Contractors
Salford City Council,2012-02-01,1600430959,2100.00,350,1750.00,Abca Systems,Sustainable Regeneration,Electricity
Salford City Council,2012-02-01,601040228,1688.35,251.46,1436.89,E On Uk Plc,Sustainable Regeneration,Electricity
Salford City Council,2012-02-01,30298399,703,0,703,Tesco Direct,Children's Services,Fixtures & Fittings
Salford City Council,2012-02-01,601040220,873.14,40.58,832.56,Southern Electric,Sustainable Regeneration,Gas
Salford City Council,2012-02-01,601038778,1177.99,9.13,1168.86,Refreshment Systems Ltd,Community Health & Social Care,General Resaleable Items
Salford City Council,2012-02-01,601040227,47317.50,0,47317.50,Salford Nhs Primary Care Trust,Customer and Support,Grants
Salford City Council,2012-02-01,601040177,6850.00,0,6850.00,Seedley & Langworthy Initiative,Community Health & Social Care,Grants
Salford City Council,2012-02-01,601040178,20550.00,0,20550.00,Seedley & Langworthy Initiative,Community Health & Social Care,Grants
Salford City Council,2012-02-01,601040201,12840.00,0,12840.00,The Broughton Trust,Children's Services,Grants
Salford City Council,2012-02-01,1600432859,6490.20,0,6490.20,Start In  Salford,Children's Services,Grants - External
Salford City Council,2012-02-01,601040263,1000.00,0,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-02-01,601040175,1068.00,178,890,Langford Roofing Ltd,Children's Services,Insurance
Salford City Council,2012-02-01,601036715,4400.00,0,4400.00,Simpsons Solicitors,Customer and Support,Liability Insurance
Salford City Council,2012-02-01,6000963533,1690.24,0,1690.24,Alexian Brothers Care Centre,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963567,1562.16,0,1562.16,Beechill Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963552,2982.20,0,2982.20,Bupa Care Services,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963551,5502.86,0,5502.86,Bupa Care Services,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963563,3213.20,0,3213.20,Cale Green Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963443,1494.08,0,1494.08,Carrington Court,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963525,7993.00,0,7993.00,Castlebeck Care (Teesdale) Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963524,17606.04,0,17606.04,Castlebeck Care (Teesdale) Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963526,4719.56,0,4719.56,Castlebeck Care (Teesdale) Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963483,2079.52,0,2079.52,Chataway Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963420,1780.64,0,1780.64,Chorlton Place Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963574,1387.92,0,1387.92,Eam Lodge,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963419,12000.00,0,12000.00,Equilibrium Healthcare Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963474,15769.88,0,15769.88,Equilibrium Healthcare Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963586,2041.32,0,2041.32,Fairhome Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963547,5982.00,0,5982.00,Fairwinds,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963577,1974.80,0,1974.80,Faversham House Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963439,1514.64,0,1514.64,Four Seasons Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963502,6182.87,0,6182.87,Grove Park,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963426,1494.08,0,1494.08,High Peak Lodge Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963504,1833.20,0,1833.20,Le Grand Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963554,2421.68,0,2421.68,Leonard Cheshire,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963503,1796.00,0,1796.00,Leyton Healthcare,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963558,2182.72,0,2182.72,Leyton Healthcare (No2) Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963482,680.6,0,680.6,Moston Grange Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963490,6928.76,0,6928.76,National Society For Epilepsy,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963465,1783.56,0,1783.56,Nazareth House Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963591,6878.43,0,6878.43,New Care Projects Llp,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963559,1758.08,0,1758.08,Park Homes (Uk) Ltd,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963488,1828.64,0,1828.64,Parklands Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963424,1700.72,0,1700.72,Queens Park Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963468,1569.76,0,1569.76,St Catherines Nursing Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963568,4968.60,0,4968.60,St George'S Care Centre,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963506,16136.80,0,16136.80,St Mary'S Continuing Care,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963584,1691.60,0,1691.60,Walldene Court,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,6000963436,1848.00,0,1848.00,Yanwath Care Home,Community Health & Social Care,Nursing Home
Salford City Council,2012-02-01,601038137,25000.00,0,25000.00,Manchester City Council,Sustainable Regeneration,Other Prof Fees
Salford City Council,2012-02-01,601040264,1428.50,0,1428.50,Redacted Personal Data,Environment and Comm,Other Prof Fees
Salford City Council,2012-02-01,1600430954,11600.00,0,11600.00,New Horizons (Stockport) Ltd,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433161,2990.26,0,2990.26,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433172,2990.26,0,2990.26,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433152,3198.58,0,3198.58,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433159,3198.58,0,3198.58,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433165,3198.58,0,3198.58,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433166,3198.58,0,3198.58,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433150,3358.23,0,3358.23,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433173,3376.83,0,3376.83,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433151,3377.14,0,3377.14,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433167,3377.14,0,3377.14,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433169,3377.14,0,3377.14,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433163,3554.46,0,3554.46,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433170,3554.46,0,3554.46,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433171,3554.46,0,3554.46,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,1600433174,3554.46,0,3554.46,Redacted Personal Data,Children's Services,Payts to Agencies
Salford City Council,2012-02-01,601040168,1394.10,232.35,1161.75,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
