Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2018-01-03,2205077315,6758426,0,6758426,NHS CCG,Public Health,Payments to H A
Salford City Council,2018-12-03,kjdmocjxb,512.03,13.68,498.35,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2018-12-03,nnzyjrhis,580.49,2.88,577.61,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2018-12-03,1600618532,2372.83,395.47,1977.36,British Telecommunications Plc,Capital Expenditure,Other Works
Salford City Council,2018-12-03,1600618550,1449,241.5,1207.5,Calibration & Consultancy Services,Place Directorate,Vehicle Maintenance
Salford City Council,2018-12-03,1600618494,823.2,137.2,686,Cheshire Woodlands Limited,Capital Expenditure,Works & Building
Salford City Council,2018-12-03,601220083,6900,1150,5750,Cushman& Wakefield Debenham Tie Lun,Place Directorate,Rents
Salford City Council,2018-12-03,601232151,15273.54,2545.59,12727.95,Cushman& Wakefield Debenham Tie Lun,Place Directorate,Other Prof Fees
Salford City Council,2018-12-03,601232150,41100.71,6850.12,34250.59,Cushman& Wakefield Debenham Tie Lun,Place Directorate,Other Prof Fees
Salford City Council,2018-12-03,601231042,1379.9,229.98,1149.92,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-12-03,601232145,1775.66,295.94,1479.72,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-12-03,601232139,2705.1,450.85,2254.25,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-12-03,1600617419,798,133,665,Door Repair Service  Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-12-03,1600617790,703.23,117.21,586.02,F. R. Sharrock Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2018-12-03,1600617202,2280,0,2280,First Group Plc - First Manchester,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-12-03,1600618348,27246.17,4541.03,22705.14,Herbert T Forrest,Capital Expenditure,Works & Building
Salford City Council,2018-12-03,1600618260,592.74,98.79,493.95,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2018-12-03,1600617149,2950,0,2950,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2018-12-03,zhirgtolt,758.4,0,758.4,Manchester Cabins,Place Directorate,Rents
Salford City Council,2018-12-03,1600617150,2145.79,357.63,1788.16,Mitie Security Ltd,Service Reform (Corp Bus & Transform),BuildingSecurity/Eqt
Salford City Council,2018-12-03,601232172,908.82,151.47,757.35,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601232175,1292.54,215.42,1077.12,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231246,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601232174,1497.72,249.62,1248.1,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231245,1508.65,251.44,1257.21,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601232173,1512.76,252.13,1260.63,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231243,1523.66,253.94,1269.72,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231242,1537.7,256.28,1281.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231244,1544.18,257.36,1286.82,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601231240,1591.7,265.28,1326.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601232171,1603.82,267.3,1336.52,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,601232176,1613,268.83,1344.17,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,1600617240,532.75,88.79,443.96,Nisbets,Place Directorate,Equipment Purchase
Salford City Council,2018-12-03,601232141,1438.12,239.69,1198.43,Non Stop Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,1600618563,1314.42,219.07,1095.35,Pressure Coolers Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2018-12-03,601232166,18300,3050,15250,Quorum Estates Pension Fund Ltd,Place Directorate,Rents
Salford City Council,2018-12-03,601230627,632.58,105.43,527.15,Rothwell Robinson Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint
Salford City Council,2018-12-03,601230631,3138,523,2615,Rothwell Robinson Ltd,People (Childrens) Service Group,Unclass Road Maint
Salford City Council,2018-12-03,601232191,6386.5,0,6386.5,Salford Community Leisure Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-12-03,601232190,6935,0,6935,Salford Community Leisure Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-12-03,601232126,2808,468,2340,Siemens Plc,Place Directorate,Electricity
Salford City Council,2018-12-03,1600617585,7943.53,1323.92,6619.61,Softcat Limited,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2018-12-03,1600617208,12000,2000,10000,Street Uk Services Ltd,Capital Expenditure,Other Works
Salford City Council,2018-12-03,601231649,1142.4,190.4,952,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-03,1600618565,623.04,103.84,519.2,Teleshore Ltd,Place Directorate,Gen Resaleable Items
Salford City Council,2018-12-03,gshnmfjqy,537.4,0,537.4,Virgin Trains,Service Reform (Corp Bus & Transform),Staff Travel
Salford City Council,2018-12-03,1600617148,600,100,500,Wakefield Machinery Ltd,Service Reform (Corp Bus & Transform),Equipment Hire
Salford City Council,2018-12-03,1600617204,4826,0,4826,Wargrave House Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-12-03,gkpfogrif,69066.41,0,69066.41,Water Plus,Place Directorate,Gas
Salford City Council,2018-12-03,1600617695,987.82,164.64,823.18,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-12-03,1600617696,1052.22,175.37,876.85,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-12-03,1600617694,3770.29,628.38,3141.91,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2018-12-04,1600617698,11303.33,0,11303.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-12-04,1600617215,11533.33,0,11533.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-12-04,601230619,530,0,530,All Green Garden Maintenance,People (Adults) - CHSC,Horticultural/GMaint
Salford City Council,2018-12-04,1600618600,3770,0,3770,Aqua Clenz,Capital Expenditure,Works & Building
Salford City Council,2018-12-04,1600618247,1674,279,1395,Barratt & Hughes,Capital Expenditure,Works & Building
Salford City Council,2018-12-04,yucupyeec,1212.36,60.6,1151.76,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2018-12-04,1600618657,2435.7,405.95,2029.75,British Telecommunications Plc,Capital Expenditure,Other Works
Salford City Council,2018-12-04,1600618656,3954.72,659.12,3295.6,British Telecommunications Plc,Capital Expenditure,Other Works
Salford City Council,2018-12-04,1600618131,4416,736,3680,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-12-04,1600618498,4692,782,3910,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-12-04,1600617322,528,88,440,Churches Fire Security Ltd,Place Directorate,UV Day to Day
Salford City Council,2018-12-04,1600617775,620,80,540,Defensive Driver Training Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-12-04,1600617774,2584,384,2200,Defensive Driver Training Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2018-12-04,1600618310,961.07,160.18,800.89,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-12-04,1600618308,2509.69,418.28,2091.41,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-12-04,601232447,5766,961,4805,Good Sense (Conflict Resolution)Tra,People (Childrens) Service Group,Training expenses
Salford City Council,2018-12-04,1600617207,5827.56,971.26,4856.3,Insight Direct (Uk) Limited,People (Childrens) Service Group,Cmputer Eqt purchase
Salford City Council,2018-12-04,1600617231,2517.6,419.6,2098,James Leckey Design Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-12-04,1600617768,627.4,96.24,531.16,Lightoaks Garage,Place Directorate,Vehicle Maintenance
Salford City Council,2018-12-04,1600617230,7713,0,7713,Manchester City Council,Capital Expenditure,Other Works
Salford City Council,2018-12-04,601232425,1166.04,194.34,971.7,Non Stop Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-04,601232427,1399.25,233.21,1166.04,Non Stop Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-12-04,601232478,1055,0,1055,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2018-12-04,601232459,40000,0,40000,Peel Media Ltd,Place Directorate,Service Tenancies
Salford City Council,2018-12-04,601232458,59624.28,9937.38,49686.9,Peel Media Ltd,Place Directorate,Service Tenancies
Salford City Council,2018-12-04,1600618598,1295739.95,225.61,1295514.34,Pendleton Together Operating Ltd,Place Directorate,Unitary Charge
Salford City Council,2018-12-04,601231780,2218.21,369.7,1848.51,Reach Publishing Services Ltd,Capital Expenditure,Legal Fees
Salford City Council,2018-12-04,601230275,518.34,86.39,431.95,Salix Homes Limited,People (Adults) - CHSC,Interpreter/translat
Salford City Council,2018-12-04,1600617789,633.8,105.63,528.17,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
