Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-06-01,601191904,6483,0,6483,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2017-06-01,601192574,6170.5,0,6170.5,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-06-01,601192919,1110,185,925,Axcis Education Recruitment,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193384,864,144,720,Societe Generale Equipment Fin Ltd,Environment and Community Safety,Veh Operating Leases
Salford City Council,2017-06-01,601193387,5306.9,882,4424.9,Redacted Data,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193388,3540.5,588,2952.5,Redacted Data,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193405,827.34,137.89,689.45,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193406,750,125,625,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193408,600,100,500,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193411,5389.8,898.3,4491.5,Keoghs Llp,Corporate Business,Liability Insurance
Salford City Council,2017-06-01,601193412,1058.4,0,1058.4,Greater Manchester Fire,Children's Services,Other Prof Fees
Salford City Council,2017-06-01,601193432,3335.04,555.84,2779.2,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-06-01,601193457,9240,0,9240,Forbes Solicitors,Corporate Business,Other Prof Fees
Salford City Council,2017-06-01,601193458,3126,0,3126,Redacted Data,Corporate Business,Liability Insurance
Salford City Council,2017-06-01,601193459,3126,0,3126,Redacted Data,Corporate Business,Liability Insurance
Salford City Council,2017-06-01,601193460,3684,0,3684,Redacted Data,Corporate Business,Liability Insurance
Salford City Council,2017-06-01,601193461,2780.37,0,2780.37,Department Of Work & Pensions,Corporate Business,Liability Insurance
Salford City Council,2017-06-01,601193473,328000,0,328000,Tughans,Capital Expenditure,Improvement Grants
Salford City Council,2017-06-01,1600584865,1287.98,214.66,1073.32,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2017-06-01,1600584867,741.25,123.54,617.71,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2017-06-01,1600585058,1680,280,1400,Lancashire County Council,Children's Services,Training
Salford City Council,2017-06-01,1600585063,3352.12,0,3352.12,NHS Salford CCG,Corporate Business,Sals & Wags Realloc
Salford City Council,2017-06-01,1600585078,1600,0,1600,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2017-06-01,1600585158,145833.33,0,145833.33,Royal Bolton Hospital NHS,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-06-01,1600585274,1299.3,216.55,1082.75,Andrew Horner & Son Ltd,Children's Services,Building Rep & Maint
Salford City Council,2017-06-01,1600585294,554.32,92.39,461.93,Xma Ltd,Children's Services,Computer Equipment
Salford City Council,2017-06-01,1600585308,540,90,450,Concordia Education & Training Llp,Children's Services,Training expenses
Salford City Council,2017-06-01,1600585525,1236,206,1030,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2017-06-01,1600585599,1980,330,1650,Behavioural Insights Ltd,Corporate Business,Training
Salford City Council,2017-06-01,1600585691,25509.44,4251.57,21257.87,Mast Lift Project Co (No2) Ltd,Corporate Business,Rents
Salford City Council,2017-06-01,1600585692,39123.76,6520.63,32603.13,Mast Lift Project Co (No2) Ltd,Corporate Business,Rents
Salford City Council,2017-06-01,1600585694,42261.58,7043.6,35217.98,Mast Lift Project Co (No2) Ltd,Corporate Business,Rents
Salford City Council,2017-06-01,1600585700,750,0,750,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-01,1600585841,1853.18,308.86,1544.32,Mitie Security Ltd,Corporate Business,Security/Equipment
Salford City Council,2017-06-01,1600585843,4800,800,4000,Civica Uk Ltd,"Community, Health & Social Care",Computer Software
Salford City Council,2017-06-01,1600585910,947.3,0,947.3,Nasen,Children's Services,Training
Salford City Council,2017-06-01,1600585911,856,0,856,Nasen,Children's Services,Training
Salford City Council,2017-06-01,1600585932,713.35,118.89,594.46,Alliance Disposables Ltd,Environment and Community Safety,Catering Materials
Salford City Council,2017-06-01,1600586392,11682,1947,9735,White Line Services Internation Ltd,Capital Expenditure,Other Works
Salford City Council,2017-06-01,1600586396,33100,5516.67,27583.33,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-06-01,1600586398,10428.48,0,10428.48,The Manchester College,Children's Services,Pupil Assistance
Salford City Council,2017-06-01,1600586452,36000,6000,30000,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2017-06-01,1600586600,900,0,900,Caci - Social Software Ltd,Children's Services,Computer Maintenance
Salford City Council,2017-06-01,1600586604,1080,180,900,Caci - Social Software Ltd,Children's Services,Computer Maintenance
Salford City Council,2017-06-01,2204678912,5762425,0,5762425,NHS CCG,"Community, Health & Social Care",Payments to Health Authority
Salford City Council,2017-06-01,6002293036,532.5,0,532.5,Living Ambitions-Moving On Up,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2017-06-01,6002293050,2175,0,2175,Redacted Data,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2017-06-01,dmsxqqfgn,855.9,0,855.9,Creamline Dairies Traffor,Environment and Community Safety,Food and refreshments,,,,,,,,,,,,W3551,5688,,,,,,,dmsxqqfgn
Salford City Council,2017-06-01,rwndnnygd,1669.73,0,1669.73,Quayside Bakery,Environment and Community Safety,Food and refreshments,,,,,,,,,,,,W3551,5688,,,,,,,rwndnnygd
Salford City Council,2017-06-02,601192032,1248,208,1040,W T Gunson,Environment and Community Safety,Rents
Salford City Council,2017-06-02,601192930,3029.4,504.9,2524.5,P. Mcguinness & Company Ltd,Capital Expenditure,Other Works
Salford City Council,2017-06-02,601192932,807,134.5,672.5,Citizens Advice Bureau,Corporate Business,Consult/Contractors
Salford City Council,2017-06-02,601193027,5000,0,5000,The Jewel Foundation,Corporate Business,Payts to Agencies
Salford City Council,2017-06-02,601193049,2273.02,378.84,1894.18,Virgin Media Business,Corporate Business,Telephones & Fax
Salford City Council,2017-06-02,601193354,600,100,500,Salford Royal Nhs Foundation Trust,Chief Executives,Marketing/Publicity
Salford City Council,2017-06-02,601193379,1600,0,1600,Mind In Salford,Children's Services,Training expenses
Salford City Council,2017-06-02,601193380,1600,0,1600,Mind In Salford,Children's Services,Training expenses
Salford City Council,2017-06-02,601193478,708.9,118.15,590.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-06-02,601193519,5105.64,843.65,4261.99,Virgin Media Business,Corporate Business,Telephones & Fax
Salford City Council,2017-06-02,601193522,7500,0,7500,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193523,7500,0,7500,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193528,695,0,695,Redacted Data,Corporate Business,Liability Insurance
Salford City Council,2017-06-02,601193533,637,0,637,Department Of Work & Pensions,Corporate Business,Liability Insurance
Salford City Council,2017-06-02,601193534,561.6,0,561.6,Auntie Stephs Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193535,561.6,0,561.6,Auntie Stephs Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193536,561.6,0,561.6,Fun4All Cic,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193541,702,0,702,Fledglings (Irlam) Limited,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193542,561.6,0,561.6,Happy Feet Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193543,561.6,0,561.6,Happy Feet Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193547,561.6,0,561.6,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193548,1404,0,1404,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193549,561.6,0,561.6,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193551,1267.2,0,1267.2,Ladybird Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193552,748.8,0,748.8,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193555,561.6,0,561.6,Little Explorers Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193556,936,0,936,Precious Little Ones Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193557,1123.2,0,1123.2,Precious Little Ones Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193558,561.6,0,561.6,Clk Childcare Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-06-02,601193559,748.8,0,748.8,Clk Childcare Ltd,Children's Services,Payts to Agencies
