Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-05-01,601051759,1174.56,195.76,978.80,Hays Education,Children's Services,Agency Fees
Salford City Council,2012-05-01,1600439917,1056.00,176.00,880.00,Hewden Stuart Plc,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2012-05-01,601053214,1170.00,195.00,975.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2012-05-01,1600440280,908.24,151.38,756.86,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2012-05-01,1600438195,10497.60,1749.60,8748.00,Viglen,Sustainable Regeneration,Computer Equipment
Salford City Council,2012-05-01,1600438263,2280.00,380.00,1900.00,Northgate Information Solutions,Customer and Support Services,Computer Maintenance
Salford City Council,2012-05-01,601050107,6900.00,0.00,6900.00,L.  A.  Furness,Children's Services,Consult/Contractors
Salford City Council,2012-05-01,601052861,4559.04,759.84,3799.20,Tpas Ltd,Sustainable Regeneration,Consult/Contractors
Salford City Council,2012-05-01,1600438216,2919.94,486.66,2433.28,Logotech Systems,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2012-05-01,1600438410,840.00,140.00,700.00,Harvest Healthcare,Community Health & Social Care,Disability Equipment
Salford City Council,2012-05-01,1600438217,1077.60,179.60,898.00,James Leckey Design Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-05-01,1600438212,931.20,155.20,776.00,Teal Patents Ltd,Community Health & Social Care,Equipment Purchase
Salford City Council,2012-05-01,601053208,1532.40,255.40,1277.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2012-05-01,601053212,1532.40,255.40,1277.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2012-05-01,601053434,1473.60,245.60,1228.00,Whitefern Ltd,Sustainable Regeneration,Furniture
Salford City Council,2012-05-01,601053262,1381.00,0.00,1381.00,Smt Rugby League,Community Health & Social Care,Grants
Salford City Council,2012-05-01,601053263,1773.50,0.00,1773.50,Smt Rugby League,Community Health & Social Care,Grants
Salford City Council,2012-05-01,2203126955,672.00,112.00,560.00,Event Hire,Corporate,Hire of tables
Salford City Council,2012-05-01,601053213,696.00,116.00,580.00,Applied Language Solutions,Sustainable Regeneration,Interpreter/translation
Salford City Council,2012-05-01,601053226,13500.00,0.00,13500.00,Forster Dean Ltd,Customer and Support Services,Liability Insurance
Salford City Council,2012-05-01,601053274,2028.47,338.08,1690.39,Development And Construction,Chief Executives,Other Prof Fees
Salford City Council,2012-05-01,601053275,559.99,93.33,466.66,Peel Media Ltd,Chief Executives,Other Prof Fees
Salford City Council,2012-05-01,601053228,121690.80,0.00,121690.80,Salford Community Leisure Ltd,Children's Services,Other Prof Fees
Salford City Council,2012-05-01,601050764,2874.00,0.00,2874.00,Stockport M.B.C.,Children's Services,Other Prof Fees
