Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-03-02,601136354,502.22,0.00,502.22,Royal Bolton Hospital Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-03-02,601136382,508.46,80.51,427.95,Mainline Wholesalers Limited,Environment and Community Safety,Provisions
Salford City Council,2015-03-02,1600529663,517.72,86.29,431.43,Rbs Invoice Finance Limited,Sustainable Regeneration,Prog Maint & Works
Salford City Council,2015-03-02,1600528971,525.60,87.60,438.00,G Jones Builders,Children's Services,Building Rep & Maint
Salford City Council,2015-03-02,601136379,533.40,88.90,444.50,Print Image Network Ltd,Customer and Support Services,Printing & Photocopying
Salford City Council,2015-03-02,1600529213,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-03-02,1600529509,599.04,99.84,499.20,Arco Limited,Environment and Community Safety,Clothing & Uniforms
Salford City Council,2015-03-02,601136366,600.00,100.00,500.00,Lamas Thermaclad Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-03-02,1600530207,612.00,102.00,510.00,Soft Surfaces Limited,Environment and Community Safety,Materials
Salford City Council,2015-03-02,601136398,654.00,0.00,654.00,Redacted Data,"Community, Health & Social Care",Carers Respite
Salford City Council,2015-03-02,601136368,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-03-02,601136451,679.20,0.00,679.20,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2015-03-02,1600530176,686.40,114.40,572.00,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-03-02,601135686,815.00,2.50,812.50,The Award Scheme Ltd,Children's Services,Training expenses
Salford City Council,2015-03-02,601135083,816.00,136.00,680.00,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2015-03-02,601135743,843.44,40.56,802.88,Co-Operative Pharmacy Branch 220483,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-03-02,601134917,900.00,0.00,900.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2015-03-02,1600529594,996.65,151.00,845.65,Redacted Data,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-03-02,601136357,1000.00,0.00,1000.00,Lester Aldridge,Customer and Support Services,Liability Insurance
Salford City Council,2015-03-02,601136360,1002.90,0.00,1002.90,Cambian Signpost Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,1600530166,1320.00,220.00,1100.00,Comtreat Ltd,Customer and Support Services,Equipment Maint'ce
Salford City Council,2015-03-02,601136380,1361.50,0.00,1361.50,Albion Cooked Meats Limited,Environment and Community Safety,Provisions
Salford City Council,2015-03-02,1600528269,1445.00,170.00,1275.00,Alzheimers Society,"Community, Health & Social Care",Training expenses
Salford City Council,2015-03-02,1600528046,1518.78,253.13,1265.65,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2015-03-02,601134711,1862.33,310.39,1551.94,Vodafone Formerly Cable & Wireless,Customer and Support Services,Telephones & Fax
Salford City Council,2015-03-02,601136359,2404.16,0.00,2404.16,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,601135084,2448.00,408.00,2040.00,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2015-03-02,601134837,2500.00,416.67,2083.33,Northgate Information Solutions,Customer and Support Services,IT  Licence Fee
Salford City Council,2015-03-02,601135540,2880.00,480.00,2400.00,Rbs Invoice Finance Limited,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,601136371,3054.00,504.00,2550.00,Redacted Data,Children's Services,Agency Fees
Salford City Council,2015-03-02,1600528116,3111.92,0.00,3111.92,Excel Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,601136404,3188.37,0.00,3188.37,Caterpillar Corner,Children's Services,Grants
Salford City Council,2015-03-02,601135388,3431.10,571.85,2859.25,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-03-02,601136364,3454.33,0.00,3454.33,Compass Fostering Nw Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,601136365,3845.59,147.91,3697.68,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-03-02,601136142,4410.00,735.00,3675.00,The Mailing Room Finance Ltd,Customer and Support Services,Equipment Leasing
Salford City Council,2015-03-02,601136143,4410.00,735.00,3675.00,The Mailing Room Finance Ltd,Customer and Support Services,Equipment Leasing
Salford City Council,2015-03-02,601136144,4410.00,735.00,3675.00,The Mailing Room Finance Ltd,Customer and Support Services,Equipment Leasing
Salford City Council,2015-03-02,601136145,4410.00,735.00,3675.00,The Mailing Room Finance Ltd,Customer and Support Services,Equipment Leasing
