Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-04-01,6003021192,600.00,0.00,600.00,Kevin Booth Painting,People (Adults) - CHSC,Other Prof Fees
Salford City Council,2020-04-01,601269709,5099.88,849.98,4249.90,Nhs Salford Ccg,Public Health,Payts to Agencies
Salford City Council,2020-04-01,6003021167,1150.00,0.00,1150.00,Paypal *ff Cic,People (Childrens) Service Group,Advertising & Promtn
Salford City Council,2020-04-01,6003021183,2170.00,0.00,2170.00,Sure Removals Ltd,People (Adults) - CHSC,Removal Expenses
Salford City Council,2020-04-01,6003021165,880.00,0.00,880.00,The Assheton Arms Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,2020-04-02,6003018075,994.40,0.00,994.40,Adobe Creative Cloud,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-04-02,601269984,800.25,0.00,800.25,Beis Malka Beiz Girls-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601270110,2835.01,0.00,2835.01,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2020-04-02,601269902,653.40,0.00,653.40,Broughton Jewish Cassel Fox,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269901,1755.60,0.00,1755.60,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269866,1266.02,60.29,1205.73,Dyson Energy Services Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-04-02,601269987,654.75,0.00,654.75,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269904,648.45,0.00,648.45,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269905,710.60,0.00,710.60,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269999,800.25,0.00,800.25,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269923,1003.20,0.00,1003.20,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269907,648.45,0.00,648.45,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,6003018100,543.23,0.00,543.23,Hn Nuttall Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-04-02,601269993,509.25,0.00,509.25,Kerem Schlome Independent School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269912,501.60,0.00,501.60,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269917,526.50,0.00,526.50,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269916,783.30,0.00,783.30,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269915,1363.27,0.00,1363.27,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269995,4976.10,0.00,4976.10,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269921,501.60,0.00,501.60,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269998,1164.00,0.00,1164.00,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601270000,873.00,0.00,873.00,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269927,606.10,0.00,606.10,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269928,530.55,0.00,530.55,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601270005,1018.50,0.00,1018.50,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269890,25177.99,4196.33,20981.66,Peel Media Ltd,Place Directorate,Rents
Salford City Council,2020-04-02,601269889,155346.13,25891.02,129455.11,Peel Media Ltd,Place Directorate,Rents
Salford City Council,2020-04-02,601269882,19194.33,0.00,19194.33,Pontville School Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-04-02,601269884,20850.00,0.00,20850.00,Pontville School Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-04-02,6003018067,999.60,0.00,999.60,Pp*laclothing,Place Directorate,Clothing & Uniforms
Salford City Council,2020-04-02,601269992,509.25,0.00,509.25,Redacted Data Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601270027,800.00,0.00,800.00,Redacted Data Data,Place Directorate,Other Prof Fees
Salford City Council,2020-04-02,601270029,920.00,0.00,920.00,Redacted Data Data,Place Directorate,Other Prof Fees
Salford City Council,2020-04-02,601270025,1120.00,0.00,1120.00,Redacted Data Data,Place Directorate,Other Prof Fees
Salford City Council,2020-04-02,601270010,509.25,0.00,509.25,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,6003018104,34704.00,0.00,34704.00,Sis4ers Distillery,Service Reform (Corp Bus & Transform),Cleaning materials
Salford City Council,2020-04-02,601269883,3105.00,0.00,3105.00,Sms Coaching Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-04-02,601269913,1254.00,0.00,1254.00,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-04-02,601269994,2211.60,0.00,2211.60,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
