Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-08-01,1600632351,672.00,112.00,560.00,Achievement For All,People (Childrens) Service Group,Training expenses
Salford City Council,2019-08-01,1600630955,11303.34,0.00,11303.34,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-08-01,1600630956,8553.88,0.00,8553.88,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-08-01,1600630954,5971.91,0.00,5971.91,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-08-01,1600629494,11880.00,0.00,11880.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-08-01,1600631454,37877.70,6312.95,31564.75,Adullam Homes Housing Assoc Ltd,People (Childrens) Service Group,Pmts Reg Soc l'lords
Salford City Council,2019-08-01,601251135,1703.27,283.88,1419.39,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2019-08-01,1600632369,5156.35,859.39,4296.96,Blue Audio Visual Ltd,Place Directorate,Equipment Purchase
Salford City Council,2019-08-01,601250356,2094.07,0.00,2094.07,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-08-01,1600631380,813.48,135.58,677.90,Ciceley Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-08-01,kvvnmrsek,990.00,0.00,990.00,County Court,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-08-01,601249468,14439.00,0.00,14439.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-08-01,601249467,24910.00,0.00,24910.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-08-01,1600632371,36440.00,0.00,36440.00,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2019-08-01,1600630986,46845.28,7807.55,39037.73,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2019-08-01,601251148,720.00,0.00,720.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251150,724.30,0.00,724.30,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251143,998.00,0.00,998.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251151,1351.70,0.00,1351.70,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251141,1398.65,0.00,1398.65,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251152,1434.09,0.00,1434.09,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251149,2121.60,0.00,2121.60,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251145,5291.95,0.00,5291.95,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251146,18144.00,0.00,18144.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-08-01,601251118,534.99,89.17,445.82,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-01,601251122,646.84,107.81,539.03,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-01,601251124,663.12,110.52,552.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-01,601251125,746.70,124.45,622.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-01,601251121,747.42,124.57,622.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-01,1600632275,23940.00,3990.00,19950.00,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2019-08-01,1600632171,5760.00,960.00,4800.00,Langford Roofing Ltd,Capital Expenditure,Works & Building
Salford City Council,2019-08-01,1600631304,1584.00,264.00,1320.00,M & A Brown (Engravers) Ltd,Place Directorate,Equipment Purchase
Salford City Council,2019-08-01,1600630709,2718.79,453.13,2265.66,Manchester City Council,Capital Expenditure,Ext Fees-Other
Salford City Council,2019-08-01,1600631300,2750.00,0.00,2750.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-08-01,1600631192,1269.60,211.60,1058.00,Parentpay Ltd,Place Directorate,Computer Software
Salford City Council,2019-08-01,601251091,4187.20,697.87,3489.33,Peel Media Ltd,Capital Expenditure,Ext Fees-Other
Salford City Council,2019-08-01,601251098,19194.33,0.00,19194.33,Pontville School Limited,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-08-01,1600630728,555.60,92.60,463.00,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2019-08-01,oornbnjiv,655.27,0.00,655.27,Quayside Bakery,Place Directorate,Staff and Welfare Catering
Salford City Council,2019-08-01,601251155,523.15,0.00,523.15,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-08-01,1600632311,1100.00,0.00,1100.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-08-01,601251138,4366.00,0.00,4366.00,Salford Royal Nhs Foundation Trust,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2019-08-01,1600630974,502.20,83.70,418.50,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2019-08-01,1600631056,5000.00,0.00,5000.00,The Jewel Foundation,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-08-01,lurhkuqgb,739.86,123.31,616.55,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationary
Salford City Council,2019-08-01,vbxpmuhet,72459.49,0.00,72459.49,Www.Scottish.Southern.,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-08-02,1600631523,1926.00,0.00,1926.00,Arriva North West Plc,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2019-08-02,1600631636,3715.20,619.20,3096.00,Barcham Trees Plc,Place Directorate,Contractors
Salford City Council,2019-08-02,1600631638,1102.50,183.75,918.75,Bloom Procurement Services Ltd,Capital Expenditure,Ext Fees-Other
Salford City Council,2019-08-02,1600631305,1452.00,242.00,1210.00,Bold Communications Ltd,Place Directorate,Contractors
Salford City Council,2019-08-02,1600632417,1188.00,198.00,990.00,Carlton Fuels,Place Directorate,Vehicle Maintenance
Salford City Council,2019-08-02,1600632419,24604.80,4100.80,20504.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-08-02,601249103,852.00,142.00,710.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-08-02,1600631863,996.00,166.00,830.00,Concept Oils Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-08-02,1600631308,982.82,163.80,819.02,Cooper Buildbase,Place Directorate,Horticultural/GMaint
Salford City Council,2019-08-02,zrsxddgwn,18271.20,0.00,18271.20,Crown Energy,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-08-02,1600630819,3182.40,530.40,2652.00,Euro Label Printers Limited,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2019-08-02,601251229,501.60,83.60,418.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251233,568.81,94.80,474.01,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251230,663.12,110.52,552.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251239,783.89,130.65,653.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251219,844.61,140.77,703.84,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251224,870.62,145.11,725.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251225,924.80,154.14,770.66,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251223,1004.69,167.45,837.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251232,1057.64,176.27,881.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,601251226,1551.32,258.56,1292.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2019-08-02,1600632403,3885.00,0.00,3885.00,Gorse Hill Studios Creative Communi,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-08-02,1600630826,891.60,148.60,743.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2019-08-02,1600630827,902.40,150.40,752.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2019-08-02,1600632406,600.00,100.00,500.00,Lodge Tyre Co.Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-08-02,1600630828,820.00,0.00,820.00,Macmillan Cancer Support,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,2019-08-02,601251205,585.00,97.50,487.50,Quayside Bakery,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2019-08-02,601249108,750.00,125.00,625.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-08-02,601251169,2400.84,0.00,2400.84,Redacted Data,People (Adults) - CHSC,Money in Possession
Salford City Council,2019-08-02,1600631312,9882.92,0.00,9882.92,Royal Bolton Hospital NHS,Public Health,Payts to Agencies
Salford City Council,2019-08-02,1600631313,145833.33,0.00,145833.33,Royal Bolton Hospital NHS,Public Health,Payts to Agencies
Salford City Council,2019-08-02,1600631574,2365.00,0.00,2365.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-08-02,601251189,6528.77,0.00,6528.77,Tradition (Uk) Limited,Service Reform (Corp Bus & Transform),Debt Mgmt Expenses
Salford City Council,2019-08-02,1600630952,1314.00,219.00,1095.00,Transport For Greater Manchester,Capital Expenditure,Other Works
