Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2013-11-01,1600485964,2637.50,0.00,2637.50,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-11-01,1600485961,2505.50,0.00,2505.50,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-11-01,601101162,508.24,17.06,491.18,Refreshment Systems Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-11-01,1600484317,510.00,85.00,425.00,Gerald Simonds Healthcare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2013-11-01,601101076,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2013-11-01,1600486927,518.40,86.40,432.00,Nomix Enviro Ltd,Environment and Community Safety,Materials
Salford City Council,2013-11-01,601101142,550.00,0.00,550.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2013-11-01,1600485760,552.00,92.00,460.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-11-01,1600486842,561.84,93.64,468.20,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2013-11-01,601101138,563.06,0.00,563.06,Redacted Data,Community Health & Social Care,Refunds
Salford City Council,2013-11-01,1600486792,567.64,94.61,473.03,Gordons Of Bolton Ltd,Environment and Community Safety,Vehicle Fuel
Salford City Council,2013-11-01,601101139,601.22,0.00,601.22,Redacted Data,Community Health & Social Care,Refunds
Salford City Council,2013-11-01,601100705,604.80,100.80,504.00,Saltax Ltd,Children's Services,Children Act-Sect 17
Salford City Council,2013-11-01,1600485346,615.14,102.52,512.62,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-11-01,601101064,616.50,102.75,513.75,Airborne Environmental Consultants,Capital Expenditure,Works & Building
Salford City Council,2013-11-01,601100990,620.02,0.00,620.02,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-11-01,1600486924,631.20,105.20,526.00,Nomix Enviro Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2013-11-01,601101201,632.03,0.00,632.03,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485790,633.19,105.53,527.66,John Laing Integrated Services,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2013-11-01,1600484814,635.47,105.91,529.56,Warrington Truck Parts Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-11-01,1600484313,654.50,109.08,545.42,City Electrical Factors Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-11-01,1600485356,680.40,113.40,567.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-11-01,1600485968,680.40,113.40,567.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2013-11-01,601101203,763.62,0.00,763.62,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101202,833.80,0.00,833.80,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101198,833.80,0.00,833.80,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101204,833.80,0.00,833.80,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101165,842.16,0.00,842.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101192,843.68,0.00,843.68,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101197,843.68,0.00,843.68,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485815,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-11-01,601101166,862.16,0.00,862.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485816,875.90,0.00,875.90,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2013-11-01,601101199,899.08,0.00,899.08,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600486962,900.00,0.00,900.00,Global Tree Vision,Environment and Community Safety,Training expenses
Salford City Council,2013-11-01,1600484442,908.40,151.40,757.00,Greater Manchester Treestation,Environment and Community Safety,Equipment Purchase
Salford City Council,2013-11-01,601101196,943.14,0.00,943.14,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485747,959.82,159.97,799.85,Helping Hand Company,Community Health & Social Care,Disability Equipment
Salford City Council,2013-11-01,601101194,966.16,0.00,966.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101195,966.16,0.00,966.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101170,966.16,0.00,966.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101177,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101190,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101184,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101189,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101178,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101179,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101174,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101200,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101185,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101188,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101175,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101186,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101172,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101173,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101169,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101191,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101183,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101182,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101180,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101193,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101181,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101176,974.16,0.00,974.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485392,975.00,0.00,975.00,Redacted Personal Data,Children's Services,Non-Maint Spec Schls
Salford City Council,2013-11-01,601101168,982.16,0.00,982.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101187,1002.16,0.00,1002.16,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,601101057,1038.16,173.03,865.13,Morgan Hunt Public Sector Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-11-01,1600484441,1080.00,180.00,900.00,Simply Health,Community Health & Social Care,Disability Equipment
Salford City Council,2013-11-01,601101140,1190.00,0.00,1190.00,City West Housing Trust,Capital Expenditure,Tenants Rental
Salford City Council,2013-11-01,601101167,1222.88,0.00,1222.88,Redacted Data,Community Health & Social Care,Adult Placements
Salford City Council,2013-11-01,1600485847,1260.00,210.00,1050.00,The Mobile Sink Company,Office of the Chief Executive,Equipment Hire
Salford City Council,2013-11-01,601101234,1314.00,219.00,1095.00,Light Credit Ltd,Capital Expenditure,Works & Building
Salford City Council,2013-11-01,1600485814,1378.66,229.78,1148.88,Misco,Children's Services,External Audit Fees
Salford City Council,2013-11-01,601101123,1382.37,0.00,1382.37,Redacted Data,Community Health & Social Care,Refunds
Salford City Council,2013-11-01,1600485867,1431.25,0.00,1431.25,University Of Salford,Children's Services,Training expenses
Salford City Council,2013-11-01,601101118,1449.93,0.00,1449.93,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2013-11-01,1600485762,1515.80,0.00,1515.80,Broadoak Funeral Service,Community Health & Social Care,Funerals
Salford City Council,2013-11-01,601100576,1530.00,255.00,1275.00,Randstad Education Limited,Children's Services,Agency Fees
