Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-07-03,601195155,1320.00,220.00,1100.00,Prospero Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2017-07-03,601195156,1320.00,220.00,1100.00,Prospero Recruitment Ltd,Children's Services,Agency Fees
Salford City Council,2017-07-03,601195907,754.50,125.75,628.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-07-03,601195910,3352.14,558.69,2793.45,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-07-03,1600587199,794.88,132.48,662.40,Enterprise Flex E-Rent,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2017-07-03,1600587059,1963.51,327.25,1636.26,G4S Cash Solutions Uk Ltd,Environment and Community Safety,Cash in Transit Serv
Salford City Council,2017-07-03,1600588127,3476.40,579.40,2897.00,S & S Marquees Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2017-07-03,1600588129,800.00,0.00,800.00,Bizziekids,Children's Services,Day Care
Salford City Council,2017-07-03,1600588126,2570.86,428.48,2142.38,S & S Marquees Ltd,Corporate Business,Equipment Hire
Salford City Council,2017-07-03,1600587876,2400.00,400.00,2000.00,Alere Ltd,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2017-07-03,fpdradhhd,579.58,11.51,568.07,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-03,mwwjapxik,636.23,1.12,635.11,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-03,601195877,550.27,91.71,458.56,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,601195904,513.60,85.60,428.00,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,601195901,550.27,91.71,458.56,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,601195891,552.67,92.11,460.56,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,601195913,647.77,107.96,539.81,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,601195896,1038.32,173.05,865.27,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-07-03,1600586930,1235.52,205.92,1029.60,Granart Memorials,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2017-07-03,601195945,4639.20,0.00,4639.20,Redacted Data,Corporate Business,Grants
Salford City Council,2017-07-03,601195961,4639.20,0.00,4639.20,Redacted Data,Corporate Business,Grants
Salford City Council,2017-07-03,601195962,4639.80,0.00,4639.80,Uk Flood Barriers Ltd,Corporate Business,Grants
Salford City Council,2017-07-03,1600588128,1200.00,0.00,1200.00,Bizziekids,Children's Services,Hire of Facilities
Salford City Council,2017-07-03,1600588400,13782.00,2297.00,11485.00,Elior Uk Plc T/A Azure Ltd,Corporate Business,Hire of Facilities
Salford City Council,2017-07-03,601195960,2815.20,469.20,2346.00,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2017-07-03,1600587906,1740.00,290.00,1450.00,Plowman Craven Ltd,Office of the Chief Executive,Other Prof Fees
Salford City Council,2017-07-03,601195946,703.00,0.00,703.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-07-03,601195950,740.00,0.00,740.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-07-03,1600588531,22619.00,3769.83,18849.17,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2017-07-03,601195952,7502.40,0.00,7502.40,Street Uk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2017-07-03,1600586931,3831.71,638.62,3193.09,Wdm Ltd,Capital Expenditure,Other Works
Salford City Council,2017-07-03,1600588529,2900.00,0.00,2900.00,Gaddum Centre,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-07-03,1600588522,5750.00,0.00,5750.00,Gaddum Centre,Children's Services,Payts to Agencies
Salford City Council,2017-07-03,1600587896,1008.37,168.06,840.31,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2017-07-03,601195958,1230.00,0.00,1230.00,Paypoint Plc,Sustainable Regeneration,Premises Insurance
Salford City Council,2017-07-03,1600587889,49956.00,8326.00,41630.00,Healthwatch Salford,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2017-07-03,1600587699,936.00,156.00,780.00,Cipfa Nw & N.Wales Audit Group,Corporate Business,Training expenses
Salford City Council,2017-07-03,1600587536,2443.20,407.20,2036.00,Door Care & Security,Sustainable Regeneration,UV Dec&Flr
Salford City Council,2017-07-04,601195985,744.36,124.06,620.30,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2017-07-04,601195980,1110.00,185.00,925.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2017-07-04,1600588561,1146.26,191.04,955.22,Horticon Limited,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2017-07-04,601195983,780.82,0.00,780.82,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2017-07-04,601195984,3753.42,0.00,3753.42,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2017-07-04,1600588242,564.00,94.00,470.00,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2017-07-04,1600588324,1315.20,219.20,1096.00,Seddons (Plant & Engineers Ltd),Environment and Community Safety,Equipment Purchase
Salford City Council,2017-07-04,xhhokgnqj,584.25,5.72,578.53,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-04,plpxwfjjt,608.58,0.00,608.58,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-04,xysikhybv,669.31,7.99,661.32,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-04,acurtnobv,704.88,0.00,704.88,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-07-04,601196026,4640.00,0.00,4640.00,Crocodile Flood Solutions Ltd,Corporate Business,Grants
Salford City Council,2017-07-04,601196017,4966.06,0.00,4966.06,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196008,6173.88,0.00,6173.88,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196015,8582.32,0.00,8582.32,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196010,12480.40,0.00,12480.40,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196024,8400.00,0.00,8400.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196019,2699.52,0.00,2699.52,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196013,2292.62,0.00,2292.62,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601196022,5354.04,0.00,5354.04,Wright Build Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-07-04,601195000,2845.80,474.30,2371.50,Trinity Mirror Publishing Ltd,Capital Expenditure,Legal Fees
Salford City Council,2017-07-04,601195972,4970.40,828.40,4142.00,Career Connect,Children's Services,Other Prof Fees
Salford City Council,2017-07-04,1600585300,2553.72,0.00,2553.72,Salford Royal Nhs Foundation Trust,Corporate Business,Other Prof Fees
Salford City Council,2017-07-04,1600585302,8400.00,1400.00,7000.00,Salford Royal Nhs Foundation Trust,Corporate Business,Other Prof Fees
Salford City Council,2017-07-04,1600585301,10166.66,0.00,10166.66,Salford Royal Nhs Foundation Trust,Corporate Business,Other Prof Fees
Salford City Council,2017-07-04,1600587394,1277.18,212.86,1064.32,Orbis Protect Ltd,Capital Expenditure,Other Works
Salford City Council,2017-07-04,1600588628,20618.70,0.00,20618.70,Great Places Housing Association,Children's Services,Payts to Agencies
Salford City Council,2017-07-04,1600588183,1543.60,257.26,1286.34,Horticon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2017-07-04,1600587064,696.82,116.14,580.68,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2017-07-04,1600587057,824.60,137.43,687.17,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2017-07-04,1600587058,5726.66,954.44,4772.22,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2017-07-04,bjihbyveu,1493.04,248.84,1244.20,Contact Photographic S,Corporate Business,Printing & Photocopying
Salford City Council,2017-07-04,601194775,1596.00,0.00,1596.00,Better Tuition,Children's Services,Pupil Assistance
Salford City Council,2017-07-04,601195979,780.00,0.00,780.00,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2017-07-04,1600588562,10934.41,1822.40,9112.01,Enviro Technology Services Plc,Environment and Community Safety,Sampling
Salford City Council,2017-07-04,1600588633,70014.00,11669.00,58345.00,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2017-07-04,1600588632,1309308.60,218218.10,1091090.50,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2017-07-04,1600588216,867.50,0.00,867.50,Lindsay Ollerton Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2017-07-04,1600587287,1380.00,0.00,1380.00,Stagecoach Services Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2017-07-04,1600587475,1186.32,197.72,988.60,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2017-07-05,601195736,528.00,88.00,440.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-07-05,601195737,1344.00,224.00,1120.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-07-05,601195133,1248.00,208.00,1040.00,The School Of Military Ltd,Children's Services,Class Supplies Capit
Salford City Council,2017-07-05,1600588672,5183.28,863.88,4319.40,Pogu Ltd,Sustainable Regeneration,Clothing & Uniforms
Salford City Council,2017-07-05,1600587483,836.35,139.39,696.96,G Jones Builders Ltd,Office of the Chief Executive,Dev Servs Day to Day
