Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-05-02,601191119,888.00,148.00,740.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2017-05-02,601191120,1110.00,185.00,925.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2017-05-02,601189820,2070.00,345.00,1725.00,Redacted Data,Children's Services,Agency Fees
Salford City Council,2017-05-02,1600584020,745.20,124.20,621.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2017-05-02,1600584021,745.20,124.20,621.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2017-05-02,1600584608,1035.24,172.54,862.70,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2017-05-02,jjtfonwsb,1340.00,0.00,1340.00,Www.Edofe.Org,Children's Services,Clothing & Uniforms
Salford City Council,2017-05-02,1600583742,6000.00,1000.00,5000.00,Northgate Public Services (Uk) Ltd,Corporate Business,Computer Software
Salford City Council,2017-05-02,601191106,1141.60,190.27,951.33,Rm Education Plc,Children's Services,Computer Software
Salford City Council,2017-05-02,1600583735,29640.00,4940.00,24700.00,Brian Farrington Ltd,"Community, Health & Social Care",Consult/Contractors
Salford City Council,2017-05-02,1600583718,12428.40,2071.40,10357.00,Mitie Security Ltd,Environment and Community Safety,Contractors
Salford City Council,2017-05-02,1600583719,12429.08,2071.51,10357.57,Mitie Security Ltd,Environment and Community Safety,Contractors
Salford City Council,2017-05-02,1600584183,720.00,120.00,600.00,G Jones Builders Ltd,Children's Services,Dev Servs Day to Day
Salford City Council,2017-05-02,601191082,900.00,150.00,750.00,Ad Hoc Property Management Ltd,Children's Services,Equipment Hire
Salford City Council,2017-05-02,1600584697,264161.38,44026.90,220134.48,Idverde Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2017-05-02,qqsmxoimw,679.53,1.89,677.64,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-05-02,bjxsobfxt,508.44,3.23,505.21,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-05-02,tstphoksx,653.49,50.00,603.49,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-05-02,nivyegtbk,1185.33,80.09,1105.24,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-05-02,gchtfwbfk,510.72,0.00,510.72,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-05-02,kkuxmenfx,2166.75,0.00,2166.75,Alan Gregory Music,Children's Services,General Resaleable Items
Salford City Council,2017-05-02,1600584278,5670.00,945.00,4725.00,Capita Business Services Ltd,Corporate Business,IT  Licence Fee
Salford City Council,2017-05-02,1600584595,8445.43,1407.57,7037.86,Ncer Cic,Corporate Business,IT  Licence Fee
Salford City Council,2017-05-02,1600584670,1195.50,0.00,1195.50,Redacted Data,Children's Services,Materials
Salford City Council,2017-05-02,1600584698,92773.38,15462.23,77311.15,P Casey & Co Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2017-05-02,1600584514,1040.00,0.00,1040.00,Binoh Of Manchester,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191075,6833.33,0.00,6833.33,Cambian Childcare Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191071,12666.67,0.00,12666.67,Cambian Childcare Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191073,12666.67,0.00,12666.67,Cambian Childcare Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191070,19194.33,0.00,19194.33,Cedar House School & Lowgate Hs Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,1600583723,4960.00,0.00,4960.00,New Park High School,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191076,19194.33,0.00,19194.33,Pontville School Limited,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191077,19194.00,0.00,19194.00,Witherslack Group,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601191069,21145.00,0.00,21145.00,Witherslack Group,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-05-02,601189907,2741.40,456.90,2284.50,Eversheds Sutherland (Inter) Llp,Office of the Chief Executive,Other Prof Fees
Salford City Council,2017-05-02,1600583825,800.00,0.00,800.00,Tandem Theatre,Children's Services,Other Prof Fees
Salford City Council,2017-05-02,601191099,1080.00,180.00,900.00,The School Of Military Ltd,Children's Services,Other Prof Fees
Salford City Council,2017-05-02,1600584685,917.28,152.88,764.40,Dlp Services Northern Ltd,Capital Expenditure,Other Works
Salford City Council,2017-05-02,1600583539,5318.93,886.49,4432.44,Groundwork Landscapes Ltd,Capital Expenditure,Other Works
Salford City Council,2017-05-02,1600584344,3768.00,628.00,3140.00,J A Finnerty Ltd,Capital Expenditure,Other Works
Salford City Council,2017-05-02,1600583746,558.00,93.00,465.00,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2017-05-02,1600584696,90482.09,15080.35,75401.74,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2017-05-02,601191037,631.80,0.00,631.80,Adoption Matters,Children's Services,Payts to Agencies
Salford City Council,2017-05-02,601191038,715.00,0.00,715.00,Adoption Matters,Children's Services,Payts to Agencies
Salford City Council,2017-05-02,1600583711,1200.00,0.00,1200.00,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-05-02,1600584168,330394.17,0.00,330394.17,Gmw Mental Health Nhs Ft,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-05-02,1600584602,66392.00,0.00,66392.00,Salford Community & Voluntary Serv,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-05-02,601191125,4307.23,0.00,4307.23,Cleggs Chilled Food Service,Environment and Community Safety,Provisions
Salford City Council,2017-05-02,601191112,1035.00,0.00,1035.00,Marmion (Taxis),Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191130,532.00,0.00,532.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191057,5946.30,0.00,5946.30,Schools Direct,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191056,7171.14,0.00,7171.14,Schools Direct,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191065,6340.00,0.00,6340.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191064,8740.00,0.00,8740.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191066,8740.00,0.00,8740.00,T'Mimei Lev,Children's Services,Pupil Assistance
Salford City Council,2017-05-02,601191067,8740.00,0.00,8740.00,T'Mimei Lev,Children's Services,Pupil Assistance
