Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-09-01,37613588,780.31,0.00,780.31,Abbey Hotel,Sustainable Regeneration,Support For the Homeless
Salford City Council,2012-09-03,1600447245,540.00,90.00,450.00,Adass,Community Health & Social Care,Conferences/Seminars
Salford City Council,2012-09-03,1600447364,674.80,112.47,562.33,Adt Fire And Security Plc,Community Health & Social Care,Security/Equipment
Salford City Council,2012-09-03,1600448829,595.00,0.00,595.00,Alternative Bike Co,Community Health & Social Care,Equipment Purchase
Salford City Council,2012-09-03,601066411,525.00,0.00,525.00,Am Property Management (Services) L,Sustainable Regeneration,Removal Expenses
Salford City Council,2012-09-03,601066410,626.40,104.40,522.00,Applied Language Solutions,Sustainable Regeneration,Interpreter/translation
Salford City Council,2012-09-03,1600447144,900.00,150.00,750.00,Azure Support Services Ltd,Environment and Community Safety,Books & Periodicals
Salford City Council,2012-09-03,1600447118,1042.66,173.78,868.88,B.S.K. Landscapes,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2012-09-03,601066335,4650.00,0.00,4650.00,Bakers Personal Injury Solicitors,Customer & Support Services,Liability Insurance
Salford City Council,2012-09-03,601065081,4833.33,0.00,4833.33,Boldentime Ltd,Children's Services,Class Supplies Capit
Salford City Council,2012-09-03,601065082,4833.33,0.00,4833.33,Boldentime Ltd,Children's Services,Class Supplies Capit
Salford City Council,2012-09-03,37674348,603.14,18.64,584.50,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-09-03,37674374,622.31,15.29,607.02,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-09-03,37674373,502.54,8.56,493.98,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-09-03,601064633,796.92,132.82,664.10,British Gas Business,Children's Services,Gas
Salford City Council,2012-09-03,1600447484,18238.80,3039.80,15199.00,Capita Symonds Ltd,Sustainable Regeneration,Unclass Road Maint
