Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-07-01,1600564907,1533.60,255.60,1278.00,Bancroft Amenities Ltd,Capital Expenditure,Payments to Contractors
Salford City Council,2016-07-01,1600565366,9539.76,1589.96,7949.80,Chris Bramall Ltd,Capital Expenditure,Payments to Contractors
Salford City Council,2016-07-01,1600564680,750.00,0.00,750.00,Chris Dennison Consulting Ltd,Children's Services,Payments to Agencies
Salford City Council,2016-07-01,601169900,548.33,91.39,456.94,Circuit Electrical Testing Limited,Sustainable Regeneration,Equipment Repair
Salford City Council,2016-07-01,1600565363,4472.53,671.92,3800.61,Coram Baaf,Children's Services,Payments to Agencies
Salford City Council,2016-07-01,1600564312,1000.00,166.67,833.33,Covalent Software Ltd,"Community, Health & Social Care",Payments to Agencies
Salford City Council,2016-07-01,1600564639,915.60,152.60,763.00,Door Repair Service  Ltd,Sustainable Regeneration,UV Lift Maintenance
Salford City Council,2016-07-01,1600563824,6666.67,0.00,6666.67,Gmw Mental Health Foundation Trust,"Community, Health & Social Care",Payments to Agencies
Salford City Council,2016-07-01,1600564893,750.00,125.00,625.00,Gullivers Truck Hire Ltd,Environment and Community Health,Vehicle annual contract Hire (vms)
Salford City Council,2016-07-01,601169666,56202.78,9367.18,46835.60,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2016-07-01,1600564886,7196.62,1199.44,5997.18,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-07-01,1600564889,7196.62,1199.44,5997.18,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-07-01,1600565361,38779.56,6463.26,32316.30,John Turner Construction Group Ltd,Capital Expenditure,Works & Building
Salford City Council,2016-07-01,601169907,582.60,97.10,485.50,Lambert Smith Hampton,Capital Expenditure,Other Professional Fees
Salford City Council,2016-07-01,601169896,720.00,0.00,720.00,Leylands City Farm,Children's Services,Hire of Facilities
Salford City Council,2016-07-01,601167891,1200.00,0.00,1200.00,Mable Therapy Ltd,Children's Services,Other Professional Fees
Salford City Council,2016-07-01,601170015,520.00,0.00,520.00,Mount Chapel Church,Corporate Business,Hire of Facilities
Salford City Council,2016-07-01,1600564832,554.40,92.40,462.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Health,Vehicle annual contract Hire (vms)
