Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-05-01,2205292171,10298896.31.,2059779.26,8239117.05,Capita Bus Svs-Moto,Place Directorate,UV Management Fee
Salford City Council,2019-05-01,601242721,520.00,0.00,520.00,Csin Cic,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-05-01,1600627059,570.43,95.07,475.36,Northgate Vehicle Hire (Nw) Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-05-01,1600627070,600.00,100.00,500.00,Barry & Son Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-05-01,1600626521,610.30,101.72,508.58,Central Power Services Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2019-05-01,601242722,624.82,0.00,624.82,Employability Solutions Kirklees Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-05-01,1600626436,690.00,115.00,575.00,Vision For Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-05-01,1600626084,720.00,120.00,600.00,Transport For Greater Manchester,Place Directorate,Principal Road Maint
Salford City Council,2019-05-01,xxkjwicxq,753.73,125.62,628.11,Premier Paper Gp,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2019-05-01,1600626431,861.78,143.63,718.15,Solon Security,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-05-01,1600627072,882.96,147.16,735.80,Dennis Eagle Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-05-01,1600626148,982.08,163.68,818.40,Proactive Personnel Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-05-01,1600626435,1080.00,180.00,900.00,Vision For Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-05-01,1600627056,1275.60,212.60,1063.00,Freight Transport Association,Place Directorate,Vehicle Maintenance
Salford City Council,2019-05-01,lmtgkuqny,1517.52,11.07,1506.45,Hn Nuttall Ltd,Place Directorate,Food and refreshments
Salford City Council,2019-05-01,upkgjrbed,1544.16,0.00,1544.16,Quayside Bakery,Place Directorate,Food and refreshments
Salford City Council,2019-05-01,601242882,1639.55,273.26,1366.29,Reach Publishing Services Ltd,Place Directorate,Capital Expenses
Salford City Council,2019-05-01,1600626434,2399.11,399.85,1999.26,Solon Security,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-05-01,601243493,2520.00,420.00,2100.00,Tower Learning Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-05-01,1600626105,3115.38,519.23,2596.15,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2019-05-01,1600626382,3638.98,606.50,3032.48,Schofield & Sons,People (Childrens) Service Group,UV Day to Day
Salford City Council,2019-05-01,601243119,4000.00,0.00,4000.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-05-01,601242723,4069.20,678.20,3391.00,Apse,Place Directorate,Subscriptions
Salford City Council,2019-05-01,1600626115,4908.00,818.00,4090.00,Sauna Tech,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2019-05-01,1600626437,7048.80,1174.80,5874.00,Gbm Digital Technologies Ltd,People (Adults) - CHSC,Cmputer Eqt purchase
Salford City Council,2019-05-01,601243118,7250.00,0.00,7250.00,Jdp Educational Consultant Ltd,People (Childrens) Service Group,Consultants
Salford City Council,2019-05-01,1600626104,9582.00,0.00,9582.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-05-01,601243936,9932.16,0.00,9932.16,Street Uk Ltd Client Monies Account,Capital Expenditure,Other Works
Salford City Council,2019-05-01,1600626040,14933.02,2488.84,12444.18,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2019-05-01,601242064,16500.00,0.00,16500.00,Salford Foundation Ltd,People (Adults) - CHSC,Grants
Salford City Council,2019-05-01,1600626041,16570.75,2761.79,13808.96,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2019-05-01,601243813,26937.96,0.00,26937.96,Forviva,People (Adults) - CHSC,Rents
Salford City Council,2019-05-01,1600626039,37210.88,6201.81,31009.07,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
