Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-03-01,601044025,907.20,151.20,756.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2012-03-01,1600435389,11558.40,1926.40,9632.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2012-03-01,1600434058,664.56,92.76,571.80,C. I. E. H.,Environment and Community Safety,Books & Periodicals
Salford City Council,2012-03-01,1600433580,1023.60,170.60,853.00,North West Timber Treatment L,Capital Expenditure,Capital Expenses
Salford City Council,2012-03-01,1600435459,3533.45,588.91,2944.54,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2012-03-01,1600433604,2936.43,489.42,2447.01,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2012-03-01,1600433212,696.90,116.15,580.75,Cruden Property Services Ltd.,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2012-03-01,1600433046,751.20,125.20,626.00,Door Repair Service  Ltd,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2012-03-01,31374896,1111.23,0.00,1111.23,Lift Able Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-03-01,31374954,1013.20,0.00,1013.20,Lift Able Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-03-01,601041364,502.78,83.80,418.98,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2012-03-01,1600433582,931.37,155.23,776.14,Eaton Williams Group,Customer and Support Services,External Audit Fees
Salford City Council,2012-03-01,601044251,3600.00,600.00,3000.00,Turner & Townsend,Capital Expenditure,External Fees-Other
Salford City Council,2012-03-01,601044314,107649.31,17941.55,89707.76,Urban Vision Partnership Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2012-03-01,601041772,1686.66,281.11,1405.55,Barton Cleaning Services,Sustainable Regeneration,Furniture
Salford City Council,2012-03-01,601041673,1072.02,178.67,893.35,Normans Burton Upon Trent Ltd,Children's Services,Gen Resaleable Items
Salford City Council,2012-03-01,601044297,8000.00,0.00,8000.00,Citizens Advice Bureau,Customer and Support Services,Grants
Salford City Council,2012-03-01,601044317,7247.00,0.00,7247.00,Combined Hospitals,Community Health & Social Care,Grants
Salford City Council,2012-03-01,601042277,1650.00,0.00,1650.00,Redacted Personal Data,Community Health & Social Care,Home Helps
Salford City Council,2012-03-01,601044284,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044286,3700.00,0.00,3700.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044287,4697.93,0.00,4697.93,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044294,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044295,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044296,1000.00,0.00,1000.00,Redacted Personal Data,Capital Expenditure,Home Loss Payments
Salford City Council,2012-03-01,601044305,12000.00,0.00,12000.00,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2012-03-01,601044306,12612.10,0.00,12612.10,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2012-03-01,601044307,12549.24,0.00,12549.24,Wessex Lift Co Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2012-03-01,31374884,624.00,124.80,748.80,Sunlight,Environment and Community Safety,Laundry
Salford City Council,2012-03-01,601041026,7174.87,1195.81,5979.06,Cobbetts Llp,Capital Expenditure,Legal Fees
Salford City Council,2012-03-01,601041185,13044.84,2174.14,10870.70,Cobbetts Llp,Sustainable Regeneration,Legal Fees
Salford City Council,2012-03-01,601041359,6820.80,1136.80,5684.00,Cobbetts Llp,Sustainable Regeneration,Legal Fees
Salford City Council,2012-03-01,1600433597,1323.00,220.50,1102.50,Gasp Smoke Free Services Ltd,Community Health & Social Care,Marketing/Publicity
Salford City Council,2012-03-01,601044054,5028.66,838.11,4190.55,Bdma,Customer and Support Services,Medical Health/Safe
Salford City Council,2012-03-01,601044057,5028.66,838.11,4190.55,Bdma,Customer and Support Services,Medical Health/Safe
Salford City Council,2012-03-01,1600435219,8898.28,1483.05,7415.23,Mast Lift Project Co (No2) Ltd,Customer and Support Services,NNDR
Salford City Council,2012-03-01,1600435224,22344.97,3724.16,18620.81,Mast Lift Project Co (No2) Ltd,Customer and Support Services,NNDR
Salford City Council,2012-03-01,1600435227,17731.38,2955.23,14776.15,Mast Lift Project Co (No2) Ltd,Customer and Support Services,NNDR
Salford City Council,2012-03-01,601044308,3089.99,0.00,3089.99,Wessex Lift Co Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2012-03-01,1600433607,2153.26,0.00,2153.26,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433608,2153.26,0.00,2153.26,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433609,3388.61,0.00,3388.61,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433610,3049.78,0.00,3049.78,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433668,10250.00,0.00,10250.00,Rosendale School Priory,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,601041619,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,601041620,3170.99,0.00,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433599,3071.17,0.00,3071.17,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433600,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433601,3232.99,0.00,3232.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433602,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433603,2988.40,0.00,2988.40,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600433902,11545.95,0.00,11545.95,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600435344,929.20,0.00,929.20,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600435364,3733.33,0.00,3733.33,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600435368,740.82,0.00,740.82,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600435382,3371.25,0.00,3371.25,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,1600435383,2288.17,0.00,2288.17,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2012-03-01,601044304,990.94,0.00,990.94,The Film And Matinee Club,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2012-03-01,1600434403,6453.62,1075.60,5378.02,Dlp Services (Northern) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-03-01,1600433581,4596.00,766.00,3830.00,Lift Able Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-03-01,1600433613,4542.00,757.00,3785.00,Lift Able Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-03-01,601041309,1140.00,190.00,950.00,Pennington Choices Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2012-03-01,601044303,600.00,0.00,600.00,Royal Mail Group Plc,Community Health & Social Care,Postage
Salford City Council,2012-03-01,31374968,685.20,0.00,685.20,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2012-03-01,31374958,615.59,3.04,618.63,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2012-03-01,31447201,1954.34,0.00,1954.34,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2012-03-01,1600435488,44478.00,7413.00,37065.00,Era Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2012-03-01,1600435168,31308.76,5218.13,26090.63,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2012-03-01,1600435443,29540.99,4923.50,24617.49,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Rents
Salford City Council,2012-03-01,601041845,46361.64,0.00,46361.64,Redacted Personal Data,Community Health & Social Care,Resid Care Home
Salford City Council,2012-03-01,601041846,43832.00,0.00,43832.00,Redacted Personal Data,Community Health & Social Care,Resid Care Home
Salford City Council,2012-03-01,601041847,52987.64,0.00,52987.64,Redacted Personal Data,Community Health & Social Care,Resid Care Home
Salford City Council,2012-03-01,601041849,35662.80,0.00,35662.80,Redacted Personal Data,Community Health & Social Care,Resid Care Home
Salford City Council,2012-03-01,31374950,1062.00,212.40,1274.40,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2012-03-01,1600433469,565.07,94.18,470.89,Lyreco Uk Limited,Community Health & Social Care,Stationery
