Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-09-01,1600568850,680.51,113.42,567.09,Allpay Ltd,Corporate Business,Bank Commission
Salford City Council,2016-09-01,1600569575,9075.61,1512.6,7563.01,Allpay Ltd,Corporate Business,Bank Commission
Salford City Council,2016-09-01,1600569843,647.04,107.84,539.2,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2016-09-01,luvgtcfkb,882.67,30.03,852.64,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-01,kpufyspsy,967.82,21.83,945.99,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-01,ecwsephza,22713.24,3785.54,18927.7,Capita Business Servs,Sustainable Regeneration,Works & Building
Salford City Council,2016-09-01,ukmljfwiy,42076.28,7012.71,35063.57,Capita Business Servs,Sustainable Regeneration,Works & Building
Salford City Council,2016-09-01,ubqqmnulf,99000,16500,82500,Capita Business Servs,Sustainable Regeneration,Works & Building
Salford City Council,2016-09-01,1600568826,43000,0,43000,Caritas Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-09-01,601174601,870,145,725,Cipfa,Children's Services,Other Prof Fees
Salford City Council,2016-09-01,601174606,10912.97,1818.85,9094.12,Co-Wheels Car Club,Corporate Business,Annual Vehicle Hire
Salford City Council,2016-09-01,1600569210,1950.9,325.15,1625.75,Door Care & Security,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-09-01,1600569774,17512.5,0,17512.5,Family Futures Cic,Children's Services,Payts to Agencies
Salford City Council,2016-09-01,601174614,3750,0,3750,Forbes Solicitors,Corporate Business,Liability Insurance
Salford City Council,2016-09-01,601174587,8619.6,1436.6,7183,Gatenby Sanderson Limited,Children's Services,Agency Fees
Salford City Council,2016-09-01,1600569116,3333.33,0,3333.33,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-09-01,1600569755,648,108,540,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2016-09-01,601174583,5914.41,0,5914.41,Jackson Motors,Corporate Business,Grants
Salford City Council,2016-09-01,1600569447,1241471.05,206911.84,1034559.21,Pendleton Together Operating Ltd,Sustainable Regeneration,Unitary Charge
Salford City Council,2016-09-01,1600569476,1252129.16,208688.19,1043440.97,Pendleton Together Operating Ltd,Sustainable Regeneration,Unitary Charge
Salford City Council,2016-09-01,1600568943,770,0,770,Redacted Data,Children's Services,Leisure Activity
Salford City Council,2016-09-01,1600569202,1500,0,1500,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-09-01,601174619,518,0,518,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-09-01,601174622,592,0,592,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-09-01,601174623,610.5,0,610.5,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-09-01,601174621,869.5,0,869.5,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-09-01,6002098530,1580.54,0,1580.54,Redacted Data,Children's Services,SS Inc Supp/Ind Clnt
Salford City Council,2016-09-01,601174609,1535.79,0,1535.79,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2016-09-01,601172941,2119.14,353.19,1765.95,Royal Mail Group Ltd,Corporate Business,Postage
Salford City Council,2016-09-01,1600569117,1200,200,1000,Salford City Fc,Children's Services,Marketing/Publicity
Salford City Council,2016-09-01,1600569778,16709.01,0,16709.01,Seashell Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2016-09-01,1600569904,996,166,830,Signis Group Ltd,Children's Services,Marketing/Publicity
Salford City Council,2016-09-01,1600569885,2023.8,0,2023.8,Spw Consultancy Ltd,Children's Services,Travel Expenses
Salford City Council,2016-09-01,601173715,5067,0,5067,The Pennine Acute Hospitals,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-09-01,601174598,3121.2,520.2,2601,Trinity Mirror Publishing Ltd,Capital Expenditure,Legal Fees
Salford City Council,2016-09-01,1600569757,960.98,160.16,800.82,Tynetec Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2016-09-01,1600568822,6608,0,6608,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2016-09-02,1600565029,552.68,92.11,460.57,Barclay & Mathieson Ltd,Environment and Community Safety,Materials
Salford City Council,2016-09-02,1600569387,11003.1,1833.85,9169.25,Bibby Factors Northwest Ltd,Chief Executives,Delivery Charges
Salford City Council,2016-09-02,jgkdhqvca,623.94,4.14,619.8,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-02,prjhmuicm,670.59,42.66,627.93,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-02,ennubxdth,693.18,0.7,692.48,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-02,dwkwrsqqe,822.52,0.82,821.7,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-02,fshtaebwb,1056.28,62.24,994.04,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-02,1600569028,2314.8,385.8,1929,British Telecommunications Plc,Capital Expenditure,Other Works
Salford City Council,2016-09-02,1600569233,6000,1000,5000,Cbre Ltd,Capital Expenditure,Works & Building
Salford City Council,2016-09-02,1600569240,1350,0,1350,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-09-02,1600570022,1800,300,1500,Clear Outcomes Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2016-09-02,1600570021,2599.8,433.3,2166.5,Clear Outcomes Consultancy Ltd,Children's Services,Other Prof Fees
Salford City Council,2016-09-02,1600569146,4537.2,756.2,3781,Euro Label Printers Limited,Environment and Community Safety,Marketing/Publicity
Salford City Council,2016-09-02,601174310,5004.02,834,4170.02,Forbes Solicitors,Corporate Business,Liability Insurance
Salford City Council,2016-09-02,1600570054,597.14,99.52,497.62,G Jones Builders Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-09-02,1600569053,518.4,86.4,432,G&S Smirthwaite Ltd,Children's Services,Building Rep & Maint
Salford City Council,2016-09-02,1600568858,126306.1,21051.02,105255.08,Galliford Try Infrastructure Ltd,Capital Expenditure,Ext Fees-Consult Eng
Salford City Council,2016-09-02,1600569055,3331.2,555.2,2776,Ijm Electrical Contractors Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-09-02,1600568706,2929.22,2.53,2926.69,Langworthy Cornerstone Assoc.,Children's Services,Rents
Salford City Council,2016-09-02,1600569174,4000,0,4000,Manchester Action On Street Health,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-09-02,1600569215,872.24,145.37,726.87,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-09-02,1600569239,9822.24,1637.04,8185.2,Softcat Limited,Corporate Business,Computer Equipment
Salford City Council,2016-09-02,1600569078,751.79,125.3,626.49,Sure Maintenance,Capital Expenditure,Works & Building
Salford City Council,2016-09-02,1600568965,2370,395,1975,T/A Computer Futures Solutions,Corporate Business,Consult/Contractors
Salford City Council,2016-09-02,1600569388,1800,300,1500,Transport For Greater Manchester,Capital Expenditure,Legal Fees
Salford City Council,2016-09-02,601174458,2157.83,359.64,1798.19,Virgin Media Business,Corporate Business,Telephones & Fax
Salford City Council,2016-09-05,hpbdzljei,601.8,100.3,501.5,A2b Office Technol,Environment and Community Safety,Equipment Purchase
Salford City Council,2016-09-05,1600569551,78872.95,13145.49,65727.46,Associated Network Solutions Group,Corporate Business,Computer Equipment
Salford City Council,2016-09-05,1600569553,2205.72,367.62,1838.1,Associated Network Solutions Group,Corporate Business,Computer Software
Salford City Council,2016-09-05,1600569550,136347.38,22724.56,113622.82,Associated Network Solutions Group,Corporate Business,Computer Software
Salford City Council,2016-09-05,1600568841,800,0,800,Bizziekids,Children's Services,Day Care
Salford City Council,2016-09-05,1600570070,520.8,86.8,434,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2016-09-05,roudvtfil,548.86,0.7,548.16,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-05,eikynltoj,591.21,10.98,580.23,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-05,ovpwqqepx,653.11,5.18,647.93,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-05,601174168,21584,0,21584,Central Manchester University,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-09-05,1600569120,114276.73,0,114276.73,Foundations Support & Care Services,Children's Services,Payts to Agencies
Salford City Council,2016-09-05,1600570078,2000,0,2000,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2016-09-05,1600570076,3000,0,3000,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2016-09-05,1600570077,3000,0,3000,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2016-09-05,1600568966,1090.8,181.8,909,Language Empire Limited,Children's Services,Interpreter/translat
Salford City Council,2016-09-05,601174748,1260,210,1050,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2016-09-05,1600570069,4233.84,705.64,3528.2,Redfearn Associates Ltd,"Community, Health & Social Care",Training
Salford City Council,2016-09-05,1600569219,5172.19,862.03,4310.16,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-09-05,601174753,1017.6,169.6,848,Societe Generale Equipment Finance,Environment and Community Safety,Veh Operating Leases
Salford City Council,2016-09-05,1600569443,2943.07,490.51,2452.56,Softcat Limited,Corporate Business,Computer Equipment
Salford City Council,2016-09-05,1600569389,512.1,85.35,426.75,Transport For Greater Manchester,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-09-05,1600569052,4889.93,814.99,4074.94,Vip Systems Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2016-09-05,1600569352,27851.32,4641.89,23209.43,Xma Ltd,"Community, Health & Social Care",Computer Equipment
Salford City Council,2016-09-06,601174796,546.24,91.04,455.2,Arjohuntleigh Uk,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-09-06,601174652,546.24,91.04,455.2,Arjohuntleigh Uk,Sustainable Regeneration,Equipment Repair
Salford City Council,2016-09-06,601174649,1056.78,176.13,880.65,Arjohuntleigh Uk,Sustainable Regeneration,Equipment Repair
Salford City Council,2016-09-06,1600568768,1440,240,1200,Barratt & Hughes,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-09-06,601174902,979.72,163.29,816.43,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2016-09-06,1600569221,40360,0,40360,Binoh Of Manchester,Children's Services,Payts to Agencies
Salford City Council,2016-09-06,jkghlsuir,507.12,0,507.12,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,lbnregtce,524.66,2.16,522.5,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,ueidrippn,545.08,23.11,521.97,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,vohpqwcjy,580.87,3.32,577.55,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,hfylwdpvh,611.54,40.1,571.44,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,gqlozobqj,634.18,7.41,626.77,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,yxfiyisac,743.88,5.23,738.65,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-09-06,1600568626,2500,0,2500,Child Safety Media Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2016-09-06,1600569272,1003.2,0,1003.2,Crossroads Care,Children's Services,Payts to Agencies
Salford City Council,2016-09-06,1600569141,1200,0,1200,Crossroads Care,Children's Services,Payts to Agencies
Salford City Council,2016-09-06,1600568707,720,120,600,F. R. Sharrock Limited,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-09-06,1600568708,1260,210,1050,F. R. Sharrock Limited,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-09-06,1600569143,7195.2,1199.2,5996,Gymetrix,Capital Expenditure,Other Works
Salford City Council,2016-09-06,601174792,41615.06,6935.93,34679.13,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2016-09-06,601174790,64161.72,10693.55,53468.17,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2016-09-06,601174710,1392.82,0,1392.82,Jacobs,Corporate Business,VAT Adjustment
Salford City Council,2016-09-06,1600569070,930,0,930,Nasen,Children's Services,Training expenses
