Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-02-01,601236472,872.00,0.00,872.00,Ageas Insurance Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-02-01,1600621816,599.72,99.95,499.77,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2019-02-01,601236474,3720.00,0.00,3720.00,Aon Insurance Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-02-01,1600621790,5000.00,0.00,5000.00,Barton Clough Primary School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-02-01,601236471,712.61,118.77,593.84,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2019-02-01,sqbtnfbmm,900.91,49.45,851.46,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2019-02-01,efuwdbwmt,699.32,0.00,699.32,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2019-02-01,1600621354,4032.00,672.00,3360.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-02-01,ytiebreto,688.09,0.00,688.09,Capita Business Servs,Place Directorate,Payment to Government Departments
Salford City Council,2019-02-01,1600621838,11827.00,0.00,11827.00,Chaigeley Educational Foundation,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-02-01,1600621839,8051.00,0.00,8051.00,Chaigeley Educational Foundation,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-02-01,1600621809,12270.64,2045.12,10225.52,Econ Engineering Ltd,Place Directorate,Principal Road Maint
Salford City Council,2019-02-01,1600621811,19748.16,3291.36,16456.80,Econ Engineering Ltd,Place Directorate,Principal Road Maint
Salford City Council,2019-02-01,1600621813,20406.42,3401.06,17005.36,Econ Engineering Ltd,Place Directorate,Principal Road Maint
Salford City Council,2019-02-01,601235970,127829.22,21304.87,106524.35,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2019-02-01,601235971,128078.03,21346.34,106731.69,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2019-02-01,601235972,143684.54,23947.42,119737.12,Edf Energy Plc,Place Directorate,Electricity
Salford City Council,2019-02-01,601234931,850.00,0.00,850.00,Eeven Homes Ltd,People (Childrens) Service Group,Rents
Salford City Council,2019-02-01,1600621832,1000.00,0.00,1000.00,Eeven Homes Ltd,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-02-01,1600620994,4920.00,820.00,4100.00,Horticon Ltd,Place Directorate,Consultants
Salford City Council,2019-02-01,1600620862,698.80,116.47,582.33,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2019-02-01,1600621824,5570.00,0.00,5570.00,Longford Park School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2019-02-01,1600620807,44644.00,0.00,44644.00,Manchester City Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-02-01,601236454,298326.92,49721.15,248605.77,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2019-02-01,1600621837,6600.00,0.00,6600.00,Myskills Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-02-01,1600621178,739.19,123.20,615.99,Phs Group Plc,Service Reform (Corp Bus & Transform),Housekeeping
Salford City Council,2019-02-01,1600620514,2070.00,345.00,1725.00,Rigby Taylor Ltd,Place Directorate,Materials
Salford City Council,2019-02-01,1600620977,39786.50,0.00,39786.50,Salford Womens Aid,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-02-01,601236455,1559.73,0.00,1559.73,Salix Homes Limited,People (Adults) - CHSC,Rents
Salford City Council,2019-02-01,1600621291,912.00,152.00,760.00,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-01,1600621292,912.00,152.00,760.00,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-01,1600621295,912.00,152.00,760.00,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-01,1600621294,728.30,121.38,606.92,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-01,1600621293,775.06,129.18,645.88,Scarab Sweepers Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-01,1600620655,2226.00,371.00,1855.00,Ssaib Ltd,Place Directorate,Contractors
Salford City Council,2019-02-01,1600621774,2976.00,496.00,2480.00,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2019-02-01,1600621775,1950.00,325.00,1625.00,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2019-02-01,601236088,1432.56,238.76,1193.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-01,601236089,552.00,92.00,460.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-01,601236090,669.32,111.55,557.77,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-01,601236092,719.70,119.95,599.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-01,601236206,702.00,117.00,585.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-01,601236476,1928.00,0.00,1928.00,The Court Service,Place Directorate,Debt Collection
Salford City Council,2019-02-01,601236433,1387.80,0.00,1387.80,Unique Specialist Services,People (Adults) - CHSC,Security Services
Salford City Council,2019-02-01,601236428,535.60,0.00,535.60,Weightmans Llp,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2019-02-01,1600620675,562.08,93.68,468.40,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase
Salford City Council,2019-02-04,601236622,2919.76,486.63,2433.13,Aa Projects,Capital Expenditure,Ext Fees-Other
Salford City Council,2019-02-04,1600620450,3750.00,0.00,3750.00,Autistic Society Gtr Manchester,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-02-04,1600620817,12084.00,0.00,12084.00,Beis Malka Beiz Girls School,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-02-04,flfbpfsew,556.41,15.01,541.40,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2019-02-04,601236611,1116.00,186.00,930.00,Bridge Education & Training Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-02-04,1600621846,11173.82,0.00,11173.82,Bury Council,Place Directorate,Grants
Salford City Council,2019-02-04,1600620610,2760.00,460.00,2300.00,Buy Me Media Ltd,People (Childrens) Service Group,Marketing/Publicity
Salford City Council,2019-02-04,1600621384,568.32,94.72,473.60,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-02-04,zfrvqtmhb,720.00,120.00,600.00,Cadent Gas,Place Directorate,Other Works
Salford City Council,2019-02-04,txmtnkqhu,6732.00,1122.00,5610.00,Capita Business Servs,Place Directorate,Payment to Government Departments
Salford City Council,2019-02-04,quspdiyud,4723.20,787.20,3936.00,Capita Business Servs,Place Directorate,Rents
Salford City Council,2019-02-04,601235186,1219.89,0.00,1219.89,Child Action Northwest,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-02-04,601235027,1820.71,303.45,1517.26,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-02-04,601235029,2193.26,365.54,1827.72,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-02-04,1600621844,15620.40,2603.40,13017.00,Event City Ltd,Service Reform (Corp Bus & Transform),Hire of Facilities
Salford City Council,2019-02-04,1600620951,2634.00,439.00,2195.00,Expert Security Systems Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-02-04,601235210,988.00,0.00,988.00,First Group Plc - First Manchester,People (Adults) - CHSC,Public Transport wrt
Salford City Council,2019-02-04,1600620687,2014.00,0.00,2014.00,First Group Plc - First Manchester,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-02-04,1600620208,1315.20,219.20,1096.00,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2019-02-04,aerqmcwda,1020.00,0.00,1020.00,Guardian News & Media,Place Directorate,Printing & Photocopying
Salford City Council,2019-02-04,601234695,1500.00,0.00,1500.00,Harper Green,People (Childrens) Service Group,Consultants
Salford City Council,2019-02-04,1600621842,28835.00,4805.83,24029.17,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2019-02-04,601234688,1500.00,0.00,1500.00,Levenshulme High School,People (Childrens) Service Group,Consultants
Salford City Council,2019-02-04,1600620685,1217.70,0.00,1217.70,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2019-02-04,601234680,1500.00,0.00,1500.00,Matthew Moss High School,People (Childrens) Service Group,Consultants
Salford City Council,2019-02-04,601236653,797.53,0.00,797.53,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2019-02-04,1600620828,1019.43,0.00,1019.43,One69A Manchester Creative Educatio,Capital Expenditure,Miscellaneous Exes
Salford City Council,2019-02-04,601236627,604.80,100.80,504.00,Orchid Cellmark Ltd,People (Childrens) Service Group,Client Medical fees
Salford City Council,2019-02-04,1600621871,1333343.02,222223.84,1111119.18,Pendleton Together Operating Ltd,Place Directorate,Unitary Charge
