Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-10-01,1600515451,1417.94,236.32,1181.62,Mawtec Systems Limited,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-10-01,1600515475,812.95,0,812.95,Wigan Council,Environment and Community Safety,Contractors
Salford City Council,2014-10-01,601125036,1122.08,0,1122.08,Brookvale,"Community, Health & Social Care",Day Care
Salford City Council,2014-10-01,601124262,764.4,0,764.4,Sunny Bank (Prs) Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-10-01,1600515450,516,86,430,Cia 2000 Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-10-01,1600515455,1320,220,1100,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-10-01,1600515577,2100,350,1750,ABCA Systems,Sustainable Regeneration,Electricity
Salford City Council,2014-10-01,601123944,660,0,660,Salford Community Leisure Ltd,Children's Services,Leisure Activity
Salford City Council,2014-10-01,1600517305,1618.8,269.8,1349,Carbon Creative Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2014-10-01,1600515567,6000,1000,5000,Amion Consulting,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-10-01,1600515541,2091.6,0,2091.6,Bright Futures Care Ltd T/A Corners,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-10-01,1600515568,1963.32,327.22,1636.1,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-10-01,1600515560,13808.7,0,13808.7,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515539,14391.19,2398.53,11992.66,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600516273,12642.6,0,12642.6,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600514520,6115.5,0,6115.5,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600514814,3028.56,0,3028.56,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515564,12642.6,0,12642.6,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,601125692,1484,0,1484,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515516,4458.67,0,4458.67,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-10-01,1600515579,3339.34,0,3339.34,Lorimer Foster Services,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515478,2389.79,0,2389.79,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515498,2987.16,0,2987.16,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515521,2902.84,0,2902.84,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515563,2153.26,0,2153.26,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515569,2987.16,0,2987.16,Parallel Parents,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515537,8357.1,0,8357.1,Social Care Services (Clayton) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,601125714,809,0,809,St Helens & Knowlsey Hospitals Nhs,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-10-01,601124997,3077.99,0,3077.99,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515476,3233.3,0,3233.3,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515477,3170.99,0,3170.99,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515479,3115.64,0,3115.64,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515480,3167.27,0,3167.27,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515481,3233.3,0,3233.3,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515483,2988.4,0,2988.4,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-10-01,1600515953,19200,3200,16000,Salford Community Leisure Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-10-01,601125677,4098.78,683.13,3415.65,Tnt Post North Ltd,Customer and Support Services,Postage
Salford City Council,2014-10-01,1600515555,745.3,124.22,621.08,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-10-01,1600515572,18609.91,3101.65,15508.26,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-10-01,601125676,750,0,750,M & Q Properties Management Ltd,"Community, Health & Social Care",Rents
Salford City Council,2014-10-01,601125670,5799.6,0,5799.6,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-10-01,601124536,1124.92,0,1124.92,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-10-01,601124136,4499.68,0,4499.68,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-10-01,601124246,4233.04,0,4233.04,Helping Hands Homecare Agency,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-10-01,1600515544,1157.8,168,989.8,Specialist Training & Consultancy,"Community, Health & Social Care",Training expenses
Salford City Council,2014-10-01,1600516383,529.51,88.25,441.26,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-10-01,1600517141,4056,676,3380,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Air Con
Salford City Council,2014-10-01,1600516103,686.4,114.4,572,Warrington Truck Parts Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-10-01,1600516046,590.4,98.4,492,Yeshili Reflective Materials Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-10-02,601125739,2025.3,337.55,1687.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-10-02,601125740,876,146,730,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-10-02,1600516718,65651.86,10941.98,54709.88,R H Smith Engineering Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-10-02,1600515434,19289.12,3214.86,16074.26,S & W Tlp Education Partnership Ltd,Capital Expenditure,Capital Expenses
Salford City Council,2014-10-02,1600515837,70309.63,11718.27,58591.36,Vinci Park Services Uk Ltd,Sustainable Regeneration,Contractors
Salford City Council,2014-10-02,1600515597,40563.02,6760.5,33802.52,Wigan Leisure & Culture,Environment and Community Safety,Contractors
Salford City Council,2014-10-02,601125040,5999.56,0,5999.56,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2014-10-02,1600515598,633.6,105.6,528,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
