Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-04-01,1600624548,572.88,95.48,477.4,Barry & Son Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2019-04-01,nqowtuclo,665,0,665,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2019-04-01,1600623875,531,0,531,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-04-01,601241715,12434.78,0,12434.78,Co-Op Academy Walkden,People (Childrens) Service Group,T U Supply Cover
Salford City Council,2019-04-01,601240357,1526.63,254.44,1272.19,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-04-01,601240359,1427.34,237.89,1189.45,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-04-01,601240360,1359.66,226.61,1133.05,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-04-01,1600624912,9360,1560,7800,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2019-04-01,1600624911,4800,800,4000,Dlp Services Northern Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-04-01,1600624150,1020,170,850,Essential Mediation Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-04-01,1600624186,576.4,0,576.4,Forviva,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-04-01,1600624187,1152.8,0,1152.8,Forviva,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-04-01,1600624189,1676.8,0,1676.8,Forviva,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-04-01,1600624181,24944.63,0,24944.63,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2019-04-01,1600623920,1032.31,172.05,860.26,H Jenkinson & Company Ltd,Capital Expenditure,Works & Building
Salford City Council,2019-04-01,1600624007,1077.05,0,1077.05,Inspire Community Services,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2019-04-01,1600624009,2319.8,0,2319.8,Inspire Community Services,People (Childrens) Service Group,Payts to Agencies
