Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-07-01,1600629412,7294.68,1215.78,6078.90,Prism Medical Uk,Capital Expenditure,Improvement Grants
Salford City Council,2019-07-01,1600629414,5268.01,878.01,4390.00,Prism Medical Uk,Capital Expenditure,Improvement Grants
Salford City Council,2019-07-01,1600629413,3790.80,631.80,3159.00,Prism Medical Uk,Capital Expenditure,Improvement Grants
Salford City Council,2019-07-01,1600629411,2550.00,425.00,2125.00,Prism Medical Uk,Capital Expenditure,Improvement Grants
Salford City Council,2019-07-01,601248475,509.55,0.00,509.55,Redacted Data,Place Directorate,Refunds
Salford City Council,2019-07-01,601246669,525.00,0.00,525.00,Manchester City Council,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-07-01,601248368,532.72,0.00,532.72,Redacted Data,Place Directorate,Tenants Rental
Salford City Council,2019-07-01,1600630190,594.00,99.00,495.00,Dewberry Redpoint Ltd,Place Directorate,Conferences/Seminars
Salford City Council,2019-07-01,1600630191,594.00,99.00,495.00,Dewberry Redpoint Ltd,Place Directorate,Conferences/Seminars
Salford City Council,2019-07-01,601248422,609.05,0.00,609.05,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2019-07-01,601246658,662.40,110.40,552.00,Amnis Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,601247063,662.40,110.40,552.00,Amnis Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,601248161,700.00,0.00,700.00,Redacted Data,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-07-01,601247851,708.00,118.00,590.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,1600629811,708.00,118.00,590.00,Dewberry Redpoint Ltd,Place Directorate,Conferences/Seminars
Salford City Council,2019-07-01,1600628876,720.00,120.00,600.00,Mindfulness In Schools Project,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2019-07-01,601247066,750.00,125.00,625.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,601247067,750.00,125.00,625.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,601248327,794.40,132.40,662.00,Information & Data Network Supplies,People (Childrens) Service Group,Computer Consumables
Salford City Council,2019-07-01,601248333,800.00,0.00,800.00,Maccalin Associates Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-07-01,swyqkizuc,816.00,0.00,816.00,Salford Van Hire Ltd,People (Childrens) Service Group,Vehicle short term Hire
Salford City Council,2019-07-01,601247239,828.00,138.00,690.00,Amnis Education Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-07-01,1600628280,834.00,139.00,695.00,Small Steps Consultation Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-07-01,1600630071,936.00,156.00,780.00,Lodge Tyre Co.Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-07-01,rfwqtnevt,978.00,0.00,978.00,Lion Fpg,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,2019-07-01,601246661,984.00,164.00,820.00,Progress Schools Ltd,People (Childrens) Service Group,Class Supplies Capit
