Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-12-01,601206238,962.22,160.37,801.85,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2017-12-01,601205731,646.02,107.67,538.35,Tradewind Recruitment,Children's Services,Agency Fees
Salford City Council,2017-12-01,601205732,646.02,107.67,538.35,Tradewind Recruitment,Children's Services,Agency Fees
Salford City Council,2017-12-01,601205733,646.02,107.67,538.35,Tradewind Recruitment,Children's Services,Agency Fees
Salford City Council,2017-12-01,1600596511,648,108,540,R H Smith Engineering Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2017-12-01,1600587487,2697.77,449.63,2248.14,Insight Direct (Uk) Limited,Children's Services,Computer Equipment
Salford City Council,2017-12-01,1600597038,54546.77,0,54546.77,Societe Generale Equipment Fin Ltd,Service Reform,Computer Maintenance
Salford City Council,2017-12-01,601206419,1344,0,1344,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2017-12-01,1600595747,1721.95,286.99,1434.96,Mast Lift Project Co (No2) Ltd,Service Reform,Electricity
Salford City Council,2017-12-01,601206072,9794.76,1632.44,8162.32,Utility Services (Media City Uk ),Office of the Chief Executive,Electricity
Salford City Council,2017-12-01,nehlrjgxx,702,117,585,A Venning Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2017-12-01,1600596482,1560.9,260.15,1300.75,G Jones Builders Ltd,Environment and Community Safety,Equipment Repair
Salford City Council,2017-12-01,ilddgbhsz,538.24,5.05,533.19,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-12-01,flgikmvpk,833.69,0,833.69,Creamline Dairies Traffor,Environment and Community Safety,Food and refreshments
Salford City Council,2017-12-01,qvhpuwsjv,1723.13,0,1723.13,Quayside Bakery,Environment and Community Safety,Food and refreshments
Salford City Council,2017-12-01,601205752,1518.78,253.13,1265.65,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-12-01,601206393,9198.4,0,9198.4,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206396,17000,0,17000,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206416,7273.2,0,7273.2,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206411,19000,0,19000,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206406,3968.39,0,3968.39,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206408,4076,0,4076,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-12-01,601206413,10141,0,10141,Kdb Services Ltd,Capital Expenditure,Improvement Grants
