Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2012-04-02,601045432,2530.00,0.00,2530.00,Shawclough C.P. School,Children's Services,Agency Fees
Salford City Council,2012-04-02,1600436445,9654.00,1609.00,8045.00,Ambrose Ellis Ltd,Environment and Community Safety,Building Rep & Maint
Salford City Council,2012-04-02,601048842,583.70,0.00,583.70,Redacted Personal Data,Community Health & Social Care,Carers Respite
Salford City Council,2012-04-02,1600436179,2070.76,345.13,1725.63,G4S Cash Solutions Uk Ltd,Environment and Community Safety,Cash in Transit Serv
Salford City Council,2012-04-02,1600435836,8024.40,1337.40,6687.00,Viglen,Community Health & Social Care,Computer Equipment
Salford City Council,2012-04-02,1600435838,583.20,97.20,486.00,Viglen,Community Health & Social Care,Computer Equipment
Salford City Council,2012-04-02,1600435866,56441.92,9406.99,47034.93,Emc Computer Systems (Uk) Ltd,Customer and Support Services,Computer Software
Salford City Council,2012-04-02,601045357,6900.00,0.00,6900.00,L.  A.  Furness,Children's Services,Consult/Contractors
Salford City Council,2012-04-02,601046981,1526.60,0.00,1526.60,Redacted Personal Data,Chief Executives,Consult/Contractors
Salford City Council,2012-04-02,601048886,2651.94,441.99,2209.95,Salford Primary Care Trust,Community Health & Social Care,Contract Hire
Salford City Council,2012-04-02,601048612,586.50,0.00,586.50,Fun4All Cic,Children's Services,Day Care
Salford City Council,2012-04-02,601048614,789.65,0.00,789.65,Fun4All Cic,Children's Services,Day Care
Salford City Council,2012-04-02,1600436632,6780.00,1130.00,5650.00,Rbs Invoice Finance Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2012-04-02,1600437906,600.00,100.00,500.00,Take One Media Ltd,Chief Executives,Delivery Charges
Salford City Council,2012-04-02,1600435660,593.40,98.90,494.50,Integrated Water Services,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2012-04-02,1600435556,855.60,142.60,713.00,Dcs Joncare Limited,Community Health & Social Care,Disability Equipment
Salford City Council,2012-04-02,1600436971,882.00,147.00,735.00,Dcs Joncare Limited,Community Health & Social Care,Disability Equipment
Salford City Council,2012-04-02,32548240,13951.20,0.00,13951.20,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-04-02,1600436888,1552.80,258.80,1294.00,Invacare Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-04-02,1600435973,3234.00,539.00,2695.00,Sidhil  Ltd,Community Health & Social Care,Disability Equipment
Salford City Council,2012-04-02,1600435837,549.00,91.50,457.50,Aqualogic (Wc) Ltd,Sustainable Regeneration,Energy Conservation
Salford City Council,2012-04-02,601048639,849.98,141.66,708.32,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2012-04-02,32548242,504.74,84.12,420.62,Four Oaks Nurserie,Community Health & Social Care,General Resaleable Items
Salford City Council,2012-04-02,1600435844,44820.00,7470.00,37350.00,Better Choices Limited,Children's Services,Grants
