Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-08-03,1600541184,600,100,500,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540060,128819.5,0,128819.5,Age Concern Salford,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-08-03,1600541619,583.32,97.22,486.1,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2015-08-03,1600541866,679.68,113.28,566.4,Arco Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-08-03,1600540946,990,165,825,Basemap Ltd,Sustainable Regeneration,Contractors
Salford City Council,2015-08-03,1600541721,19928.57,0,19928.57,Branas Isaf,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600542513,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-03,1600542508,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-03,1600541205,6593.25,0,6593.25,Care Uk Learning Disabilities Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-08-03,1600540657,10591.87,0,10591.87,Care Uk Learning Disabilities Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-08-03,1600542498,38766.46,6461.08,32305.38,Carlton Fuels,Environment and Community Safety,Vehcle Ancillar Cost
Salford City Council,2015-08-03,1600540324,3664.2,0,3664.2,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600540328,4628.7,0,4628.7,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600539949,1236.86,206.14,1030.72,Cia 2000 Ltd,Children's Services,UV Light/Fire
Salford City Council,2015-08-03,601146404,1337.16,0,1337.16,Compass Fostering North Ltd,Customer and Support Services,Contingency
Salford City Council,2015-08-03,601146405,1270.3,0,1270.3,Compass Fostering North Ltd,Customer and Support Services,Contingency
Salford City Council,2015-08-03,1600540309,3454.33,0,3454.33,Compass Fostering North Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600540312,3520.67,0,3520.67,Compass Fostering North Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,601146598,1194.4,8.4,1186,Complete Background Screening Ltd,Customer and Support Services,Other Prof Fees
Salford City Council,2015-08-03,1600542245,49962,8327,41635,Connell Bros Ltd,Capital Expenditure,Demolition
Salford City Council,2015-08-03,1600542492,121441.97,20240.33,101201.64,Connell Bros Ltd,Capital Expenditure,Demolition
Salford City Council,2015-08-03,1600540313,1080,180,900,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600538987,12520.32,2086.72,10433.6,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540550,12520.32,2086.72,10433.6,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540305,95485.8,15914.3,79571.5,Disc,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600540014,1800,300,1500,Fido Public Relations,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-08-03,601147348,3750,0,3750,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-08-03,1600540664,174149.25,0,174149.25,Gaddum Centre,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-08-03,1600540555,18481.49,3080.25,15401.24,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-08-03,1600540325,504,84,420,Harvest Healthcare,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540911,624,104,520,Hodgkinson Bennis Ltd,Children's Services,UV Heat Rep
Salford City Council,2015-08-03,1600540238,541.32,90.22,451.1,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-03,1600542433,1015.26,169.21,846.05,Jemac,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540948,788.18,131.36,656.82,Manchester City Council,Customer and Support Services,Legal Fees
Salford City Council,2015-08-03,1600540949,588.6,98.1,490.5,Marthall Tree Products,Environment and Community Safety,Materials
Salford City Council,2015-08-03,1600539915,1788,298,1490,Mci Diventi Limited,Customer and Support Services,Telephones & Fax
Salford City Council,2015-08-03,1600540941,47229,0,47229,Mind In Salford,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-08-03,1600540678,584.4,97.4,487,Play & Leisure Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-08-03,601147320,835.8,139.3,696.5,Randstad Education Limited,Customer and Support Services,Contingency
Salford City Council,2015-08-03,1600540676,1650,275,1375,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2015-08-03,601146758,5808.6,966,4842.6,Redacted Data,Children's Services,Agency Fees
Salford City Council,2015-08-03,1600540315,3376.93,562.82,2814.11,Ross Care,"Community, Health & Social Care",Equipment Repair
Salford City Council,2015-08-03,601144756,3452.95,0,3452.95,Royal Mail Group Plc,Customer and Support Services,Contingency
Salford City Council,2015-08-03,601145435,531.05,88.51,442.54,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2015-08-03,601147355,1131.29,2,1129.29,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2015-08-03,601145004,1877.53,0.44,1877.09,Royal Mail Group Plc,Customer and Support Services,Postage
Salford City Council,2015-08-03,1600541845,900,150,750,S & S Marquees Ltd,Office of the Chief Executive,Contract Hire
Salford City Council,2015-08-03,1600541707,3477.3,0,3477.3,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600540614,4663.62,777.27,3886.35,Sarabec Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600540675,925,0,925,Si Network (Uk & Ireland) Ltd,"Community, Health & Social Care",Equipment Purchase
Salford City Council,2015-08-03,1600540951,11462.4,1910.4,9552,Simply Moving And Sleeping Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-03,1600541134,786.59,0,786.59,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600541143,845.53,0,845.53,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-03,1600540691,9544.97,0,9544.97,The Carers Federation Ltd,"Community, Health & Social Care",Pyts Agenc - Ext Fnd
Salford City Council,2015-08-03,1600540658,562.93,93.82,469.11,The Consortium Care,"Community, Health & Social Care",Client Medical fees
Salford City Council,2015-08-04,601147492,2069,0,2069,Abbotsound,"Community, Health & Social Care",Day Care
Salford City Council,2015-08-04,601147508,10332,0,10332,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-08-04,601147505,10871.16,0,10871.16,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-08-04,601147512,10871.16,0,10871.16,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2015-08-04,601147373,10871.16,0,10871.16,Acorn Care & Education Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835755,24514.29,0,24514.29,After Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835759,10185.71,0,10185.71,Aspire Childcare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,1600541602,5806.8,967.8,4839,Bradshaw International,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-08-04,6001835756,18000,0,18000,Branas Isaf,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835763,18000,0,18000,Branas Isaf,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835753,13812.12,0,13812.12,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,1600542502,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542503,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542505,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542512,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542515,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542521,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542522,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542524,712.05,0,712.05,C P Davidson & Sons Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542507,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542509,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542514,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542517,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-04,1600542526,166948.02,27824.67,139123.35,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-08-04,6001835761,14400,0,14400,Cambian Childcare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835760,15871.43,0,15871.43,Cambian Childcare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835750,18000,0,18000,Cambian Childcare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,601147388,1184.41,197.4,987.01,Capita Translation And Interpreting,Children's Services,Interpreter/translat
Salford City Council,2015-08-04,6001835762,12998.4,0,12998.4,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835751,19560,0,19560,Care Today Childrens Services,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835749,10000.2,0,10000.2,Courtyard Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,601147372,2400,400,2000,Crown Commercial Service,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-08-04,1600542601,4395.46,732.58,3662.88,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-08-04,1600541045,12830.6,360.07,12470.53,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2015-08-04,6001835754,11800,0,11800,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,6001835748,9148.52,0,9148.52,Fairfield Residential,Children's Services,Payts to Agencies
Salford City Council,2015-08-04,601147410,510.2,0,510.2,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-08-04,601147391,3390,0,3390,Fostering Matters Ltd,Children's Services,Payts to Agencies
