Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-12-01,tjggcywzu,529.83,41,488.83,Brake Bros Ltd,Environment and Community Safety,Food and refreshment
Salford City Council,2016-12-01,1600575647,573,95.5,477.5,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2016-12-01,1600574014,1159.2,193.2,966,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2016-12-01,601180463,55370.68,8924.44,46446.24,Gazprom Energy,Capital Expenditure,Gas
Salford City Council,2016-12-01,1600574021,11003.1,1833.85,9169.25,Bibby Factors Northwest Ltd,Office of the Chief Executive,Delivery Charges
Salford City Council,2016-12-01,601179677,540,0,540,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,601179429,15833.33,0,15833.33,Central Manchester University,Children's Services,Payts to Agencies
Salford City Council,2016-12-01,1600574879,1291.18,215.2,1075.98,Child In Mind Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-12-01,601180726,829.45,138.24,691.21,Chubb Fire & Security Ltd,Children's Services,Security Sys R & Mnt
Salford City Council,2016-12-01,601180729,858,0,858,Fab Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,1600574250,2000,0,2000,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,1600574009,854.4,142.4,712,Mike Ayres Design,Children's Services,Equipment Purchase
Salford City Council,2016-12-01,601179179,1497.6,249.6,1248,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,601179178,2361.6,393.6,1968,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,601179516,11940,0,11940,Mike Davies Transport Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,601180134,6490.68,0,6490.68,Nhs Salford Ccg,Children's Services,Payts to Agencies
Salford City Council,2016-12-01,601180724,2696.2,0,2696.2,The Swinton High School Academy,Children's Services,T U Supply Cover
Salford City Council,2016-12-01,601179673,2404.8,400.8,2004,Travel By Myles,Children's Services,Pupil Assistance
Salford City Council,2016-12-01,601180052,555.88,0,555.88,East Cheshire Nhs Trust,"Community, Health & Social care",Payts to Agencies
Salford City Council,2016-12-01,601180722,1437.65,68.61,1369.04,Lloyds Pharmacy Ltd,"Community, Health & Social care",Payts to Agencies
