Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-06-03,jblizbxko,508.00,0.00,508.00,Www.Nbcolourprint.Co.U,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,2019-06-03,1600628559,523.62,87.27,436.35,Firemark Limited,People (Childrens) Service Group,UV Light/Fire
Salford City Council,2019-06-03,1600628000,541.25,80.00,461.25,Defensive Driver Training Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-06-03,601245866,560.00,0.00,560.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-06-03,601245865,570.00,0.00,570.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-06-03,1600628058,570.00,95.00,475.00,Ic Transport Nw Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,2019-06-03,1600628030,581.26,96.88,484.38,British Protection & Security Bp&S,People (Childrens) Service Group,Security Services
Salford City Council,2019-06-03,1600628074,582.91,97.15,485.76,Arco Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-06-03,1600628557,587.10,97.85,489.25,Firemark Limited,People (Childrens) Service Group,Fire Equipment
Salford City Council,2019-06-03,1600628021,600.00,100.00,500.00,Platt White Partnership,Place Directorate,Other Prof Fees
Salford City Council,2019-06-03,601246107,637.00,0.00,637.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-06-03,601244642,639.19,0.00,639.19,Blackpool Teaching Hospitals NHS FT,Public Health,Payts to Agencies
Salford City Council,2019-06-03,nntiqwmev,643.97,13.90,630.07,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2019-06-03,601246229,657.83,109.64,548.19,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2019-06-03,601245869,692.40,115.40,577.00,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-06-03,1600627248,697.20,116.20,581.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-06-03,1600627246,747.60,124.60,623.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-06-03,uctbnhwkb,752.00,0.00,752.00,Premierinn44537165,People (Adults) - CHSC,Travel
Salford City Council,2019-06-03,1600627247,793.20,132.20,661.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-06-03,601245990,804.28,134.05,670.23,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-06-03,601245863,900.00,0.00,900.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-06-03,1600627537,928.00,0.00,928.00,Mhfa England Cic,People (Childrens) Service Group,Training of Others
Salford City Council,2019-06-03,1600627245,1008.00,168.00,840.00,Door Repair Service  Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2019-06-03,601246230,1039.44,173.24,866.20,Berendsen Uk Ltd,Place Directorate,Laundry
Salford City Council,2019-06-03,1600627912,1101.12,183.52,917.60,Nomix Enviro Ltd,Place Directorate,Materials
Salford City Council,2019-06-03,601245576,1128.04,188.00,940.04,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-06-03,601246223,1210.20,0.00,1210.20,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2019-06-03,1600628026,1218.00,202.99,1015.01,Salford Supply Desk Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-06-03,601245989,1231.40,205.23,1026.17,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-06-03,1600628364,1234.80,205.80,1029.00,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2019-06-03,601245991,1279.10,213.18,1065.92,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-06-03,1600628296,1320.00,0.00,1320.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies
