Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-03-01,601186460,509.25,0.00,509.25,Kidzrus Nursery Ltd - Irlam,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,1600579764,516.00,86.00,430.00,Churches Fire Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2017-03-01,601186608,518.00,0.00,518.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-03-01,1600580019,550.00,0.00,550.00,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186415,552.89,0.00,552.89,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,vlzgphxld,552.90,0.00,552.90,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,slxfhzdzl,554.57,0.00,554.57,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,601186489,556.04,0.00,556.04,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,1600580174,558.00,93.00,465.00,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2017-03-01,601186495,562.64,0.00,562.64,Gill's Childminding Services,Children's Services,Grants
Salford City Council,2017-03-01,601186480,567.60,0.00,567.60,Treasures Child Care Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186485,572.54,0.00,572.54,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,ofinkzofq,581.95,7.93,574.02,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,zcvqkpuuo,585.29,1.00,584.29,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,1600579765,599.82,99.97,499.85,Churches Fire Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2017-03-01,601186660,600.00,100.00,500.00,Forbes Solicitors,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186499,616.27,0.00,616.27,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,601186635,637.00,0.00,637.00,Department Of Work & Pensions,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186448,647.46,0.00,647.46,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601185061,660.00,110.00,550.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-03-01,601185064,660.00,110.00,550.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-03-01,601186126,716.40,119.40,597.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-03-01,601186387,720.21,0.00,720.21,Habonim Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186416,720.21,0.00,720.21,Little Acorns Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186445,720.21,0.00,720.21,The Manse Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186360,800.25,0.00,800.25,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186377,800.25,0.00,800.25,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186454,800.25,0.00,800.25,Wasp Pre-School,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186611,814.00,0.00,814.00,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-03-01,601186439,822.07,0.00,822.07,St Ambrose Young Families,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186607,836.50,0.00,836.50,Redacted Data,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-03-01,601186508,858.81,0.00,858.81,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,601186606,863.53,0.00,863.53,Warrington Borough Council,Corporate Business,Other Prof Fees
Salford City Council,2017-03-01,601186578,890.40,0.00,890.40,Marlborough Road Academy,Children's Services,Grants
Salford City Council,2017-03-01,601186547,900.90,0.00,900.90,Pomegranate Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186554,900.90,0.00,900.90,St Ambrose Young Families,Children's Services,Grants
Salford City Council,2017-03-01,601186569,902.55,0.00,902.55,Veroncia & Paolo  Scotton,Children's Services,Grants
Salford City Council,2017-03-01,601186399,917.62,0.00,917.62,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,1600579394,938.22,156.37,781.85,Churches Fire Security Limited,"Community, Health & Social Care",UV Light/Fire
Salford City Council,2017-03-01,opkenrdcs,946.15,0.00,946.15,Creamline Dairies Traffor,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,601186659,960.00,160.00,800.00,Motor Insurers Bureau,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186358,960.28,0.00,960.28,Little Me Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186424,960.28,0.00,960.28,The Dollhouse,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601184969,990.74,165.12,825.62,Manchester Science Park Ltd,Sustainable Regeneration,Rents
Salford City Council,2017-03-01,1600579393,1000.00,166.67,833.33,Sports &  Leisure Fisheries,Environment and Community Safety,Prizes
Salford City Council,2017-03-01,601186474,1017.44,0.00,1017.44,Budding Wood Wardley Pre School,Children's Services,Grants
Salford City Council,2017-03-01,601186365,1040.32,0.00,1040.32,Beis Yaakov High School Creche,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186442,1040.32,0.00,1040.32,Sylvan Court Day Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186421,1134.89,0.00,1134.89,Little Learners,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,1600579415,1188.00,198.00,990.00,Asbestos Clearance And Disposal Ser,Capital Expenditure,Works & Building
Salford City Council,2017-03-01,1600579519,1192.27,198.71,993.56,Viridor Waste (Greater Manchester),Sustainable Regeneration,Refuse Disposal
Salford City Council,2017-03-01,601186367,1328.39,0.00,1328.39,Boothstown Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186394,1374.96,0.00,1374.96,T/A Holyrood Day Nursery - Hope,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186335,1401.37,0.00,1401.37,United Utilities Water Limited,Children's Services,Water
Salford City Council,2017-03-01,601186549,1406.60,0.00,1406.60,Our Precious Tots Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186364,1440.42,0.00,1440.42,Bambie Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186556,1526.25,0.00,1526.25,St Pauls Peel Playgroup Fund,Children's Services,Grants
Salford City Council,2017-03-01,601186517,1528.72,0.00,1528.72,Kids Planet Day Nurseries Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186361,1600.50,0.00,1600.50,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,xaejmxgyj,1612.15,0.00,1612.15,Quayside Bakery,Environment and Community Safety,Food and refreshments
Salford City Council,2017-03-01,601185019,1680.00,280.00,1400.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2017-03-01,601186388,1680.49,0.00,1680.49,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186438,1680.49,0.00,1680.49,Roobyloos Childrens Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186434,1687.78,0.00,1687.78,Our Precious Tots Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186378,1738.66,0.00,1738.66,Claremont Neighbourhood Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186459,1746.00,0.00,1746.00,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186477,1772.10,0.00,1772.10,Broughton Jewish Cassel Fox,Children's Services,Grants
Salford City Council,2017-03-01,601186548,1805.10,0.00,1805.10,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,601186531,1857.89,0.00,1857.89,Little Learners,Children's Services,Grants
Salford City Council,2017-03-01,601186418,1911.84,0.00,1911.84,Little Explorers,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186392,1920.60,0.00,1920.60,Holy Angels Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186430,1927.85,0.00,1927.85,Monton Village School Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186429,1986.02,0.00,1986.02,Mojo-Out Of School Club,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186344,1997.00,324.50,1672.50,Keoghs Llp,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186538,2002.11,0.00,2002.11,Mice To Meet You Playgroup Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186510,2003.92,0.00,2003.92,Redacted Data,Children's Services,Grants
Salford City Council,2017-03-01,601186466,2050.10,0.00,2050.10,Big Steps Playgroup,Children's Services,Grants
Salford City Council,2017-03-01,601186561,2119.39,0.00,2119.39,The Manse Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186436,2267.36,0.00,2267.36,Pomegranate Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186370,2342.53,0.00,2342.53,Budding Wood Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,1600579722,2373.00,395.50,1977.50,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2017-03-01,601186534,2386.50,0.00,2386.50,Magical Moments Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186425,2400.70,0.00,2400.70,Manchester Jnr Girls School,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186458,2400.70,0.00,2400.70,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186655,2405.40,400.90,2004.50,Forbes Solicitors,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186475,2502.90,0.00,2502.90,Budding Wood Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186374,2553.44,0.00,2553.44,Caterpillar Corner,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186501,2556.68,0.00,2556.68,Holy Angels Playgroup,Children's Services,Grants
Salford City Council,2017-03-01,601186384,2560.78,0.00,2560.78,Evergreen Childrens Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186441,2588.05,0.00,2588.05,St Pauls Peel Playgroup Fund,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186440,2589.89,0.00,2589.89,St Lukes Pre-School Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186479,2704.33,0.00,2704.33,Caterpillar Corner,Children's Services,Grants
Salford City Council,2017-03-01,601186359,2720.81,0.00,2720.81,Aim Habonim-Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,1600579886,2760.00,460.00,2300.00,Keep Britain Tidy,Environment and Community Safety,Other Prof Fees
Salford City Council,2017-03-01,601186447,2800.85,0.00,2800.85,The Stables Day Nursery Monton,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186393,2880.84,0.00,2880.84,T/A Holyrood Day Nursery - Media Ci,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186395,2880.84,0.00,2880.84,T/A Holyrood Day Nursery - Salford,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186407,2931.77,0.00,2931.77,Kidzrus Nursery Ltd - Irlam,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186366,2953.58,0.00,2953.58,Big Steps Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186363,2960.89,0.00,2960.89,Auntie Stephs Playgroup,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186473,3052.50,0.00,3052.50,Fun4All Cic,Children's Services,Grants
Salford City Council,2017-03-01,601186555,3139.94,0.00,3139.94,St Lukes Pre-School Playgroup,Children's Services,Grants
Salford City Council,2017-03-01,601186446,3360.97,0.00,3360.97,The Stables Day Nursery Limited,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186356,3408.23,568.04,2840.19,Mast Lift Project Co (No2) Ltd,Corporate Business,Electricity
Salford City Council,2017-03-01,601186483,3440.57,0.00,3440.57,Claremont Neighbourhood Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186389,3441.02,0.00,3441.02,Happy Feet Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186453,3521.10,0.00,3521.10,Wasp Pre-School,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186403,3608.34,0.00,3608.34,Kiddiewinkles Pre School,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186573,3620.08,0.00,3620.08,Westwood Smarties,Children's Services,Grants
Salford City Council,2017-03-01,601186455,3673.85,0.00,3673.85,Westwood Smarties,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186405,3758.65,0.00,3758.65,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186457,3775.66,0.00,3775.66,Yogurt Pots Childcare Services,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186575,3837.88,0.00,3837.88,Yogurt Pots Childcare Services,Children's Services,Grants
Salford City Council,2017-03-01,601186371,3855.70,0.00,3855.70,University Of Salford Busy Bees,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186463,3872.54,0.00,3872.54,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2017-03-01,601186526,3991.34,0.00,3991.34,Little Acorns Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186383,4015.73,0.00,4015.73,Daisys Daycare,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186518,4132.42,0.00,4132.42,Kidzrus Nursery Ltd - Irlam,Children's Services,Grants
Salford City Council,2017-03-01,601186562,4201.72,0.00,4201.72,The Stables Day Nursery Monton,Children's Services,Grants
Salford City Council,2017-03-01,601186431,4255.80,0.00,4255.80,Precious Little Ones Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186552,4376.60,0.00,4376.60,Roobyloos Childrens Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186409,4561.38,0.00,4561.38,Kidz R Us Nursery Ltd - Pendlebury,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186541,4628.99,0.00,4628.99,Precious Little Ones Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186450,4641.37,0.00,4641.37,Tinytots Vision Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186528,4677.29,0.00,4677.29,Little Explorers,Children's Services,Grants
Salford City Council,2017-03-01,601186545,4707.45,0.00,4707.45,Oyy Lubavitch Girls School,Children's Services,Grants
Salford City Council,2017-03-01,601186386,4801.50,0.00,4801.50,Fledglings Day Nursery Worsley,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186557,4804.80,0.00,4804.80,Sylvan Court Day Nursery Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186621,4831.97,0.00,4831.97,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186420,4842.64,0.00,4842.64,Little Gems Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186527,4899.97,0.00,4899.97,Little Explorers Eccles,Children's Services,Grants
Salford City Council,2017-03-01,601186449,4925.08,0.00,4925.08,Tinytots Vision Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186412,4961.48,0.00,4961.48,Folly Brook Nursery Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186630,4962.64,0.00,4962.64,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186419,5085.16,0.00,5085.16,Little Explorers Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186417,5114.22,0.00,5114.22,Little Explorers Eccles,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186503,5147.09,0.00,5147.09,T/A Holyrood Day Nursery - Hope,Children's Services,Grants
Salford City Council,2017-03-01,601186539,5204.35,0.00,5204.35,Mojo-Out Of School Club,Children's Services,Grants
Salford City Council,2017-03-01,601186628,5255.61,0.00,5255.61,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186574,5276.69,0.00,5276.69,Wow Kids Ltd T/A Bright Futures,Children's Services,Grants
Salford City Council,2017-03-01,601186529,5291.32,0.00,5291.32,Little Explorers Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186616,5323.37,0.00,5323.37,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601184875,5328.47,0.00,5328.47,Salix Homes Limited,Capital Expenditure,Other Works
Salford City Council,2017-03-01,601186422,5383.40,0.00,5383.40,Little People Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186349,5386.61,897.77,4488.84,Mast Lift Project Co (No2) Ltd,Corporate Business,Electricity
Salford City Council,2017-03-01,601186498,5451.59,0.00,5451.59,Happy Feet Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186519,5494.50,0.00,5494.50,Kidzrus Nursery Ltd-Langworth Rd,Children's Services,Grants
Salford City Council,2017-03-01,601186507,5507.28,0.00,5507.28,Jitterbugz Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186396,5514.37,0.00,5514.37,T/A Holyrood Day Nursery (Swinton),Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186375,5529.00,0.00,5529.00,Treasures Child Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186560,5688.75,0.00,5688.75,Cottage Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186443,5688.98,0.00,5688.98,Tashbar Academy Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186469,5703.72,0.00,5703.72,Boothstown Playgroup,Children's Services,Grants
Salford City Council,2017-03-01,601186563,5752.63,0.00,5752.63,The Stables Day Nursery Limited,Children's Services,Grants
Salford City Council,2017-03-01,601186533,5912.59,0.00,5912.59,Little Saints Day Care Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186632,6000.00,0.00,6000.00,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186410,6001.80,0.00,6001.80,Kidz R Us Nursery Ltd - Swinton,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186408,6081.79,0.00,6081.79,Kidzrus Nursery Ltd-Langworth Rd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186437,6081.84,0.00,6081.84,Rainbows Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186619,6194.62,0.00,6194.62,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,1600579470,6205.90,1034.32,5171.58,Salt Union Ltd,Environment and Community Safety,Materials
Salford City Council,2017-03-01,601186623,6295.37,0.00,6295.37,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186570,6437.31,0.00,6437.31,Wasp Pre-School,Children's Services,Grants
Salford City Council,2017-03-01,601186350,6503.29,1083.88,5419.41,Mast Lift Project Co (No2) Ltd,Corporate Business,Electricity
Salford City Council,2017-03-01,601186456,6569.22,0.00,6569.22,Wow Kids Ltd T/A Bright Futures,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186461,6650.32,0.00,6650.32,Aim Habonim-Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186550,6672.58,0.00,6672.58,Rainbows Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186566,6802.94,0.00,6802.94,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186385,6882.09,0.00,6882.09,Fledglings (Irlam) Limited,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186567,7037.00,0.00,7037.00,Tinytots Vision Nursery Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186432,7042.17,0.00,7042.17,Nutkins Play & Learn Centre,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186368,7063.94,0.00,7063.94,Fun4All Cic,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186530,7151.91,0.00,7151.91,Little Gems Private Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186428,7245.84,0.00,7245.84,Mice To Meet You Playgroup Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186496,7266.48,0.00,7266.48,Habonim Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186520,7363.00,0.00,7363.00,Kidz R Us Nursery Ltd - Pendlebury,Children's Services,Grants
Salford City Council,2017-03-01,601186656,7544.40,1257.40,6287.00,Forbes Solicitors,Corporate Business,Liability Insurance
Salford City Council,2017-03-01,601186470,7722.00,0.00,7722.00,Branwood Preparatory School,Children's Services,Grants
Salford City Council,2017-03-01,601186521,7742.25,0.00,7742.25,Kidz R Us Nursery Ltd - Swinton,Children's Services,Grants
Salford City Council,2017-03-01,601186491,7806.15,0.00,7806.15,Evergreen Childrens Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186634,8000.00,0.00,8000.00,Kdb Services Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186398,8002.50,0.00,8002.50,Jitterbugz Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186504,8039.91,0.00,8039.91,T/A Holyrood Day Nursery - Salford,Children's Services,Grants
Salford City Council,2017-03-01,601186522,8143.32,0.00,8143.32,Folly Brook Nursery Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186532,8314.03,0.00,8314.03,Little People Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186571,8547.00,0.00,8547.00,Wasp Pre-School,Children's Services,Grants
Salford City Council,2017-03-01,601186514,9115.40,0.00,9115.40,Kiddiewinkles Pre School,Children's Services,Grants
Salford City Council,2017-03-01,1600579405,9120.00,1520.00,7600.00,T/A Computer Futures Solutions,Corporate Business,Consult/Contractors
Salford City Council,2017-03-01,601186476,9849.89,0.00,9849.89,University Of Salford Busy Bees,Children's Services,Grants
Salford City Council,2017-03-01,601186625,10123.20,0.00,10123.20,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-03-01,601186493,10509.66,0.00,10509.66,Fledglings (Irlam) Limited,Children's Services,Grants
Salford City Council,2017-03-01,601186391,10592.24,0.00,10592.24,Holly House Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186540,10673.10,0.00,10673.10,Monton Village School Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186423,10715.87,0.00,10715.87,Little Saints Day Care Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186568,10779.45,0.00,10779.45,Toras Emes,Children's Services,Grants
Salford City Council,2017-03-01,601186515,11174.80,0.00,11174.80,Kids Planet Day Nurseries Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186505,11304.28,0.00,11304.28,T/A Holyrood Day Nursery (Swinton),Children's Services,Grants
Salford City Council,2017-03-01,601186465,11512.21,0.00,11512.21,Beis Malka Beiz Girls-Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186543,11636.55,0.00,11636.55,Nutkins Play & Learn Centre,Children's Services,Grants
Salford City Council,2017-03-01,601186413,11792.59,0.00,11792.59,Ladybird Private Day Nursery,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186500,11993.84,0.00,11993.84,Holly House Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186472,12119.40,0.00,12119.40,Broadoak Cp School,Children's Services,Grants
Salford City Council,2017-03-01,601186406,12316.39,0.00,12316.39,Kids Planet Day Nurseries Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601185188,12742.00,0.00,12742.00,Swinton Travel Ltd,Children's Services,Pupil Assistance
Salford City Council,2017-03-01,601186502,13173.67,0.00,13173.67,T/A Holyrood Day Nursery - Media Ci,Children's Services,Grants
Salford City Council,2017-03-01,601186471,13793.17,0.00,13793.17,Bridgewater School,Children's Services,Grants
Salford City Council,2017-03-01,601186478,14412.21,0.00,14412.21,Care Chiefs,Children's Services,Grants
Salford City Council,2017-03-01,601186513,14894.55,0.00,14894.55,Kerem Shloime Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186577,15262.50,0.00,15262.50,Unicorn Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186564,15266.61,0.00,15266.61,The New Girls School,Children's Services,Grants
Salford City Council,2017-03-01,601186536,15790.50,0.00,15790.50,Manchester Jnr Girls School,Children's Services,Grants
Salford City Council,2017-03-01,601186372,16499.47,0.00,16499.47,Care Chiefs,Children's Services,Payts to Agencies
Salford City Council,2017-03-01,601186484,16611.95,0.00,16611.95,Clarendon Cottage School,Children's Services,Grants
Salford City Council,2017-03-01,601186523,17899.54,0.00,17899.54,Ladybird Private Day Nursery,Children's Services,Grants
Salford City Council,2017-03-01,601186516,20075.82,0.00,20075.82,Kids Planet Day Nurseries Ltd,Children's Services,Grants
Salford City Council,2017-03-01,601186558,20321.89,0.00,20321.89,Talmud Torah Chinuch N'Orim,Children's Services,Grants
