Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2017-02-01,1600577732,18115.25,0.00,18115.25,Core Assets Childrens Services Ltd,Children's Services,Payts to Agencies
Salford City Council,2017-02-01,1600577733,5000.00,0.00,5000.00,Safe Families For Children,Children's Services,Payts to Agencies
Salford City Council,2017-02-01,1600577788,11161.00,0.00,11161.00,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2017-02-01,1600578019,5339.52,889.92,4449.60,Associated Network Solutions Group,Corporate Business,Computer Equipment
Salford City Council,2017-02-01,1600578044,2336.04,389.34,1946.70,Red Box Recorders Ltd,Corporate Business,IT  Licence Fee
Salford City Council,2017-02-01,1600578045,3333.33,0.00,3333.33,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-02-01,1600578046,4776.00,796.00,3980.00,Cetus Solutions,"Community, Health & Social Care",Computer Software
Salford City Council,2017-02-01,1600578069,5827.00,0.00,5827.00,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2017-02-01,1600578100,54799.99,9133.33,45666.66,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-02-01,1600578587,648.00,108.00,540.00,R H Smith Engineering Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2017-02-01,1600578595,508.85,84.81,424.04,Central Power Services Ltd,Corporate Business,Equipment Maint'ce
Salford City Council,2017-02-01,1600579067,2023.87,337.31,1686.56,Mitie Security Ltd,Corporate Business,Security Services
Salford City Council,2017-02-01,1600579092,2453.76,408.96,2044.80,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2017-02-01,1600579096,1100.00,0.00,1100.00,The New Girls School,Children's Services,Pupil Assistance
Salford City Council,2017-02-01,1600579098,4833.33,0.00,4833.33,The New Girls School,Children's Services,Pupil Assistance
Salford City Council,2017-02-01,1600579103,139346.66,23224.44,116122.22,Laing O'Rourke Construction North,Capital Expenditure,Works & Building
Salford City Council,2017-02-01,1600579104,106167.62,17694.60,88473.02,Laing O'Rourke Construction North,Capital Expenditure,Works & Building
Salford City Council,2017-02-01,1600579105,660.00,110.00,550.00,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2017-02-01,1600579106,6000.00,1000.00,5000.00,The Mcavoy Group Limited,Capital Expenditure,Works & Building
Salford City Council,2017-02-01,1600579107,6000.00,1000.00,5000.00,The Mcavoy Group Limited,Capital Expenditure,Works & Building
Salford City Council,2017-02-01,601183193,1074.76,179.13,895.63,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-02-01,601183254,912.13,152.02,760.11,David Phillips Group,Sustainable Regeneration,Furniture
Salford City Council,2017-02-01,601183571,990.74,165.12,825.62,Manchester Science Park Ltd,Sustainable Regeneration,Rents
Salford City Council,2017-02-01,601184502,888.00,148.00,740.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2017-02-01,601184508,16197.03,0.00,16197.03,Salix Homes Limited,Corporate Business,VAT Adjustment
Salford City Council,2017-02-01,601184514,505.85,0.00,505.85,Redacted Data,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2017-02-01,601184519,800.25,0.00,800.25,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2017-02-01,601184520,1112.10,0.00,1112.10,Redacted Data,Children's Services,Grants
Salford City Council,2017-02-01,601184522,1900.00,0.00,1900.00,Binoh Of Manchester,Corporate Business,Catering Materials
Salford City Council,2017-02-01,601184532,4379.00,0.00,4379.00,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184533,6039.43,0.00,6039.43,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184535,7591.76,0.00,7591.76,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184538,6909.55,0.00,6909.55,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184539,2423.64,0.00,2423.64,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184541,2794.14,0.00,2794.14,Stannah Stairlifts Limited.,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184543,8281.79,0.00,8281.79,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184544,4313.03,0.00,4313.03,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184546,10842.46,0.00,10842.46,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184547,10640.21,0.00,10640.21,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184549,4850.56,0.00,4850.56,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184551,5069.81,0.00,5069.81,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184553,3771.21,0.00,3771.21,Airborne Environmental Consultants,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184555,17209.69,0.00,17209.69,Street Uk Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184556,540.00,0.00,540.00,Phoenix Lifting Systems Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2017-02-01,601184681,525.60,87.60,438.00,Salford Supply Desk Ltd,Children's Services,Agency Fees
Salford City Council,2017-02-01,abcgwuvve,557.19,1.68,555.51,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2017-02-01,ihgenflej,938.40,156.40,782.00,A Venning Ltd,Environment and Community Safety,delegated kitchen formula
