Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-03-01,1600556458,21899.81,3649.97,18249.84,A E Yates Ltd,Capital Expenditure,Ext Fees-Other
Salford City Council,2016-03-01,1600556797,15419.51,2569.92,12849.59,Advanced Computer Systems Uk Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-03-01,1600555878,4087.20,681.20,3406.00,Ans Group Plc,Corporate Business,Cmputer Eqt purchase
Salford City Council,2016-03-01,601159051,2263.01,0.00,2263.01,Bgc Brokers Lp,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2016-03-01,1600556381,1400.00,0.00,1400.00,Bizziekids,Children's Services,Other Prof Fees
Salford City Council,2016-03-01,1600555117,516.00,86.00,430.00,Churches Fire And Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2016-03-01,1600555121,547.14,91.19,455.95,Churches Fire And Security Limited,Environment and Community Safety,UV Light/Fire
Salford City Council,2016-03-01,1600555119,570.00,95.00,475.00,Churches Fire And Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2016-03-01,601160745,521.66,6.00,515.66,Edf Energy 1 Ltd,Sustainable Regeneration,Electricity
Salford City Council,2016-03-01,1600555236,867.10,0.00,867.10,Fairfield Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-03-01,601160979,71840.55,11973.43,59867.12,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2016-03-01,1600556781,5138.52,856.42,4282.10,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2016-03-01,1600556385,80274.58,13379.10,66895.48,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-03-01,1600555905,506.40,84.40,422.00,Ijm Electrical Contractors Ltd,Capital Expenditure,Works & Building
Salford City Council,2016-03-01,1600555235,7365.04,1227.51,6137.53,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-03-01,1600555524,7365.04,1227.51,6137.53,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-03-01,1600555146,504.00,84.00,420.00,Integrated Water Services,Sustainable Regeneration,UV Tank Clean
Salford City Council,2016-03-01,1600556230,635.04,105.84,529.20,M.A.C. Building Products Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2016-03-01,601161007,2150.03,0.00,2150.03,Manchester Alloys And Metals Ltd,Corporate Business,Grants
Salford City Council,2016-03-01,1600556533,1377.00,229.50,1147.50,Metric Group Limited,Sustainable Regeneration,General Repairs
Salford City Council,2016-03-01,1600556097,519.12,86.52,432.60,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-03-01,1600556096,544.32,90.72,453.60,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-03-01,1600556106,544.32,90.72,453.60,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-03-01,1600556099,680.40,113.40,567.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-03-01,1600556100,680.40,113.40,567.00,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-03-01,601161027,4500.00,0.00,4500.00,Ocean Youth Trust Scotland,Corporate Business,Leisure Activity
Salford City Council,2016-03-01,1600555889,501.24,83.54,417.70,Premier Paper Group Ltd,Corporate Business,Stationery
Salford City Council,2016-03-01,1600555891,3996.00,666.00,3330.00,Print On Solutions Ltd (North West),Corporate Business,Postage
Salford City Council,2016-03-01,1600556722,7075.44,1179.24,5896.20,Prism Medical Uk,"Community, Health & Social Care",Disability Equipment
Salford City Council,2016-03-01,601160545,864.00,144.00,720.00,Quality Teachers,Children's Services,Agency Fees
Salford City Council,2016-03-01,601160544,1080.00,180.00,900.00,Quality Teachers,Children's Services,Agency Fees
Salford City Council,2016-03-01,601161042,6220.17,0.00,6220.17,Ramilies Hall School,Children's Services,Pupil Assistance
Salford City Council,2016-03-01,601161025,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2016-03-01,601160228,800.00,0.00,800.00,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2016-03-01,1600556771,834.00,139.00,695.00,Redactive Events Ltd,Corporate Business,Conferences/Seminars
Salford City Council,2016-03-01,1600556626,3270.00,545.00,2725.00,Richard Fowler Associates,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-03-01,1600556157,6000.00,1000.00,5000.00,Salford Community Leisure Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-03-01,601160232,131895.36,21982.56,109912.80,Salix Homes Limited,Sustainable Regeneration,Security Services
Salford City Council,2016-03-01,1600556541,798.00,133.00,665.00,Saltax Ltd,Children's Services,Pupil Assistance
Salford City Council,2016-03-01,1600556631,6487.80,1081.30,5406.50,Saltax Ltd,Children's Services,Taxis service users
Salford City Council,2016-03-01,1600556507,82500.00,0.00,82500.00,Skills And Work Solutions Ltd,Corporate Business,Payts to Agencies
Salford City Council,2016-03-01,601160240,2520.00,0.00,2520.00,Thc Travel,Children's Services,Pupil Assistance
Salford City Council,2016-03-01,1600556539,2000.00,0.00,2000.00,The Ethical Education Enterprise,Children's Services,Non-Maint Spec Schls
Salford City Council,2016-03-01,1600556538,1575.00,0.00,1575.00,Tipp,Children's Services,Pupil Assistance
Salford City Council,2016-03-01,601159054,2907.95,0.00,2907.95,Tradition (Uk) Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2016-03-01,1600555762,812.56,135.43,677.13,Vanguard Storage Services Ltd,Sustainable Regeneration,Removal Expenses
Salford City Council,2016-03-02,601160179,13492.00,0.00,13492.00,Abc Coach Limited,Children's Services,Pupil Assistance
Salford City Council,2016-03-02,1600556575,687.36,114.56,572.80,Alliance Disposables Ltd,Sustainable Regeneration,Cleaning Materials
Salford City Council,2016-03-02,1600548469,1232.40,205.40,1027.00,Altia Solutions Limited,Environment and Community Safety,Computer Software
Salford City Council,2016-03-02,1600534985,4020.00,670.00,3350.00,Altia Solutions Limited,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-03-02,xddykxhwe,542.98,0.00,542.98,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-03-02,ogbxemrws,662.00,4.76,657.24,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-03-02,bjlkgwibx,669.17,33.15,636.02,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-03-02,dvnijntje,738.54,50.27,688.27,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-03-02,601161370,927.06,0.00,927.06,City West Housing Trust,"Community, Health & Social Care",Subscriptions
Salford City Council,2016-03-02,1600556549,567.89,94.67,473.22,Essential Papers,Children's Services,Class Supplies Capit
Salford City Council,2016-03-02,1600556901,53453.06,8908.84,44544.22,Galliford Try Infrastructure Ltd,Capital Expenditure,Ext Fees-Consult Eng
Salford City Council,2016-03-02,601161098,3734.80,0.00,3734.80,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161096,3951.01,0.00,3951.01,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161093,4208.04,0.00,4208.04,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161094,17379.66,0.00,17379.66,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161097,18148.90,0.00,18148.90,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161095,20215.00,0.00,20215.00,Gmw Mental Health Foundation Trust,Capital Expenditure,VAT Adjustment
Salford City Council,2016-03-02,601161153,25036.80,4172.80,20864.00,Gva Grimley Ltd (Consulting),Capital Expenditure,Capital Expenses
Salford City Council,2016-03-02,601161081,75166.44,12527.72,62638.72,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2016-03-02,1600556902,30000.00,5000.00,25000.00,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2016-03-02,1600556554,930.00,155.00,775.00,Ingenitech Ltd,Corporate Business,Cmputer Eqt purchase
Salford City Council,2016-03-02,1600556555,1512.00,252.00,1260.00,Ingenitech Ltd,Corporate Business,Cmputer Eqt purchase
Salford City Council,2016-03-02,601161410,2328.00,388.00,1940.00,Keoghs,Corporate Business,Liability Insurance
Salford City Council,2016-03-02,1600555204,728.00,0.00,728.00,Kidz R Us The Lodge,Children's Services,Payts to Agencies
Salford City Council,2016-03-02,601161099,1481.14,0.00,1481.14,Nhs Salford Ccg,"Community, Health & Social Care",Resid Care Home
Salford City Council,2016-03-02,ukktdubwr,888.00,0.00,888.00,Purple,Corporate Business,Other Professional Fees
Salford City Council,2016-03-02,601161333,509.40,0.00,509.40,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2016-03-02,601161384,575.00,0.00,575.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161406,587.92,0.00,587.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2016-03-02,601161311,679.20,0.00,679.20,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2016-03-02,601161074,694.10,0.00,694.10,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2016-03-02,601161403,764.40,0.00,764.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2016-03-02,601161379,815.00,0.00,815.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161385,835.00,0.00,835.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161381,840.00,0.00,840.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161407,859.76,0.00,859.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2016-03-02,601161104,900.00,0.00,900.00,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2016-03-02,601161109,1094.75,0.00,1094.75,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2016-03-02,601161380,1131.00,0.00,1131.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161391,1160.00,0.00,1160.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161396,1306.00,0.00,1306.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161388,1320.00,0.00,1320.00,Redacted Data,Corporate Business,Grants
Salford City Council,2016-03-02,601161389,1445.00,0.00,1445.00,Redacted Data,Corporate Business,Grants
