Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-01-02,601234086,567.44,94.57,472.87,Mighty Writer Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2019-01-02,601234077,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-02,601234083,702,117,585,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-02,601234093,778.8,129.8,649,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2019-01-02,1600618753,966,161,805,Barton Grange Farm,Place Directorate,Horticultural/GMaint
Salford City Council,2019-01-02,1600619070,1020,170,850,Vision For Education,People (Childrens) Service Group,Consultants
Salford City Council,2019-01-02,1600619038,1065.77,0,1065.77,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-01-02,1600619080,1128,188,940,Sunbright Blinds Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-01-02,601234072,1140,190,950,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-02,601234095,1373.88,0,1373.88,Redacted Data,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-01-02,601232660,1386.95,231.16,1155.79,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-01-02,601234207,1980,330,1650,Salford Professional Development,Service Reform (Corp Bus & Transform),Training expenses
Salford City Council,2019-01-02,1600619685,2916,0,2916,River View Primary School,People (Childrens) Service Group,Hire of Facilities
Salford City Council,2019-01-02,1600619688,4794,799,3995,Bibliotheca Ltd,Capital expenditure,Other Works
Salford City Council,2019-01-02,1600619689,4794,799,3995,Bibliotheca Ltd,Capital expenditure,Other Works
Salford City Council,2019-01-02,1600619690,4794,799,3995,Bibliotheca Ltd,Capital expenditure,Other Works
Salford City Council,2019-01-02,1600619691,4794,799,3995,Bibliotheca Ltd,Capital expenditure,Other Works
Salford City Council,2019-01-02,1600619692,4794,799,3995,Bibliotheca Ltd,Capital expenditure,Other Works
Salford City Council,2019-01-02,601234076,5268,878,4390,Cc Communications,People (Childrens) Service Group,Unclass Road Maint
Salford City Council,2019-01-02,1600619684,6250,0,6250,River View Primary School,People (Childrens) Service Group,Hire of Facilities
Salford City Council,2019-01-02,601233526,17292.52,2882.09,14410.43,The Copyright Licencing Agency Ltd,Service Reform (Corp Bus & Transform),Licencing
Salford City Council,2019-01-02,601234218,26937.96,0,26937.96,City West Housing Trust,People (Adults) - CHSC,Rents
Salford City Council,2019-01-02,1600619693,709830.87,0,709830.87,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2019-01-03,601234337,515.27,85.88,429.39,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Water
Salford City Council,2019-01-03,1600619109,532,0,532,Greater Manchester Travelcards Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,2019-01-03,1600618897,532.8,88.8,444,Xma Ltd,Capital expenditure,Purch of Comp Equip
Salford City Council,2019-01-03,601234321,552,92,460,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2019-01-03,601234335,552.91,92.15,460.76,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2019-01-03,601234356,561.6,93.6,468,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,601234286,570,0,570,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-01-03,601234334,622.16,103.69,518.47,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2019-01-03,601234294,630,0,630,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-01-03,601234304,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,601234298,702,117,585,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,601234299,702,117,585,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,601234355,702,117,585,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,1600619085,720,120,600,Halton Container Services Ltd,Place Directorate,Equipment Repair
Salford City Council,2019-01-03,1600619747,768,128,640,Helping Hands Minor Repairs Service,Capital expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-01-03,601234081,852.47,142.08,710.39,Department For Education,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2019-01-03,1600619754,879.95,0,879.95,Redacted Data,Capital expenditure,Miscellaneous Exes
Salford City Council,2019-01-03,601234323,1005,167.5,837.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,601234339,1104,184,920,Teaching Personnel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-01-03,601234080,1116.11,186.02,930.09,Department For Education,People (Childrens) Service Group,Prog Maint & Works
Salford City Council,2019-01-03,601234307,1140,190,950,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-01-03,1600619111,1200,200,1000,Kershaw Surveyors Ltd,Capital expenditure,Miscellaneous Grants
Salford City Council,2019-01-03,1600619698,1242.75,0,1242.75,Inspire Community Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-01-03,601234279,1320,0,1320,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-01-03,601234351,1360.8,226.8,1134,Next Level Learning Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-01-03,601234290,1530,0,1530,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-01-03,1600619701,1684.47,0,1684.47,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-01-03,601234284,1890,0,1890,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-01-03,1600619700,2048.94,341.49,1707.45,Matthew Thomas Associates Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2019-01-03,1600619103,2200,0,2200,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-01-03,601234317,2502,417,2085,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2019-01-03,601234338,2507.54,417.92,2089.62,Reach Publishing Services Ltd,Capital expenditure,Legal Fees
Salford City Council,2019-01-03,601234287,2700,0,2700,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-01-03,1600619704,2756.2,0,2756.2,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-01-03,601234289,2790,0,2790,Hawthorn Hotel,People (Adults) - CHSC,Rents
