Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Community Based Services,Transport,Car Allowances,148010071,9,201402,COMMONWHEELS CIC,19.92,2014-05-22
Community Based Services,Transport,Car Allowances,148010071,41,201402,COMMONWHEELS CIC,123.84,2014-05-22
Community Based Services,Supplies and Services,Comms & Computing,148009988,144,201402,O2 (UK) LTD,33.00,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,136,201402,O2 (UK) LTD,15.00,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,137,201402,O2 (UK) LTD,4.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,138,201402,O2 (UK) LTD,4.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,139,201402,O2 (UK) LTD,4.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,140,201402,O2 (UK) LTD,9.00,2014-05-20
Community Based Services,Transport,Public Transport and Taxi Fares,148009921,9,201402,CLICK TRAVEL LTD,170.16,2014-05-16
Community Based Services,Transport,Public Transport and Taxi Fares,148009921,27,201402,CLICK TRAVEL LTD,68.54,2014-05-16
Community Based Services,Transport,Public Transport and Taxi Fares,148009921,28,201402,CLICK TRAVEL LTD,68.54,2014-05-16
Community Based Services,Supplies and Services,Comms & Computing,148009988,146,201402,O2 (UK) LTD,15.00,2014-05-20
Community Based Services,Supplies and Services,"Printing, Stationery etc",147006009,6,201402,INTERCHANGE NEWS,28.79,2014-05-06
Community Based Services,Supplies and Services,Comms & Computing,148009988,183,201402,O2 (UK) LTD,30.00,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,145,201402,O2 (UK) LTD,43.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,41064086,2,201402,NCC SERVICES LTD,600.00,2014-05-08
Community Based Services,Supplies and Services,Comms & Computing,41064086,1,201402,NCC SERVICES LTD,600.00,2014-05-08
Community Based Services,Supplies and Services,Comms & Computing,43790108,0,201402,OLM SYSTEMS LTD,66510.54,2014-05-09
Community Based Services,Supplies and Services,Comms & Computing,43790483,0,201402,OLM SYSTEMS LTD,48300.00,2014-05-12
Community Based Services,Supplies and Services,Comms & Computing,148009988,182,201402,O2 (UK) LTD,15.00,2014-05-20
Community Based Services,Employees,Agency Staff,60091060,1,201402,COMENSURA LTD,465.79,2014-05-21
Community Based Services,Employees,Agency Staff,60091060,27,201402,COMENSURA LTD,633.09,2014-05-21
Community Based Services,Employees,Agency Staff,60091060,34,201402,COMENSURA LTD,646.56,2014-05-21
Community Based Services,Employees,Agency Staff,60091061,6,201402,COMENSURA LTD,861.75,2014-05-28
Community Based Services,Supplies and Services,"Printing, Stationery etc",41068032,1,201402,REDACTED - Personal Information,750.00,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,142,201402,O2 (UK) LTD,14.50,2014-05-20
Community Based Services,Employees,Indirect Employee Expenses,41066883,1,201402,NORTHUMBRIA UNIVERSITY,666.66,2014-05-13
Community Based Services,Employees,Indirect Employee Expenses,41069274,1,201402,NORTHUMBRIA UNIVERSITY,1700.00,2014-05-28
Community Based Services,Third Party Payments,Third Party Payments,41066260,1,201402,CITY OF NEWCASTLE UPON TYNE,49864.00,2014-05-09
Community Based Services,Premises,Rent,41069630,1,201402,ROWLANDS GILL & DISTRICT COMM ASSOC,437.00,2014-05-29
Community Based Services,Third Party Payments,Third Party Payments,41067236,1,201402,YOUR VOICE COUNTS,4335.00,2014-05-09
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",41068322,1,201402,GATESHEAD HOUSING COMPANY,619.00,2014-05-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006161,1,201402,HEWORTH COLLIERY BANNER COMMUNITY & HERITAGE GROUP,200.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006161,2,201402,HEWORTH COLLIERY BANNER COMMUNITY & HERITAGE GROUP,200.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006161,3,201402,HEWORTH COLLIERY BANNER COMMUNITY & HERITAGE GROUP,200.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006161,4,201402,HEWORTH COLLIERY BANNER COMMUNITY & HERITAGE GROUP,200.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006162,1,201402,DURHAM ARMY CADET FORCE,2000.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006286,1,201402,FELLING WARRIORS ACADAMY,7500.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006287,1,201402,PCC ST JAMES & ST BEDES,670.00,2014-05-08
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006402,1,201402,SUNDERLAND ROAD LIBRARY VOLUNTEER ASSOCIATION,1063.00,2014-05-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006456,1,201402,FIGHTING ALL CANCERS TOGETHER,1000.00,2014-05-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006456,2,201402,FIGHTING ALL CANCERS TOGETHER,1000.00,2014-05-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006671,1,201402,THE SALVATION ARMY GATESHEAD COMMUNITY CHURCH CORPS,652.50,2014-05-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",147006705,1,201402,RYTON & DISTRICT WAR MEMORIALS PROJECT,790.00,2014-05-27
Community Based Services,Transport,Car Allowances,148010071,8,201402,COMMONWHEELS CIC,2.73,2014-05-22
Community Based Services,Transport,Car Allowances,148010071,40,201402,COMMONWHEELS CIC,123.83,2014-05-22
Community Based Services,Supplies and Services,Comms & Computing,148009988,143,201402,O2 (UK) LTD,220.41,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,141,201402,O2 (UK) LTD,4.50,2014-05-20
Community Based Services,Premises,Security & Insurance,41068603,1,201402,ADT FIRE & SECURITY PLC,668.02,2014-05-27
Community Based Services,Premises,Energy,41066509,1,201402,BRITISH GAS PLC,675.15,2014-05-08
Community Based Services,Premises,Security & Insurance,41068760,1,201402,ADT FIRE & SECURITY PLC,425.21,2014-05-27
Community Based Services,Premises,Water,41068038,1,201402,NORTHUMBRIAN WATER,421.31,2014-05-15
Community Based Services,Premises,Fixtures & Fittings,41067315,1,201402,LOW FELL REMOVALS LTD,350.92,2014-05-07
Community Based Services,Supplies and Services,Comms & Computing,148009988,187,201402,O2 (UK) LTD,13.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,41068768,1,201402,VIRGIN MEDIA PAYMENTS LTD,355.00,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,41069592,1,201402,VODAFONE CORPORATE LTD,202.67,2014-05-22
Community Based Services,Supplies and Services,Comms & Computing,41069592,2,201402,VODAFONE CORPORATE LTD,16.06,2014-05-22
Community Based Services,Supplies and Services,Comms & Computing,148009988,188,201402,O2 (UK) LTD,14.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,189,201402,O2 (UK) LTD,14.50,2014-05-20
Community Based Services,Supplies and Services,Comms & Computing,148009988,190,201402,O2 (UK) LTD,14.50,2014-05-20
