Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,324,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1327,201708,O2 (UK) LTD,11.5,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3074,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3234,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,43973915,0,201708,CACI LTD,4475.14,2017-11-10
Office of the Chief Executive,Supplies and Services,Comms & Computing,43974002,0,201708,PEOPLE MATTERS NETWORK LTD,7500,2017-11-09
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,0,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,629,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,646,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1043,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1442,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1821,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3987,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,"Licenses, Housing, Fees",43975310,0,201708,ANGHARD MEDIA,1054.64,2017-11-20
Office of the Chief Executive,Supplies and Services,Comms & Computing,43973578,0,201708,GOSS INTERACTIVE LIMITED,1037,2017-11-07
Office of the Chief Executive,Supplies and Services,Comms & Computing,43973593,0,201708,GOSS INTERACTIVE LIMITED,440,2017-11-07
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,29,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,135,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,551,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,553,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,554,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,555,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,618,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,630,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,643,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,756,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,980,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1000,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,1153,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2262,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2335,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2380,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2397,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2421,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,2578,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3318,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3368,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3371,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3376,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3396,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3429,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3469,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3471,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3474,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3502,201708,O2 (UK) LTD,10,2017-11-01
Office of the Chief Executive,Supplies and Services,Comms & Computing,60600009,3954,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Employees,Agency Staff,60091245,19,201708,DE POEL MANAGED SERVICES LIMITED,535.58,2017-11-14
Corporate Resources,Employees,Agency Staff,60091246,17,201708,DE POEL MANAGED SERVICES LIMITED,540.1,2017-11-14
Corporate Resources,Employees,Agency Staff,60091247,34,201708,DE POEL MANAGED SERVICES LIMITED,530.28,2017-11-24
Corporate Resources,Employees,Indirect Employee Expenses,41212450,1,201708,CIPFA,2820,2017-11-24
Corporate Resources,Employees,Indirect Employee Expenses,43973204,0,201708,KAPLAN FINANCIAL,821.65,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,11,201708,CLICK TRAVEL LTD,29.25,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,22,201708,CLICK TRAVEL LTD,21.25,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,34,201708,CLICK TRAVEL LTD,21.25,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,38,201708,CLICK TRAVEL LTD,103.73,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,39,201708,CLICK TRAVEL LTD,29.25,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,41,201708,CLICK TRAVEL LTD,77.02,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,78,201708,CLICK TRAVEL LTD,16.04,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,80,201708,CLICK TRAVEL LTD,13.04,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000242,14,201708,CLICK TRAVEL LTD,52.52,2017-11-14
Corporate Resources,Transport,Public Transport and Taxi Fares,300000242,50,201708,CLICK TRAVEL LTD,21.11,2017-11-14
Corporate Resources,Transport,Public Transport and Taxi Fares,300000242,56,201708,CLICK TRAVEL LTD,21.11,2017-11-14
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,21,201708,CLICK TRAVEL LTD,27.22,2017-11-21
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,23,201708,CLICK TRAVEL LTD,36.92,2017-11-21
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,25,201708,CLICK TRAVEL LTD,8.32,2017-11-21
Corporate Resources,Supplies and Services,Comms & Computing,41210858,1,201708,UNIT4 BUSINESS SOFTWARE LTD,6523.73,2017-11-06
Corporate Resources,Supplies and Services,Comms & Computing,60600009,758,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,865,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,1093,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,1659,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,2846,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3112,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3126,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3141,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3148,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3258,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3281,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3921,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,8,201708,CLICK TRAVEL LTD,9.39,2017-11-21
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,9,201708,CLICK TRAVEL LTD,8.99,2017-11-21
Corporate Resources,Transport,Public Transport and Taxi Fares,300000252,26,201708,CLICK TRAVEL LTD,9.58,2017-11-21
Corporate Resources,Supplies and Services,Comms & Computing,60600009,2299,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3144,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3187,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3214,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3237,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3256,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3261,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,3262,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,41210857,1,201708,LEGAL ESCROW & ARBITRATION SERVICES LTD,520,2017-11-07
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,9,201708,CLICK TRAVEL LTD,9.03,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,18,201708,CLICK TRAVEL LTD,17.63,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,50,201708,CLICK TRAVEL LTD,35.98,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,51,201708,CLICK TRAVEL LTD,21.18,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,56,201708,CLICK TRAVEL LTD,19.02,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,58,201708,CLICK TRAVEL LTD,25.12,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,64,201708,CLICK TRAVEL LTD,25.12,2017-11-08
Corporate Resources,Transport,Public Transport and Taxi Fares,300000237,65,201708,CLICK TRAVEL LTD,19.02,2017-11-08
Corporate Resources,Supplies and Services,Comms & Computing,60600009,921,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,1101,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,2394,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,2941,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,1955,201708,O2 (UK) LTD,10,2017-11-01
Corporate Resources,Supplies and Services,Comms & Computing,60600009,2071,201708,O2 (UK) LTD,10,2017-11-01
