Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Office of the Chief Executive,Transport,Public Transport and Taxi Fares,300001297,48,201907,CLICK TRAVEL LTD,141.7,2019-10-02
Office of the Chief Executive,Supplies and Services,Comms & Computing,44052366,0,201907,DOTTED EYES LTD,1254,2019-10-16
Office of the Chief Executive,Supplies and Services,"Grants, Contribs & Subs",44051614,0,201907,NATIONAL LEAFLET COMPANY,5443.13,2019-10-16
Office of the Chief Executive,Supplies and Services,Comms & Computing,44055165,0,201907,SITEIMPROVE LTD,5195.12,2019-10-28
Corporate Resources,Employees,Indirect Employee Expenses,41262243,1,201907,KAPLAN FINANCIAL,1330.83,2019-10-17
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,5,201907,CLICK TRAVEL LTD,20.1,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,19,201907,CLICK TRAVEL LTD,87,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,49,201907,CLICK TRAVEL LTD,70,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,59,201907,CLICK TRAVEL LTD,38.6,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,60,201907,CLICK TRAVEL LTD,20.1,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001297,62,201907,CLICK TRAVEL LTD,38.6,2019-10-02
Corporate Resources,Transport,Public Transport and Taxi Fares,300001317,29,201907,CLICK TRAVEL LTD,9.95,2019-10-15
Corporate Resources,Transport,Public Transport and Taxi Fares,300001317,34,201907,CLICK TRAVEL LTD,20,2019-10-15
Corporate Resources,Transport,Public Transport and Taxi Fares,300001341,34,201907,CLICK TRAVEL LTD,53.75,2019-10-29
Corporate Resources,Supplies and Services,Comms & Computing,41261696,1,201907,UNIT4 BUSINESS SOFTWARE LTD,7000,2019-10-11
Corporate Resources,Supplies and Services,Comms & Computing,41261697,1,201907,UNIT4 BUSINESS SOFTWARE LTD,898.33,2019-10-11
Corporate Resources,Supplies and Services,Comms & Computing,44054303,0,201907,INSIGHT DIRECT UK LTD,536.37,2019-10-23
Corporate Resources,Employees,Indirect Employee Expenses,44054825,0,201907,CHARTERED INSTITUTE OF INTERNAL AUDITORS,520,2019-10-23
Corporate Resources,Transport,Public Transport and Taxi Fares,300001319,5,201907,CLICK TRAVEL LTD,7.55,2019-10-15
Corporate Resources,Transport,Public Transport and Taxi Fares,300001319,13,201907,CLICK TRAVEL LTD,7.4,2019-10-15
Corporate Resources,Supplies and Services,Comms & Computing,41261303,1,201907,QUICKTHINK CLOUD LIMITED,3132.66,2019-10-09
Corporate Resources,Supplies and Services,Comms & Computing,41261304,1,201907,QUICKTHINK CLOUD LIMITED,1354.12,2019-10-09
Corporate Resources,Supplies and Services,Comms & Computing,41262034,1,201907,LEGAL ESCROW & ARBITRATION SERVICES LTD,540,2019-10-15
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41261302,1,201907,TRACEY BEAUCHAMP LTD,1800,2019-10-08
Corporate Resources,Supplies and Services,Comms & Computing,41262236,1,201907,CRITIQOM,471.97,2019-10-18
Corporate Resources,Supplies and Services,Comms & Computing,41262911,1,201907,CRITIQOM,1226.56,2019-10-28
Corporate Resources,Supplies and Services,Comms & Computing,41262912,1,201907,CRITIQOM,1048.97,2019-10-28
Corporate Resources,Supplies and Services,Comms & Computing,41262913,1,201907,CRITIQOM,1220.43,2019-10-28
Corporate Resources,Supplies and Services,Comms & Computing,41262915,1,201907,CRITIQOM,1669.92,2019-10-28
Corporate Resources,Supplies and Services,Comms & Computing,148032890,7,201907,ROYAL MAIL,244.67,2019-10-04
Corporate Resources,Supplies and Services,Comms & Computing,148033016,7,201907,ROYAL MAIL,241.9,2019-10-16
Corporate Resources,Supplies and Services,Comms & Computing,148033076,7,201907,ROYAL MAIL,220.82,2019-10-23
Corporate Resources,Supplies and Services,Comms & Computing,148033119,7,201907,ROYAL MAIL,144.52,2019-10-28
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",44055130,0,201907,CAPITA BUSINESS SERVICES LTD,11000,2019-10-31
Corporate Resources,Supplies and Services,Other Running Costs,148033025,1,201907,ROSSENDALES COLLECT LTD,661.79,2019-10-17
Corporate Resources,Supplies and Services,Comms & Computing,44055050,0,201907,LLOYDS-IP,618.42,2019-10-29
Corporate Resources,Transport,Public Transport and Taxi Fares,300001341,11,201907,CLICK TRAVEL LTD,165.9,2019-10-29
Corporate Resources,Supplies and Services,"Printing, Stationery etc",41261991,1,201907,R N I B,232.83,2019-10-15
